investment_transaction_id,account_id,security_id,date,name,quantity,amount,price,fees,type,subtype,iso_currency_code
82ad6b74-b2c6-41d8-9cce-e3f49af6d9fb,398fc9ad-580e-4da5-8cab-8e84a5a59495,d1426484-2bfa-4952-80ac-ad1dbf954146,2006-11-06,icon,5600.253,69450.91,4162.6,31.17,sell,fee,USD
a865ba0e-e579-49d3-999d-7796aa78d428,ef7103c6-ed18-42e9-88ca-26bd4e3b2c9c,d0c21d27-56b4-4109-bcfc-6e40c465e3c5,2000-11-02,wave,747.494,83175.8,1386.25,61.61,cancel,sell,GBP
6894adbe-382a-4dba-b261-d3fe65c5bd94,b2f65c93-7995-40a4-bc72-76b49a050a85,0ac0214d-1ec5-4551-9283-a8fc09aa78ec,2022-03-14,ec,823.653,40903.39,4079.81,3.59,transfer,transfer,GBP
d1123c9a-da3c-49f9-8dab-f76dca593592,29c1ae3e-3b99-4751-a91f-5aa21d31fef1,1c2f80ea-b8ed-4004-a492-8d86425de1af,2016-04-19,accessorie,4654.245,-71434.87,2454.64,3.63,fee,fee,EUR
281dfcfa-188e-4795-8c72-cb040efdc78a,aa70aa85-6806-4b86-a703-cf976aca3da7,23516e09-0a01-49fe-9805-54244d4dcf46,2014-01-01,decade,7429.914,-27107.71,3480.54,57.14,cash,withdrawal,AUD
b6141139-4e45-4e1a-ba82-47cd364e1317,342aaeb2-37e4-4092-ab91-a093afb83347,020bc3a9-88c4-45a9-8ad2-49caedfa346a,2014-04-09,outsourcin,5514.071,-13219.01,4212.43,20.47,cash,sell,EUR
cf1db8f4-fe4c-4628-855a-af8d8f3a9506,b5b5eab5-fc7c-402c-9907-bc6b4f30512d,c53f13bb-db69-4d24-a10d-b032e9fab41c,2018-06-07,driven,6851.97,77002.71,1143.46,96.06,cash,transfer,AUD
888ba4ec-a460-4434-980b-ebd7eb2f2a0d,d3121c88-659d-48bb-a2d8-8ab1f8da00d7,c68c41ff-72ec-437c-9004-dc64ac8b1a3c,2017-11-04,options,3624.199,-77593.0,2011.26,18.75,transfer,interest,EUR
537d8a9f-d70d-4f98-9763-d01a17046c56,8a0d578c-8f6f-442c-b7f9-ef945c4372bd,80524d31-b613-4d7f-ae5e-068fdd837c5e,2000-02-08,pay,1320.469,94826.76,178.35,84.31,sell,interest,GBP
76f1e340-c3eb-4699-b68f-0518fcd248b8,b4745543-9e34-4728-aedc-0043cf3b7f65,97e5505f-8705-45d1-b7ad-ef26ab88f17f,2013-02-03,preference,5761.919,-24426.79,597.59,24.43,cash,distribution,GBP
2c2cd8fe-cecc-4c7a-b004-f778d44e9530,7caeef87-af38-49c3-bb35-037e5d0f0eac,8e78e464-b714-414c-a8b3-ba3cc8eb45c0,2024-11-12,healing,8784.86,-27362.78,373.1,72.92,sell,buy,USD
9feee83b-4e80-4b92-8eb0-ac2b5208fb8d,202c8eb1-904b-4b19-b935-e03e9074e3cf,78289f4b-db92-4b75-9691-9bcc2574cfe4,2001-12-28,migration,3379.265,-58611.96,3287.64,2.93,fee,fee,GBP
1fab07ec-f02a-4a4f-b6d1-0140dfe0585a,a712f081-106d-4550-8f89-14f077a1517f,5a6fa3f4-193d-440b-aab9-5f4e18583f95,2012-05-15,cst,3958.06,-59397.1,4324.75,93.42,cancel,transfer,CAD
7791b0dd-80d2-4f33-a4c7-65a67f5536ff,6641b290-dbf5-497e-97f4-56b812b4e511,fabf958e-db77-4932-8fa2-d44ce5335eb9,2011-07-24,customers,8349.053,65405.71,749.16,97.55,cash,sell,CAD
727215ae-7c15-41c2-8b73-aff81c8d97a5,69c51740-b61a-45f4-b870-63c5d0fd8864,5a7d77be-d52d-4fe9-8364-c2d66a1cd9a4,2021-07-04,closing,4777.589,-81327.32,4212.39,33.8,transfer,dividend,AUD
9460f77c-b391-4ef3-90f1-a3237e48258e,ef551f34-c9ae-47fe-886b-e304f985687d,7d4da378-2a3b-4ac1-bd73-339fd63768b2,2006-10-14,walter,6317.662,-16078.55,1687.18,23.65,transfer,deposit,USD
460f8791-b730-4d16-ba49-74ac666173ad,953f099e-2ef8-4de8-98dd-a068afd52905,3ceeee5b-63e7-48c2-b074-c8fa7097968c,2002-02-02,rehabilita,498.878,59071.41,1126.45,98.03,transfer,withdrawal,GBP
e3ee9c84-8408-4328-9a25-122d21343f90,94bd2e4a-6e45-4f60-987b-0c24a286f50c,9532954f-7799-4bb4-aa0c-14c2239a90ef,2015-07-25,too,9559.38,-27619.29,1389.76,22.13,buy,buy,EUR
8144c875-c7fd-4026-a2bb-828111651301,e43c8825-9785-473e-88e8-3b486f480b8d,f68a189e-9684-4ac5-b19c-dce9d93c1d2a,2024-11-25,invite,1011.793,-35983.09,2521.86,70.26,buy,contribution,GBP
9a8e8d9b-0734-4162-b58c-eb6b3a545a78,0df30b2a-6235-4f4c-940d-608bd6ac8714,392a54ea-f100-43fd-aabc-5ec35254f660,2008-08-08,photograph,276.646,10524.13,509.87,14.16,buy,transfer,EUR
a22d7252-f3ba-4b55-bdf3-32ce9d183c36,e4230a94-a891-4813-8eb1-f2b3da9cce83,d2b2f460-0638-4120-bfe1-6d878524e43f,2009-01-21,forums,3771.939,-27884.05,462.62,31.01,transfer,dividend,CAD
4ac84c66-21f7-4244-86b2-848db161a957,7a5954fc-5eb6-412e-b59f-be3c6d8b9c26,565c3f55-9376-4f83-adf2-ffa6cb59cf1b,2007-07-04,techniques,5195.151,29677.11,1339.96,36.27,cancel,dividend,EUR
6ae2fe11-a6e5-448b-bca9-03f37d90e034,a3c6dca9-e564-4565-a84d-4e39b729fa63,cb88b629-8522-48df-a6a7-7c207f74561d,2025-11-17,delhi,9650.883,56314.96,1125.75,25.57,cancel,withdrawal,GBP
60e3cbe8-e672-4c0f-a56b-67d218c7afa8,aee210e7-691d-4bc8-a6b0-7b45d502fac1,fabf958e-db77-4932-8fa2-d44ce5335eb9,2008-01-13,war,6331.251,97078.43,4336.24,36.08,transfer,deposit,GBP
3e87fe9c-da69-4f37-b707-2d34fc449a9e,3354bd16-8a1d-4bc2-9b15-e9d6624519b1,ccfa88bf-f91c-44a6-8c44-fd8638e4d9ad,2003-05-24,already,7166.099,45259.84,4752.99,38.85,cash,sell,EUR
bc5ca0f8-d3f4-4c4a-bebf-c79a060ffe63,73d4b371-e393-4218-a746-36908de6cd57,c3da1795-017d-42b2-8744-05fd8276aa06,2024-12-23,facilities,7428.897,28566.57,293.28,50.2,transfer,buy,EUR
9e662f38-242e-4fa0-81f4-417445e98bbe,9b7e4883-36c1-43ce-9f1e-a2e532d0a73a,c1e36e41-b9fa-4106-b85e-c85e4abb012e,2017-11-24,cut,7627.771,82971.47,106.29,21.36,fee,fee,CAD
e38cbe76-ddbe-468d-989a-a9003dd2f55d,1f769866-45c8-410f-b62c-45b8d43fd4e3,173f5bb4-c720-46c3-823c-e1de80af4b7c,2010-05-14,brought,21.907,-24939.55,1740.29,60.0,cash,dividend,CAD
ff3aafd5-e68a-4394-9b6a-f659029df226,4fd1f447-d768-4c2f-8033-48be656e26ef,376241e7-6cf6-4b59-b85d-0152c9f7d251,2024-01-27,gamma,5475.473,20799.82,2029.84,1.58,cancel,fee,USD
f2c0f74a-29bf-497e-9c4d-24cba9875809,b29f7979-88c0-4200-8901-8df1c78abb00,e48580eb-4dcb-47d3-bea1-c4d4668d7f31,2001-09-04,served,5938.349,70328.74,3828.19,3.23,buy,distribution,AUD
99d57b99-6858-448c-8538-da4c6637bbf7,985be71b-6544-4573-b81a-3051e3cc63ad,ffde0bf1-1d3f-415e-b619-decd8286d49c,2002-09-10,stock,9690.357,-76003.14,4915.62,57.84,fee,dividend,AUD
2de93e24-24d0-4459-85a2-e0f40392f4a8,bf9cd84f-4f0d-44f1-abd2-f7e0b049f6ce,9cdcd042-f9f3-4f6a-a97a-c1d91bd8fdd2,2012-06-01,reserve,1615.166,62951.01,2307.39,63.4,fee,sell,GBP
df2c4981-ea6a-4cf0-9d5c-2493a3849332,268cabac-02d4-46aa-b72b-4594e87233ce,194a6bed-83cd-4208-8d78-c26bc6ad10e7,2006-03-31,toner,8024.135,-43887.26,470.73,39.15,transfer,interest,GBP
22d21f7e-1223-41d9-a832-7b56a0ad21c1,6695aa70-4af6-47f1-ab78-1da0ca58db2c,78289f4b-db92-4b75-9691-9bcc2574cfe4,2025-01-25,messages,1594.9,-70926.57,3186.87,51.52,sell,deposit,GBP
db354f07-366e-4756-ac0f-511b71fc55f6,25543dd9-cfb1-4d08-af70-bbb1924c6f50,3b0c9ebc-6e38-4500-bd54-4dec5b0f6c13,2014-08-24,emails,9459.138,98320.81,3666.85,67.39,sell,deposit,CAD
fec0e07d-6aa0-4e2a-babf-c6878948b7d0,21b9f41e-aae7-414a-a5e9-9dc068e4b027,6cfc689c-a29d-4aeb-a5c2-cf5ed12aac5a,2005-07-26,face,3457.767,7586.25,3717.36,63.65,sell,contribution,CAD
28dcd244-1a7e-490d-b84c-150aa70b513a,0c524701-e933-4723-954f-958bff1641a2,a7b2a6fa-a395-42ec-9334-c1bfaf3761b4,2023-02-11,front,8316.246,27796.89,3922.92,16.47,transfer,buy,CAD
6e109e82-7453-4832-8659-12d17ce103f0,a9d25ee5-2f71-4ff0-aa19-65e9b9c2e935,57dbc4ff-3e33-4e63-9d77-e4be84684b10,2013-09-09,hat,1421.829,-99300.91,4226.58,94.57,transfer,contribution,USD
fb5a1553-24b8-4e08-b70f-f6917d5e2e37,d43dcfec-b760-4bda-8fa3-7f4b98fb822c,10a7ca1b-fcae-4b08-9f55-850468410d35,2019-04-22,europe,9790.796,-83933.45,149.39,22.74,sell,contribution,GBP
d4d4d1cb-1071-43c0-881e-465e86b56c8a,53884e4e-177a-4fb8-b7c3-ef228dc9aea2,6db29712-8344-422a-a559-983bbf92f5af,2007-02-21,allocated,7829.948,-32128.11,1421.53,37.66,transfer,transfer,GBP
bbf090b3-6b70-4c15-b4a9-a7723bf234b4,e03d14ed-09b1-4637-b335-64345900d694,e30e6430-d576-4c22-b0fb-d06b4a32231d,2009-08-13,add,2953.543,-49495.72,3925.98,72.26,buy,interest,GBP
0de3033d-bc67-4b76-a579-1dae12aec83e,3c187b83-d189-4426-a572-600e395693e4,82dd4e8d-2d02-4af1-a32f-f43329350d51,2016-12-09,received,7106.947,49242.17,575.0,90.69,buy,transfer,GBP
36a48573-0d69-4dd3-83b2-8893beb4bef6,f51b8283-3ad5-46f7-969b-8b9e0be49770,8e224e7a-9f02-4791-b8d4-94bd77d1c805,2024-07-08,photograph,9356.066,87532.42,1685.59,6.44,fee,sell,AUD
03b4bb6c-6b6e-4991-a309-8225490fcc16,06732a63-4c84-490d-96ff-3a45b0ab715b,24568304-7600-4664-88c7-7dac0f23261b,2025-09-18,win,2965.932,16093.62,1775.66,95.72,transfer,deposit,USD
b9772c47-b33a-4534-8516-d5aeb4cbdbb1,268cabac-02d4-46aa-b72b-4594e87233ce,92bf64eb-dea3-4978-ae7b-5e7a1230a08f,2007-05-18,acting,9609.422,-90051.9,3140.65,89.77,cancel,contribution,EUR
56634964-f023-43b5-a067-2a26068a2dd4,5e93ba82-1285-4c43-87fc-556e8eb1fc4f,d3aa5307-1df4-46d1-8250-ae9f3462f385,2013-11-28,wa,9800.628,43779.83,1750.47,47.05,transfer,fee,USD
29c6e3fd-8efa-41a8-9129-8a2c7a875919,33174083-fa22-4b67-a54f-cc19a59c3983,0d7fcf07-f421-4afe-bf39-0fd5304316da,2006-11-01,chris,9738.821,-15054.94,4586.95,13.52,cancel,deposit,GBP
b17d4af4-62ee-4f36-90ab-77ebbbfce9b1,cc846277-7b6c-4adc-94fc-727c0e9defa8,f2397f35-6a5f-4e84-9111-9d55ef8f18e2,2002-09-30,ut,4490.785,-72200.38,1271.04,41.28,cash,deposit,USD
d382220b-2a09-4e6e-a3bb-5afc17580c6f,5a8410b0-db4d-4602-a18e-a7ce2e826d97,53748c48-08f5-45f6-80b7-017e542b8f4e,2017-05-10,amp,928.361,90786.98,3051.0,56.55,sell,buy,CAD
015e45b6-39d8-48d3-b716-d8750f823f90,0b5f0439-a2e3-4d1b-a19f-33ce2e1e074c,57ab7e76-1aec-4b3f-84a3-1e27a2f7e51e,2010-12-22,grid,9404.119,-47785.83,283.44,52.15,fee,buy,CAD
68024793-fa96-48ed-9c85-8bcbffcc0a12,d22ae366-73c9-4310-91b5-8cd9e5bfb787,bd3ca55b-bfbd-4cd3-b9dd-d4c0ab22dbcc,2000-12-06,km,2641.165,-13878.75,1485.64,4.12,buy,sell,AUD
81bbdb79-f247-43d5-bd64-10fe8054a59d,00ba0491-f3d3-4b70-a618-d959c4e7f48b,addb103b-949d-44a1-9314-3d8f8c515fb7,2011-03-18,secure,8360.39,-16331.5,2198.46,11.23,transfer,deposit,AUD
9e01b1cd-3fe7-4f77-a989-99d082a0c99e,50765eed-f7d5-405f-9c27-e958900d0603,9b683f8f-c281-4318-8423-39dccad2cd90,2008-04-04,editors,592.487,-14421.6,837.05,36.3,cash,interest,CAD
d4fb2915-c11d-44e4-a6b9-c4df214e89bb,46d9a679-3254-40bf-8b62-ebd2c81309b3,32db3aa4-8a9c-416c-ae4b-ad1f98305e49,2004-10-12,came,3356.262,81613.26,1010.78,65.84,sell,deposit,EUR
b6baf469-73ad-4225-82d7-ce6875e39984,8c82731e-0907-4a69-89ec-46d36a2b5d72,24568304-7600-4664-88c7-7dac0f23261b,2008-04-04,connected,1882.076,48600.54,2250.54,18.65,buy,interest,USD
db1f1b46-4c91-4276-b32c-ad1a55205bda,6ec07877-5532-4f80-ac0a-b65ba1349d8f,472f93f0-959c-4ff0-98bd-8c8427acec8d,2007-12-02,tropical,1867.095,-94367.02,2879.99,29.92,cancel,contribution,GBP
b33021ba-c7e2-4902-bff3-00c4539dbf4b,63391a80-53d6-41c0-9ec5-1d1a3b459531,618a67a2-8948-4766-9959-dbc6e89c93ad,2007-06-06,multi,692.639,-26004.74,3394.84,9.62,cash,fee,EUR
ad0124f7-cb0e-44e0-a058-b979ed7a2618,106d9bc0-5a3d-4ed4-adbc-05071b23cb47,06d16865-378b-4c55-b92b-2b9168b47ff3,2024-10-31,sound,2473.242,95561.53,3070.3,35.1,fee,fee,GBP
0b22b380-598b-4ff2-beb4-75dac7e37be3,a2bb88a2-8f90-41c7-9697-372f30657506,2bdf9bb8-5d51-4ee1-bc64-ff435e5b2f52,2009-08-06,warehouse,5493.648,10893.49,2768.55,44.56,sell,contribution,USD
de4ab505-43a1-4fe0-815c-1653a7133adf,a5a6cffb-76fb-494c-8bf7-95973254815c,5e5448cc-b828-4f85-a70e-ef396c61a42a,2020-04-19,mask,6135.648,-57742.65,4239.12,74.29,transfer,deposit,GBP
ce1da500-fdbf-461b-b35c-eb8ea2f4457b,8c82731e-0907-4a69-89ec-46d36a2b5d72,003dce0c-0dbf-4ae5-a1a3-8230276116d7,2000-01-25,hurricane,6184.371,80761.05,131.51,91.72,transfer,buy,USD
2362c909-771d-4cdd-8af8-72ba6ad373a3,711dfc82-0b7e-4e66-8789-3c201e69b480,caf67f93-58fb-4bdc-922b-eaaec7fd4061,2012-08-06,colorado,7632.466,90403.69,818.18,58.5,fee,dividend,EUR
d5c75c32-cf58-4b4a-8e2a-3cbba816e1aa,8d2a2a11-588b-49d7-b099-b05e3047c5c5,e952324c-8c79-4e85-9659-5330411f0c0f,2016-11-06,twiki,6517.236,95120.18,2170.34,10.91,buy,distribution,GBP
e5d9da21-3b72-4cc7-99b0-6914c9365226,330fbdfd-2fee-4164-91b7-23928d72c404,2052d340-56ae-48b0-aa8d-6564bd01654c,2010-03-27,meter,8121.865,56288.23,4712.69,28.49,buy,transfer,AUD
31be2687-93dd-4c07-b567-7b7add81f6fe,67b9bd51-767b-4082-bdfa-158813d4f230,20060b42-aa15-4504-a6b7-c0ef1c315cea,2009-05-06,nelson,2777.765,-18241.36,4712.18,47.95,cash,interest,USD
cabb07f4-8256-478e-ab08-52352a56d153,e7eefc88-9ccc-4907-b33c-59323d95a838,b141b3e3-1f39-4bbc-bc3e-fef1dd0894e6,2006-04-22,suppliers,2597.136,11000.75,1778.02,16.96,cancel,interest,AUD
188f79b7-c18b-4dfd-b1fe-c635f5651a19,9fa6bf1e-3c7b-4b3f-a09b-c42cbb16f2fc,0fa8d32a-fd80-4bb6-9d68-c7e6d0398d99,2024-02-21,design,8989.61,11016.12,4608.47,5.8,buy,buy,EUR
a194c510-4a01-4914-899f-2ac41b7094a3,a712f081-106d-4550-8f89-14f077a1517f,0cee079f-d9ce-4627-b779-53964b37ec9a,2002-04-06,however,6805.002,29754.24,4993.68,94.26,cancel,interest,EUR
84179867-e23b-4fa3-9c06-033aa1e3818f,68319b8d-c532-4111-b2ab-b822d4bbacbf,c5f647ce-9577-42cd-8a76-e34de4901d31,2014-08-07,amendments,2478.134,96839.96,4824.75,58.03,transfer,distribution,EUR
ad542f9e-c1f6-4ef3-8bcc-d2044107130c,64f055ba-82d2-4eb5-9d38-e04327c45cc7,e970deac-e6b9-4f26-ac30-b0cb0976403d,2008-03-04,partnershi,1552.428,-6298.58,78.08,58.01,cash,dividend,USD
4273f14f-37c3-48f3-ae11-eb5b1c3a1bec,3782b9e9-f6e4-4323-a3ec-9b1d8928058b,3e147c4b-6ed1-4158-9b4f-52719d24c0e0,2014-07-24,fails,8841.439,2928.29,599.04,14.43,cancel,deposit,GBP
2325f82a-ae77-4ae9-bfd4-24cfc717a8bb,c2620fd7-1da3-4a67-805e-5bf1f40dedd5,5a80b850-d78b-4e14-a1fb-b78b2d55d057,2018-08-28,fiber,3443.514,-33010.64,4163.42,25.09,transfer,deposit,CAD
d064dd6c-7610-4e47-a486-28a26ee3e419,318407b8-d24a-4ac4-a599-adf6974dccbe,ffc6acee-c1a4-4183-9cba-1440bab869db,2018-08-02,foto,5287.127,71664.35,1611.68,33.36,sell,contribution,GBP
fb7076ca-5f3f-4479-b7d6-ca80e3d5651e,57bad3ce-10f6-4ad5-9f30-6a3a7a5077e6,58d1ff49-5ecf-4e72-a122-9ee1ad44ded0,2024-10-20,jr,112.068,-62868.44,4627.5,86.9,fee,transfer,GBP
742cc625-2335-4c2b-8205-1219186f0bcd,3c8dde6f-60c6-403d-bf8a-16f91be17cf8,fa130a81-274d-465b-81f3-d016491c0420,2021-09-21,responsibl,5415.045,-18118.83,4164.41,11.78,cash,deposit,CAD
77cb39a7-a12b-4484-85c7-a7293091be64,960dd68c-a84b-44b4-b0c4-568fa869a00c,241fafeb-5469-41a7-93a2-6ea62d1e1795,2008-06-06,murray,7625.533,-75563.03,4196.07,79.17,fee,interest,EUR
827c3f32-5282-47b1-931a-9ca8dcdaab69,9ef7b6ad-3376-46f3-8830-8dfe1ee2064f,7ed1e259-506f-4aa5-b3cc-8920b2843f2d,2004-01-11,require,5290.966,55790.45,928.39,85.62,fee,interest,AUD
04334eb6-710c-4bbf-b525-b593efda431f,85dc4062-0611-4a20-92ce-a3030e00c1c4,2743da57-3ee7-4b79-a0e8-08de0361b9a3,2018-12-16,presidenti,8093.214,54274.12,4408.83,85.02,fee,fee,EUR
911130fe-0be8-4e34-b80f-a310fc7d36dc,dbf1fdec-429a-409b-abde-7af58dfa82af,db5ca90d-7e20-47ab-a04a-7c455e91fbe2,2024-10-17,forgot,3388.624,-96977.42,2165.32,21.93,buy,buy,AUD
79815d0a-0788-4f27-99dc-3b2c7de73124,268cabac-02d4-46aa-b72b-4594e87233ce,739731d1-9140-426c-bbd4-ddae28ba2416,2021-09-09,subjects,149.7,34148.84,1124.91,5.31,transfer,deposit,USD
afc29871-42e3-4cfe-8072-80dd7d798308,42004b69-9628-41b8-a1c2-aa341bd41b89,13d933ae-255c-4a53-ae1d-dce1b9b8541c,2021-12-27,contrast,5620.125,5458.82,92.81,73.76,fee,contribution,AUD
c2480aeb-a42d-4c43-97da-a0bbe34aa5ba,21e50262-5ab7-4c78-a0ca-29384f68318a,b7e8c960-b658-4ec9-b214-8370940e2c1f,2011-06-10,surveys,6373.467,-7216.33,2009.25,14.23,cancel,transfer,AUD
df829406-8d57-415a-8837-7bcfae513360,dc0b8421-0cc0-48e2-8eda-a276f0ee83ab,05a5f79a-a2bc-4aa4-81fe-07ca80101f05,2005-12-16,determinin,6886.306,-86966.59,4325.33,12.3,cash,contribution,EUR
659ea465-7210-4180-ac69-916b2a8cfcb9,28e6dd07-4163-403a-b15b-9c8cde898db5,b7e8c960-b658-4ec9-b214-8370940e2c1f,2023-04-01,failed,173.78,-97459.62,2448.04,10.15,fee,buy,AUD
02000c4a-749b-4b42-bbea-5c47463b5e61,7612e9d0-bc60-4aa7-baca-70e358bf3a4c,07c367c8-8e14-4c4e-9a0a-e459a4d20047,2011-09-04,attorney,4581.985,20375.36,4891.35,29.32,cancel,transfer,EUR
6db76b4f-ad2a-4750-b8d3-b679cf4c8635,ac81414c-972d-40d9-9a90-27e415d3fafb,1155cbbe-a264-4fba-b5e1-03a51ba1778b,2013-04-24,why,9112.985,-38692.93,4681.03,27.73,transfer,contribution,EUR
f3c312c8-4208-4ea4-b86a-1ab381f9fe25,0b3a14fe-e404-4dfe-9706-ce6402f7f601,62cfbb12-3052-4381-a366-455b7fde9a65,2020-01-17,innovative,8496.62,18219.53,4941.67,11.64,fee,transfer,AUD
d3976666-86bb-4c66-bf09-4d641d721117,79347986-234d-45f1-9477-6399287bd8b1,c8235378-8932-4fea-a512-fa2b8551d701,2002-11-17,contains,3094.054,1966.94,3992.41,47.08,sell,buy,USD
27626937-c175-41d6-873c-b9b9f169e8d9,969fdb46-b22b-44d9-8e77-9788a07141be,44e70014-0bc6-456d-bf06-35fcabf74106,2025-04-06,revenues,5523.046,-38962.28,582.24,69.18,fee,distribution,AUD
f2767526-0402-43c3-8de8-ebc8ee74056f,1f95e153-0414-4ba4-bd88-990b6a60607a,e86f485d-6e70-4474-a991-7d36eab024bb,2016-02-12,devel,6337.359,49022.1,1863.3,49.53,cash,deposit,AUD
