holding_id,account_id,security_id,institution_price,institution_price_date,institution_value,cost_basis,quantity,iso_currency_code
b717d64d-7e8e-4a8c-821c-9a431336cb06,c1d60fbd-4ac3-406b-80db-92488a509b76,a41dd272-f514-4b08-b19f-958341077785,2827.47,2019-04-07,264543.32,587300.49,339.24,USD
03a5975a-fc1e-4eb6-b5f6-0b6c8eb49f5e,d4e56f34-5271-455f-822a-7c8300d30870,2326f8ce-fdd7-4e82-a442-b2deaa1c4437,2135.7,2020-05-10,806732.49,48808.85,87.092,GBP
203ecb2d-3265-4d4c-a742-0aefe6484f34,fdb70a44-a071-4c1d-be1a-36b8b959024d,68fcc011-1ddb-46a2-9aad-094047437e8b,2841.5,2006-11-14,873789.72,923928.46,3901.747,USD
0b949b80-307b-4cc1-a8eb-4a88e7290ed3,7813b3c2-be91-486b-b9b5-0bcbc0f3bdd6,82dd4e8d-2d02-4af1-a32f-f43329350d51,2731.69,2011-12-19,125905.95,741715.58,4574.745,USD
fdfd0907-2d25-44d0-91f3-0ece2896d93a,856cc607-56ab-4c0a-8a46-54886ef9f113,3192c9cc-5b24-4685-a71b-e1ee59465bbf,4031.14,2003-06-08,802326.83,496839.09,5936.928,CAD
01eff4c6-a6c8-40ab-91ff-669166645682,00dfb339-077f-4a8e-8239-11f9a22def14,ee861094-1177-48d1-8d3f-c08e9daaa9cf,3925.79,2005-08-14,815574.7,562472.02,9032.123,AUD
dda993a5-9970-4459-ac19-84dc67cfe213,2ec15088-81f5-44fa-a9d5-ced38a593fdc,a2ef829a-f48a-49f2-8843-0fc8c6aed0d1,4326.72,2025-04-21,653224.68,379839.11,5828.096,CAD
e0809bf1-d482-440d-819f-9fa01332b5a4,177b7e68-ee8c-47e5-a612-a7b6dcac757d,24775c18-a2a0-4ed6-a1c8-f4aac0ab519a,698.58,2019-06-14,22139.32,846443.95,243.574,CAD
385a6d44-d874-42cd-95e0-66c447736e35,697bbaee-be57-4e57-acdf-5392fe90a446,ee861094-1177-48d1-8d3f-c08e9daaa9cf,785.81,2021-09-12,360461.45,809826.19,3542.278,AUD
24da04d1-9bfc-4e5b-adef-43b5e302cd23,fc40a7a5-a933-4eaf-8936-1ba0e22efa7d,a2d54ff8-c915-4b98-916f-41aa0928f14c,990.59,2002-05-21,435063.89,92579.86,4341.403,CAD
dbccf30c-14ce-48d7-b63e-6022bc2f4d81,247a5252-17c8-48ae-858f-539669dab8f5,257cc004-13f0-43bd-a19b-aaa758bcb209,2867.53,2004-04-16,991642.32,854434.38,8142.594,EUR
7b1cb48c-5b5f-46ec-a7fc-ab0bbaf27727,dbe11743-61bc-47e3-a14c-f143dc53a0a8,388c32c7-683d-4d81-bc99-a0c6339c14c4,706.69,2024-01-09,632233.19,252872.32,310.821,USD
ef876228-7194-4461-af9b-8f3d2760eb79,1702c117-c0ce-407f-8ffe-7d31981b3f4b,61972acd-cd59-4d6b-b897-85c26042cb6e,2818.34,2023-09-11,397138.9,136075.93,6684.289,AUD
1600e71c-461e-47ca-afd0-25e052a51575,6b8dd65a-3542-421f-a794-134f0b4035d6,e9a4b93b-9d6a-4236-ba7c-05710ec5c431,4463.78,2011-02-07,104152.87,476924.11,2012.919,AUD
0997e144-f9e6-4010-bc07-8e4a9ab55a30,40d89a87-ec8e-4c0b-9f0e-412a7f739ecf,3a1414bb-095f-4efb-86e3-5465c3eab24a,3428.19,2003-12-31,773851.48,217606.63,3717.33,GBP
1c3d7991-2f8c-41ce-81a3-1f169192eb09,ca2b78e5-cf5e-4275-909e-0719e2723788,4d1b9314-9aef-492a-b696-d7b1f0775d99,3245.43,2007-09-09,231139.21,680397.48,6925.442,CAD
1e53ed5b-145b-48d3-9515-81a4fc638e65,6453ed3b-617f-4815-acd6-1db9c5b0aaf6,eecc2069-61a1-4989-a3f0-46795cabb3b0,2922.44,2007-12-30,246525.29,634621.42,5085.156,CAD
49231b56-c4be-43a2-96ef-63715ff561f1,9b3b7b56-1470-45aa-9fd5-1a86acafb436,a3ac85a1-952f-46d8-bcbe-64f4b8058f5c,2655.82,2013-07-03,947735.31,937830.96,4599.292,USD
fa591d49-18a1-4160-971b-e508384e10c1,2eb8ffa9-7b8b-4821-b4fd-22d8174f8977,0f59b32e-8828-4610-90d3-0d819e345acf,2866.04,2002-04-12,155294.11,924647.15,4273.798,AUD
a18e0a33-cfc7-4047-a822-28c51c620bce,4d670b3b-e3aa-44fc-ad3a-63d07655dcb2,8971bb54-8fa7-4a9f-826f-1e33458f6ff0,3931.79,2022-09-28,499375.47,910327.37,5699.089,AUD
d0f6a5a7-ad6e-4c84-b1a6-07d0b25238a6,8e1e2cbc-5698-4e75-9194-015e3c632fed,4b40d150-3cc3-41b9-8d9b-731ac6ba741e,3629.55,2022-11-18,336123.29,798438.43,6044.97,CAD
9c8f0439-c7ba-42bb-b716-54941fdb2596,06732a63-4c84-490d-96ff-3a45b0ab715b,def1a208-f3f0-4e47-a62d-502f663b57a4,3742.29,2017-05-12,354344.22,623179.21,8427.234,USD
8a4c3b23-394c-4c02-bca2-86fab7b2b276,b5b5eab5-fc7c-402c-9907-bc6b4f30512d,e359e4ca-a892-485a-ab6c-81cec56bd5db,3665.23,2015-08-22,875846.58,173300.73,7251.366,AUD
c6566f65-ec7a-4449-8814-107dec748bf3,950982e6-3687-4428-83f5-58f3961038b4,376241e7-6cf6-4b59-b85d-0152c9f7d251,3628.24,2021-06-01,493011.51,874081.86,6810.54,CAD
d7c638d7-d3ee-4548-b04b-ab4f35a45389,6040175c-c273-4197-86bd-69fd58e69191,72059d52-7377-44ae-aa7e-c90ef94e0cd0,4315.84,2005-11-20,801020.16,439448.89,1064.705,GBP
341c86ba-1bb6-4935-8fe8-aeafba9ef090,58f8d9c1-329f-48c6-8c7e-5cf73ee1bbdc,f18fee0b-10c9-4f92-91ea-b063b388ff0e,1142.92,2014-06-22,850006.49,931775.17,2798.597,AUD
59095ff1-b1fd-4d09-a126-9134d13c6036,7b774e9e-92b9-42e8-9d19-c4eb70014640,92493cbe-d77f-4684-9bf0-16c201eb12de,118.35,2024-10-20,213277.27,964990.83,3941.384,CAD
275992cd-49ee-41f6-a58f-9cc3405fbadd,33174083-fa22-4b67-a54f-cc19a59c3983,7d4da378-2a3b-4ac1-bd73-339fd63768b2,3328.31,2017-10-01,129341.76,387462.9,4616.698,USD
6a6e61db-31be-4656-8344-d194b8a5abbf,f415670e-2d8c-4264-a2a9-c37d94b315bc,e153bf07-52a7-496a-87dd-455e7e8c55ec,4590.61,2024-01-03,270623.74,30399.25,6663.142,EUR
45bbeb50-2fca-4d5c-b89e-9a0e61ba196c,e5e76b96-b712-46d8-b4a5-94d38075f3b2,9099fada-3fae-427b-be1d-e3532b40571e,4892.47,2003-02-18,278164.95,923015.61,3363.565,EUR
07a7df9d-2918-4712-b751-c229d5048a73,1d1d695b-ab78-41f2-9fe4-5b1ea3fb9d97,9a0adcf3-ccc6-476e-87bc-ed8abeb3fbf5,1832.92,2003-10-11,80768.89,552431.45,2314.063,AUD
72e3bd60-62cb-4f60-9ac4-2482be5c77d4,a364e8f2-9c7f-4df7-ab63-778ef0f011f2,e6c70f9f-9d9b-44ea-9d9e-4c28f8565116,397.28,2000-06-06,122769.63,15908.23,65.499,AUD
b480c17b-517c-424d-9466-d4e89c4ae2a7,a5a6cffb-76fb-494c-8bf7-95973254815c,567580ff-efef-4a69-9b0a-198c842937b4,679.3,2017-06-30,869448.74,131256.97,7184.586,EUR
e40ff1fe-a184-4551-9c99-5188dcf664f5,58f8d9c1-329f-48c6-8c7e-5cf73ee1bbdc,ba49b1ce-bcb0-489d-abe9-5796b059e6cd,809.68,2017-10-08,476827.9,649849.41,6791.71,USD
0a8b1607-10f6-4fe8-a17f-94873d95af44,82abf5b7-5ef1-449f-b294-64d098c6bfc7,d4a25fcd-64f8-4207-b70d-a3df24665625,1692.56,2023-01-18,356507.17,793141.59,9320.601,AUD
db29b940-c992-4eea-a8bd-f1a80b564a59,2b90cf10-1d54-44da-b3dc-5147f9736cc4,53f7d442-1ba4-45d7-850b-c59a56124bee,4886.51,2004-02-01,947372.86,442353.39,9312.527,CAD
0a7a9b00-fe0b-4ed8-8a14-7a5b6deb19a4,4bc0c323-df50-42f9-a0d0-9ae8546594ea,ff25de24-84d0-4b24-be97-4d0af0e00e42,2100.0,2014-10-03,481519.17,272907.51,2062.781,AUD
e75bd720-6734-4216-bc5f-d11d46192dab,9b3b7b56-1470-45aa-9fd5-1a86acafb436,50948c68-3307-4761-bba6-a88610916e90,1050.99,2021-01-17,699211.9,217022.97,7520.085,AUD
a2014390-aa62-40f0-971d-53edca3bd536,e98d6f1e-67c7-44f1-a2da-d74a65f0ab25,9cb1440c-6fe0-4f77-b280-f85e8ded7231,4099.6,2015-08-19,994779.57,456806.6,7314.09,GBP
b405eec6-348e-48eb-9694-279908a2a540,aa95e050-c5de-4e2e-b3f2-9238f02d1967,69344554-49c8-450e-b5b4-81c2218efc31,665.98,2017-01-18,440465.93,963389.96,6079.113,CAD
243622eb-cd0c-412a-9748-135edb64ab1e,6453ed3b-617f-4815-acd6-1db9c5b0aaf6,c55786d5-9641-462f-b991-816407a4398c,3848.69,2015-05-11,578467.87,79811.75,9585.169,CAD
03aa8efc-fd51-4f0b-a8c8-1a67da82fda8,63515dca-2880-4127-ba3f-73a58f320b4b,3d04bf1b-136f-413a-9ca9-c7da88ba6e6a,598.48,2013-04-09,11919.52,379355.44,4897.172,AUD
b0a7bc68-616f-4da1-82ef-0eacfd9ed2d9,d43dcfec-b760-4bda-8fa3-7f4b98fb822c,b6f6f7b5-82fb-49fa-9d0b-c5d80923d2eb,3782.95,2015-11-21,67712.24,193710.05,6280.321,AUD
54f3feb8-5107-40ca-98a3-c585da58df17,79347986-234d-45f1-9477-6399287bd8b1,919cd43f-ae72-4461-bed9-43f8c5324c5d,1256.91,2007-08-06,996671.76,521925.05,9564.133,AUD
c4286ed5-2590-4948-ada5-da2e38286551,842d0a8e-00cd-4e30-999b-4f631b5ced69,2239dab9-54b1-469c-a2eb-b1c446b5b709,2846.26,2023-09-08,787297.39,971250.68,9264.448,AUD
648d518a-42f6-4b5f-bdf9-504e38341d19,3c187b83-d189-4426-a572-600e395693e4,b7e8c960-b658-4ec9-b214-8370940e2c1f,1716.34,2001-01-19,874586.36,68283.2,9026.039,EUR
aa5c0a69-80ab-4497-815a-c3e6bdf1d51c,985be71b-6544-4573-b81a-3051e3cc63ad,82376dc3-93b7-4ada-8e8e-d6a0235117ad,2382.02,2006-01-14,111398.71,26345.59,1815.152,GBP
af8ef6b0-3480-4090-8e15-9bdbeeffb625,fd4b6a8e-5437-4d50-b579-8ceb83864a26,c0e4809c-1339-4b63-9b53-75e697591ede,2801.58,2006-04-18,559432.26,65493.35,4531.761,EUR
f71122b5-80a4-4242-a15a-945f61984721,00194c0c-8b4f-40bd-9e6f-ed5f60bfcf44,a3397727-febb-4461-8961-8e36ea2c8bf9,151.62,2012-11-04,809899.96,988143.51,517.397,CAD
72596960-d0ae-4e1a-a2d8-d40f26c4c800,9ef7b6ad-3376-46f3-8830-8dfe1ee2064f,fe540503-b0de-459b-9c21-1267cba4df60,3113.49,2013-01-05,841296.61,467072.67,8499.91,GBP
aad35178-0719-4377-9bca-95d501b16023,d22ae366-73c9-4310-91b5-8cd9e5bfb787,f252a26c-3372-4ea2-90e9-1702ffe4352a,4522.8,2004-03-15,105450.35,130178.81,4763.343,AUD
5c38c8dc-9308-43ba-88dd-adc12439bb15,60eabc5f-fac1-4aaf-862f-0d1850d26fdf,8902c858-0670-473f-9b8d-5b43cc6b4900,963.86,2024-05-22,946503.63,941341.49,7420.768,CAD
68f33dbd-bb4c-4d65-87ef-4f25bebac695,7612e9d0-bc60-4aa7-baca-70e358bf3a4c,9ea3cdd4-4ecd-4e64-91f8-3410815f6b40,2585.98,2004-12-26,51671.31,978704.86,1599.091,AUD
bcba3246-1166-4a4d-b4fe-173d821c4283,4b64e654-47fa-4558-8a6e-75b4702e44c2,680d0a0a-728e-46a6-893d-cfa7ce29526b,3451.65,2002-08-18,669841.65,997683.55,6065.372,CAD
64524870-e408-4a0d-8213-6c58a6f42ffb,4d670b3b-e3aa-44fc-ad3a-63d07655dcb2,98252cff-0aba-413e-a7df-5076e6459262,4147.28,2021-03-23,696721.86,525485.4,4119.749,AUD
d6feaba5-fbb9-47bf-bc27-108ca56d2887,bb620fdc-a0f9-4ae0-80be-3acd7c2e5f60,7854767a-b2b8-44d3-8855-a40de5845430,3580.91,2014-08-31,258.71,58792.16,1507.434,CAD
4599e20c-5dce-46a7-93c6-82994fdfc589,11847f01-1f4b-43af-bb1b-9d610e2de76d,78289f4b-db92-4b75-9691-9bcc2574cfe4,137.61,2002-01-25,655208.9,477589.09,8714.11,EUR
ba4a9f0d-132f-4907-b1ad-d70f9a5d42cd,53884e4e-177a-4fb8-b7c3-ef228dc9aea2,9daa888d-4274-4af9-a060-ccb8cad8ad10,4718.84,2011-12-01,121238.63,584343.23,7525.846,CAD
cab951b2-f1e0-4218-960e-1e64a243d656,ac2c0dad-614e-40e4-825f-ddca67c84017,c40c76fc-b715-48e0-962c-39b4f0178b15,1396.39,2021-02-23,179987.69,596208.98,6431.805,GBP
c36a30a4-9c7a-4c2f-9eaf-d062cc98e6fe,889ff0b0-0a5b-4889-8d03-54b4a7334f29,05268512-5eb2-4014-a829-ef50fe99f263,1616.75,2021-09-25,413526.76,37802.65,2345.773,AUD
196571ae-423d-4492-8c21-b5eb5c02e363,136567e1-ed88-43df-9010-0e98b5a15132,c56363c9-1b83-41da-86cd-8ebf95a79334,376.94,2007-03-12,327852.52,620681.38,7797.652,EUR
4135cd2a-dded-4dd6-af2d-0a9352e9f591,6695aa70-4af6-47f1-ab78-1da0ca58db2c,fd4965d7-6e54-4927-b574-9b7f030a2170,3119.19,2022-06-03,721581.2,946076.23,1149.879,EUR
2794577d-7e5f-4dbd-9abf-b1e7b4acc8e2,b85db1ae-e0ec-4a79-82f0-7d610d4465f2,142881c9-d0ad-4cb3-906f-55ca1e893060,1803.9,2004-02-07,789559.87,29556.11,1673.5,USD
229a39ca-9ac4-4051-a23b-d510df6995c6,6fa08488-6ee8-453c-9e49-73492c63c927,829ef7a8-43a9-4f57-b7c4-7fffe7022cbf,68.81,2022-11-18,935946.66,525774.82,566.872,USD
bdc5b148-3113-4ca8-89f2-c3925a6988c2,950982e6-3687-4428-83f5-58f3961038b4,781daa9b-3ed1-467d-94b8-a7eb7d42c018,2169.75,2006-01-17,3025.24,605008.73,9389.59,AUD
22cd4a8c-fb34-48d7-9813-ef8adf23bf54,afc00f97-35a8-407f-a588-9ef5739e269c,9e26b4f8-3715-4d48-8a4f-ec0035c98abc,2324.29,2007-04-20,11787.25,954743.62,7342.452,CAD
d1e3e38b-fd7f-444b-984b-8ef864f7e739,aee210e7-691d-4bc8-a6b0-7b45d502fac1,c27f5d24-9d19-4e2c-9e39-6ef63c797f1b,608.83,2006-04-30,221035.09,24018.74,4437.019,USD
a09ea3d8-c199-43b8-b120-0b6616451a75,33174083-fa22-4b67-a54f-cc19a59c3983,2422f93c-5a8d-4c0c-a75d-61316798e45b,3126.37,2009-07-05,423196.91,649625.94,5156.744,GBP
24c5f4b7-e523-465c-b09b-a34a02b0b470,e5b1750e-eea8-477c-86d0-5924ce050097,f399d742-189c-40e1-997f-2219b63ab5aa,3906.85,2005-07-28,324541.91,682771.78,3380.845,GBP
300e8f7c-1e3c-48de-a0d4-85e78ec07ee9,86bf39c1-a035-464f-8146-e4dcf48963dd,07da1736-4c3c-462b-a10d-e0734414674a,4954.46,2008-03-09,587700.99,575040.37,969.661,CAD
1e199851-0f73-4fd3-b557-6e867e2c9fbe,0002fad7-1b47-479b-9daf-87c41ab0bf24,892a70fc-29eb-4344-b785-9d1fb9d2d896,1676.3,2000-01-25,296676.01,828845.05,4377.382,GBP
5e998dca-ae94-4178-867f-c25291ae21f2,e43c8825-9785-473e-88e8-3b486f480b8d,c3fced50-7530-49ab-a479-c2da9b3cb1d7,4506.29,2022-02-27,390826.55,622024.56,6771.546,AUD
0a44e3c9-2f1c-41be-bbe1-661da0856c46,e5198460-83cc-4f91-b61f-459f223794a4,f6929483-b1e7-4a61-8925-3d60fc72a251,639.69,2015-05-26,177981.4,429248.55,3391.168,GBP
fb384d54-800c-4d37-9e48-99f15ba018ec,42faad50-72ff-483d-b143-307804f52a57,2ea1fcb7-85e0-4199-b5a4-1e630b5324d2,2700.89,2005-06-20,124839.99,767172.06,1343.335,USD
104d45a8-817b-431f-9625-2452e372a233,535effb7-ba85-4138-95ae-09b1b92d8432,7c123ad6-ba6e-4f70-984a-06945af00df0,1542.33,2003-05-23,967646.32,225965.37,5534.424,USD
84902426-5dd3-4829-9d50-0bceaae6fd4c,dbf1fdec-429a-409b-abde-7af58dfa82af,13186b5f-9ed0-457c-ad77-9ef86856989a,3827.17,2008-08-08,323952.71,45984.94,9544.303,EUR
9e125381-dca7-4cea-ac92-a9127b194734,94ddb731-25df-4204-ab77-486595e31bed,a41dd272-f514-4b08-b19f-958341077785,1296.26,2017-04-25,401366.08,106045.54,8767.418,EUR
7ee6465c-6039-4cf4-b64d-e3602bb2d4fc,ca2b78e5-cf5e-4275-909e-0719e2723788,50c79bc2-b165-43ee-b102-1dceb405de50,1303.96,2007-04-13,193378.84,295894.13,8698.193,CAD
b04d8472-18f1-4b62-a8ae-173c60d41046,1c6d40a0-c152-4a30-9ce6-b22f4c8fc476,574208c6-06d4-453d-93ce-16a231e384fa,4291.57,2015-01-15,904251.82,106619.19,7841.116,CAD
19b758d5-0f20-4e53-9f8b-52ea37602581,6b8dd65a-3542-421f-a794-134f0b4035d6,96613ebb-5a94-401c-9d2d-5efb2ad4f2eb,4607.26,2013-03-24,714861.94,886652.26,4491.325,EUR
64f23b68-402e-4f8b-99a3-a5219bdbe100,11847f01-1f4b-43af-bb1b-9d610e2de76d,5b0d3636-888d-4ad6-9474-b3da0236cee5,4843.26,2023-09-01,441619.79,894406.72,5597.443,USD
55fcfc93-a57f-4046-b8e1-6c3fb7beed1f,5ab17e5d-ce0e-4ef2-b68e-087d3b95beb0,26b953b2-477f-41d2-8351-fd35ca0cd4ca,4385.07,2021-10-22,419465.21,510743.04,8339.523,USD
dab4641e-a7bf-4ee1-94af-5bb88d6bf944,00dfb339-077f-4a8e-8239-11f9a22def14,25993949-ac6d-4cb5-8314-4830a29f141d,4680.0,2018-06-26,898371.42,946913.63,5328.985,GBP
a30b9559-83ba-4e37-987b-2bcf24335cf5,a838398c-43e4-407f-9b59-83ff7520434a,15c562fd-5fa2-4e03-9910-a4bb6abcad2d,2232.6,2013-01-11,620594.21,957736.1,860.432,CAD
8ece10aa-c639-4a38-883a-c2cb378199af,851e0797-8dbf-48e8-8a82-28cffcc82c87,15eaaa3d-bcd7-431a-afbc-051471ca17a9,1976.46,2004-05-31,811046.33,436754.34,6411.064,CAD
f4e439f0-6050-49f0-bb1b-6acdfe31ec4c,73d4b371-e393-4218-a746-36908de6cd57,37c7276f-c350-467b-bef6-640fb8969fc8,4891.69,2020-05-01,289696.92,91648.06,4475.993,AUD
35d1e691-9ad2-4312-99df-1500dbbdad47,a364e8f2-9c7f-4df7-ab63-778ef0f011f2,3d537c98-67a4-4d99-97f5-3d54cc0c00df,1180.76,2017-11-10,579063.71,537975.07,8927.676,USD
d83aa93b-9b5c-4eee-9da1-50d331adfac6,6b8dd65a-3542-421f-a794-134f0b4035d6,b30ceca4-760e-4adc-b754-3164d35b6285,1083.14,2015-08-31,472709.6,72479.28,1601.077,GBP
19d915be-efa1-486f-88cf-3b2217482711,3fd1a38f-475f-485a-9365-fce9041bdd5e,834761e7-c743-4dd1-bc92-e309d9e6b6fa,2874.96,2024-12-04,878814.58,109514.67,7405.352,USD
8718a1f7-c03c-479a-a070-7fc762637630,11775b94-47d8-4d6d-9ac7-15b2b1f4b6c2,56378b12-4422-4761-9ec2-d2edc24c86bb,1781.88,2000-01-05,669994.73,521537.03,1472.199,AUD
b1355ead-45a5-4f4c-b6d7-a98e8b6fe5f4,4fd1f447-d768-4c2f-8033-48be656e26ef,edbfda8c-d0e1-4a16-a021-df1a7fc498db,4469.27,2014-06-24,982176.62,986566.13,4385.398,EUR
c91ecab5-927b-46fe-ad45-084c95e5df45,8e1ea128-2c7d-456b-8d63-94746fc5dd8c,003dce0c-0dbf-4ae5-a1a3-8230276116d7,72.96,2015-09-20,440395.87,292725.43,4824.729,AUD
47c99b97-c9fd-4e5c-a023-b65f10334fdf,a09d5889-1b97-43f8-8e82-8473b99474de,2e26b6d8-95cc-4479-954c-87e3a5138f2d,2945.91,2017-07-30,388978.27,68272.2,5089.609,EUR
2e8726bb-663e-4a43-99a5-108561f8fb43,ea3cd2c5-21d7-4f4b-80d3-fd5ecf7fac43,88f0f122-726d-45bf-82c3-08984c59597f,2235.29,2017-08-22,393912.25,579904.99,9857.503,GBP
7ea08531-c83e-4e15-9d85-426830c10756,37db8ff7-ba5a-456a-a5ba-33c62aa853fd,24775c18-a2a0-4ed6-a1c8-f4aac0ab519a,4499.68,2015-09-04,902766.56,139561.78,501.743,CAD
47e40a98-a212-492b-ba7e-3be4b989fa98,6040175c-c273-4197-86bd-69fd58e69191,9fca556f-5f01-4b78-9e6c-d7473f2af89d,4853.82,2003-07-09,777434.19,959885.59,6682.304,GBP
87af740b-4461-4c4e-b6f4-ef6037b9932f,99552530-45e8-47ce-a4a4-53c1ecb2e9a3,d8ccf5a4-2e55-4d8c-b123-816510d2d29a,4742.75,2019-01-05,159035.45,952829.18,9639.0,AUD
5e34f9a0-ddfa-496d-8b1e-133dbe1d88d9,ff31d85f-e768-49bb-9b7c-da5fcfeed685,a7e92ef6-2bf6-412f-af90-908450d6df8c,3881.57,2009-09-07,117809.83,364205.88,8910.259,USD
3bcecb20-b93f-42c2-bfc8-15bf7045d0f4,e55ea147-e0c8-4268-815b-90b66393f965,2a6c8c68-b8ec-47d3-9701-0e59bc17cab9,4951.12,2023-09-30,989007.37,154299.22,2491.682,EUR
95c52d88-633a-4714-9e3d-06d649222dbe,6f49452c-86cb-4689-9f1e-3c8ce955a8c9,18783f76-c4cf-4ebb-b649-099cee663853,134.33,2018-07-28,780428.49,457834.81,5059.475,CAD
74cd97fd-455e-4be6-887a-0e95d4510fd1,98877a9c-6699-43de-8b70-cb5dcb071b0a,d1973d36-509d-494f-8eb9-240cb7303fd2,2880.54,2012-06-07,787671.65,115138.92,2341.286,USD
45784c23-b456-42ef-b2cc-1ed752f16aa5,9b3b7b56-1470-45aa-9fd5-1a86acafb436,b346530d-4373-4107-b46f-993653dbf2a3,3528.2,2020-07-29,181628.7,775593.12,3806.575,CAD
d95368a9-292f-4526-8193-287f724d5609,d1fd9139-5626-43e7-9502-8ff6547665f3,d2d8986d-9005-437d-915e-af57d6ac1698,34.55,2020-08-30,539652.12,723977.13,8.402,GBP
fcee7327-dbc2-4d31-9c2a-177db7f3d1f4,491647ee-d80e-4de9-a366-ea6d82895487,96081e6e-0266-42ac-9dd8-fae149f16611,4361.6,2012-04-02,916873.37,811197.64,2128.575,USD
b1eb0082-e63b-4937-9ad1-1f78b6b5f298,3946a11a-017d-4d2e-96f7-619baa9960e4,a9820680-7f38-4118-a7ee-c84c86198132,3266.82,2014-03-23,46177.74,953731.05,308.262,AUD
a3ad78d8-4bd2-44ee-ac4b-27ef74bec1a0,bacb0fcb-af78-4d21-9564-3e6588262396,1155cbbe-a264-4fba-b5e1-03a51ba1778b,4509.37,2017-08-05,268667.77,821153.66,9755.373,GBP
8a18bb3c-7eda-45b6-bd11-58b6f20f1621,f63d95c8-bf89-4096-8834-f1ca80d3cc6e,c1e36e41-b9fa-4106-b85e-c85e4abb012e,4109.07,2014-06-27,405662.32,654235.93,1250.1,EUR
2cf6f2ce-d28f-4bec-a1c4-cd7d6682324f,3fc31160-f9e7-4b58-8a26-c256e1d87567,2118b7c5-05e7-4d1a-bcc0-1ed09853fb9a,2577.92,2014-11-07,433682.98,936211.17,2669.677,EUR
ee661a84-37bf-4bcb-849f-c52cde6daa8a,f415670e-2d8c-4264-a2a9-c37d94b315bc,8b1e0535-486e-4e52-bf3b-6054983da40a,4450.13,2003-09-28,602063.53,859115.42,8657.429,USD
9959295a-4648-4ba2-9c23-f3cef50b8add,61fe75a1-511b-4f6c-b4ac-8943714343c4,07da1736-4c3c-462b-a10d-e0734414674a,4013.51,2005-11-24,816367.08,27613.13,4983.351,GBP
80b06e98-c505-49e3-ab2d-32e79343cac0,f562469c-2050-4025-a236-48acae892c6c,90fdfc86-686a-4441-9e75-2154eb273b5e,217.56,2019-02-28,43976.61,498719.68,9386.414,AUD
