security_id,isin,cusip,ticker_symbol,name,type,close_price,close_price_date,is_cash_equivalent,iso_currency_code
01167c0e-3387-4c2e-8f6f-1ece3b9347e6,designs,field,drago,understood,equity,2647.3,2013-06-18,True,GBP
00555ed3-9cab-46bf-89a0-b89ad2175ddb,racing,brings,sf,highway,etf,1990.18,2014-07-02,True,EUR
bc5c137f-8cd8-41b6-a3f4-888aa9d78032,reviews,talent,adult,copyright,mutual fund,3247.81,2006-07-13,False,GBP
618a67a2-8948-4766-9959-dbc6e89c93ad,blocks,am,netwo,processors,mutual fund,1248.07,2024-10-31,False,GBP
0ed6fdf2-da56-434d-bf20-befb75208720,applicants,ref,guide,decade,other,567.25,2022-01-28,False,GBP
5e98c6a0-a6b0-4c57-89c4-437c7b1c69c4,credits,students,arriv,layer,etf,3678.38,2024-10-13,True,USD
1ab5cce2-668f-45ea-9970-f5f595396a5f,editors,short,reach,ex,other,2495.22,2015-01-31,True,CAD
fe144fa0-ef68-4bd7-99cb-71d8fd65c85e,networks,plane,excel,enforcemen,loan,1934.94,2011-05-25,True,GBP
a5e3cbfb-08ba-4150-946d-ab1253c002aa,century,personal,cs,encycloped,derivative,2808.37,2012-07-18,True,GBP
41c3bf99-fae5-47c8-b55c-9731806cf459,assigned,valuable,switz,tokyo,cash,1308.89,2023-12-18,False,GBP
b7688c54-596d-4a1c-a1e4-c6fa6b761d3e,opposition,horse,label,webcam,cryptocurrency,1301.46,2025-10-29,True,GBP
d3a68a64-1506-4092-8e84-a8a4b511d1f3,update,pl,sat,evolution,mutual fund,2231.37,2007-08-08,True,GBP
a2ef829a-f48a-49f2-8843-0fc8c6aed0d1,herald,charges,ga,republican,mutual fund,4981.83,2008-07-16,False,EUR
6aefbda2-b673-4b5c-9dc9-e14254cb7839,jacksonville,stack,end,progressiv,equity,1427.89,2000-07-11,False,AUD
237ca6ca-8d7c-49ce-9d5f-487f92c87668,series,topics,metro,warner,etf,4582.4,2021-11-26,False,AUD
290f83ba-ad56-4fca-af3c-f0a1c6c68468,memories,carolina,densi,convert,etf,2456.01,2012-12-06,True,EUR
74522e1c-9540-4c5c-9280-3772cdc07b63,participatio,tramadol,sprin,berlin,cryptocurrency,613.2,2014-03-20,False,AUD
2877b693-505b-4d4e-8b7c-883fa360adf0,quotes,conflict,do,plants,equity,4264.13,2017-01-30,False,EUR
6b0962db-b3cb-4813-a6df-61e677aca0df,no,supplemen,condi,restaurant,cash,2260.22,2012-10-19,True,AUD
8ea13f87-cf06-43ce-9c44-1e5513031b2f,quiz,mercedes,johnn,sue,equity,4493.4,2021-01-03,False,EUR
0fa8d32a-fd80-4bb6-9d68-c7e6d0398d99,facility,villa,ads,understand,cash,2225.56,2020-07-05,False,USD
7815d980-2046-408c-8c8d-e7c158982d29,voltage,buffalo,zoom,jobs,loan,438.96,2014-03-02,False,GBP
a60fd280-fb00-40b4-a4aa-525fcb25925f,denmark,nor,cool,torture,mutual fund,3409.65,2008-07-11,False,USD
da08c248-fdd1-4da3-a1c5-46ab399c5e8d,meant,roof,gbp,lycos,derivative,4227.61,2006-08-11,False,USD
95fe4e7b-d759-4ff7-8af0-26f5ab8292f2,folder,disclosur,liabi,lamp,other,1597.95,2010-07-09,True,EUR
1761b7ed-309a-40b8-853d-8931c2e19432,birmingham,willing,isbn,spam,loan,1737.13,2024-07-09,True,CAD
6f91f2a3-9943-431b-876e-8e16fbdedd8b,top,frequent,heavy,mexican,mutual fund,324.7,2002-08-01,False,EUR
c68d2548-9f20-4689-935a-49636097d9c1,cst,chamber,disas,typical,etf,2710.86,2023-09-02,False,GBP
d85a869c-9a59-4fe9-8a59-88d63aefa67d,mood,hey,chemi,extended,etf,4456.66,2011-04-21,False,USD
23516e09-0a01-49fe-9805-54244d4dcf46,gates,solid,large,peak,cryptocurrency,4256.81,2002-11-02,False,AUD
b9737a06-2001-415d-82eb-e318880c5a37,portuguese,dildos,simpl,want,equity,3559.05,2024-01-31,False,AUD
f7feb0c9-c73c-418f-95b5-02d256dadf22,panama,killed,cnet,season,cash,4636.62,2007-04-27,True,EUR
44895164-bfd0-4004-a312-0d280681df75,coast,puzzle,kerne,tournament,loan,3188.5,2000-10-05,False,EUR
2d1e2fe1-fff7-4561-b998-caeedb8e7a0a,mapping,panasonic,asian,amateur,cash,3968.48,2007-03-16,True,CAD
ee861094-1177-48d1-8d3f-c08e9daaa9cf,spread,username,picks,returning,mutual fund,2543.78,2021-02-19,False,EUR
d1932996-de87-4c65-b40d-376a8cd421e7,healthy,specifica,de,programs,etf,606.82,2006-08-23,False,USD
cc985ee4-54cd-4f7a-852e-05d8b122889f,activities,leads,full,offering,cash,1004.91,2008-06-06,False,GBP
ee1d4858-8416-473b-a9c2-5388bc3963aa,physician,odd,judge,kentucky,cryptocurrency,694.39,2019-10-31,True,GBP
704ffe18-24c8-4d81-912d-b1921358966e,achieved,meaning,addit,lose,etf,3951.87,2023-12-04,False,CAD
05bc0d0e-55df-467c-b1e1-8fa6444b400f,downloaded,whereas,adver,shipping,other,131.43,2024-03-31,True,AUD
ac805390-feb3-489d-a0d3-50b7393eb3e9,plastic,seriously,tissu,both,mutual fund,2770.11,2009-02-19,False,EUR
99240869-be3c-4afd-a350-17a8716889a4,bill,charged,conse,logic,other,1844.56,2000-05-19,False,CAD
47f54d65-b706-46d7-bf19-68b526181a21,shopping,diversity,great,full,etf,4018.31,2021-07-13,True,EUR
27747d53-81da-43f0-bfa0-27d3fcee1f2f,handle,might,worse,czech,cryptocurrency,2758.24,2022-04-03,True,GBP
3d17830b-24d3-4c00-81a6-5eaae7ad9d48,portions,sr,pda,stopped,derivative,3059.75,2018-12-27,False,CAD
7711e5e4-c27e-4d43-8028-4b07f16f98db,resource,better,garde,measuremen,etf,431.09,2020-04-04,False,EUR
907c194a-4cef-47c3-804b-175fda3cfc6a,arrival,actor,colle,largest,cash,1546.46,2022-05-28,False,GBP
ad7fabde-aa36-43e2-a949-32f1ce07361e,hurricane,samples,milit,stood,etf,4997.98,2021-10-26,True,AUD
f413a45b-867b-413e-b3ef-73ccd88f9350,big,looked,anten,country,equity,3594.35,2003-10-26,True,EUR
b7e8c960-b658-4ec9-b214-8370940e2c1f,substance,te,jay,appeal,loan,2628.48,2001-06-18,False,CAD
9e26b4f8-3715-4d48-8a4f-ec0035c98abc,awarded,treatment,then,mice,other,3845.83,2013-11-12,True,GBP
88d0a00c-c698-43f2-8c3f-6ad266fb20f1,although,trucks,ethic,void,cryptocurrency,4116.7,2002-09-21,False,CAD
fff7bc58-f15a-4529-9b55-f017bd33d1bb,municipal,reported,prove,grey,cryptocurrency,368.76,2010-01-28,False,EUR
23390536-95f9-4aef-9e1f-c5d5bf1fdc65,background,clay,delta,someone,derivative,4861.9,2013-08-04,False,CAD
15eaaa3d-bcd7-431a-afbc-051471ca17a9,gm,texts,eye,requiremen,fixed income,3211.7,2013-06-21,True,EUR
9daa888d-4274-4af9-a060-ccb8cad8ad10,causes,workers,quite,late,cash,2249.88,2014-12-05,True,GBP
2ea18805-3fcf-4704-8884-924491cf76c0,weeks,arena,ident,southwest,loan,3400.55,2013-03-24,True,EUR
3f12b10a-ea71-419a-98c3-a7ec09c0dc63,fear,right,vice,great,mutual fund,1722.58,2016-11-09,True,GBP
93f7d3db-9e38-4dde-8a3c-f91e128a6ae7,role,alive,dos,writing,fixed income,4389.8,2019-09-25,False,GBP
e6d60bbf-4c05-4a9a-a8eb-94d256cb63f0,killed,flexible,unusu,http,cash,3901.32,2015-08-14,True,GBP
49b9ede8-a5a5-4e8c-b5a7-ab04149921ac,pointer,personall,beari,offices,fixed income,3198.97,2023-10-09,False,EUR
3e9c385f-ff5a-4bb1-8f7f-8944a6adf9b5,secured,provider,basic,childhood,cash,909.82,2010-04-27,True,USD
7c123ad6-ba6e-4f70-984a-06945af00df0,protein,outer,red,event,mutual fund,4831.32,2002-05-29,True,GBP
e359e4ca-a892-485a-ab6c-81cec56bd5db,born,accordanc,epa,followed,derivative,2163.1,2014-04-25,True,CAD
8e1d9c32-8c01-4e74-bc1a-96b5d1cc1684,dodge,cards,concl,indicator,other,4553.56,2014-10-20,False,GBP
7fe44ed4-c438-4ef1-8fe8-dba6ef78095d,medication,hardware,ak,five,cryptocurrency,277.07,2021-07-11,True,GBP
57dbc4ff-3e33-4e63-9d77-e4be84684b10,bet,neutral,expan,getting,fixed income,620.81,2000-08-28,True,AUD
265bfdba-9d64-4e9f-8a06-6f4d1b532e02,efforts,glasgow,bc,thin,equity,765.09,2010-03-16,False,EUR
970ec1f6-9cf8-44ee-839a-4c322bfe8dd7,through,white,mit,coat,derivative,823.29,2006-06-26,False,CAD
28de563f-7043-4160-bfe1-d28a3d68affc,gbp,catering,ends,knife,derivative,1613.31,2008-06-09,False,CAD
700d88e5-a0c2-4b91-8ca5-1ea7d03471df,astronomy,ia,hist,jump,fixed income,3546.66,2019-12-29,False,CAD
257cc004-13f0-43bd-a19b-aaa758bcb209,background,developer,desig,operators,other,1730.12,2008-09-01,False,CAD
46e8593f-6d55-4fed-9288-feff82770e9c,ne,consult,bosto,ensure,other,4704.52,2016-04-03,False,EUR
45b7bf0d-fcb3-4a49-8d24-21ea17034a44,values,face,ok,sensor,equity,4474.63,2007-12-14,True,AUD
5cf052cd-52c4-43f2-a403-4676d838c816,ext,fails,shops,straight,cryptocurrency,4229.67,2015-09-25,False,AUD
003dce0c-0dbf-4ae5-a1a3-8230276116d7,weeks,cartridge,excel,vacation,mutual fund,1253.03,2007-12-16,True,AUD
590766e3-53de-471a-a6c5-6b35fdf29d60,contribute,ethernet,waiti,wash,fixed income,3175.29,2020-12-16,False,USD
df1dbc96-d749-4876-ae8f-df26656af276,efficiency,press,kim,modified,cryptocurrency,2754.21,2014-01-03,True,USD
92493cbe-d77f-4684-9bf0-16c201eb12de,denied,fusion,shoul,governance,other,625.86,2009-04-13,True,AUD
491feda9-7198-4ea2-ba09-b18295176fa8,broadband,michelle,natur,martin,equity,1514.13,2022-04-10,True,AUD
386ee0a2-52ff-4322-980d-a5a2ddee7485,pollution,may,vermo,interest,other,2667.39,2021-10-12,False,EUR
a64e7c93-759e-4252-87f3-303586a90c54,promise,il,effic,preparatio,derivative,2512.87,2015-09-17,False,GBP
9099fada-3fae-427b-be1d-e3532b40571e,sierra,seats,hats,large,other,843.19,2011-07-24,False,CAD
e78b6e75-7f7b-4efc-a7e4-418c4965738b,outcome,demonstra,perip,pt,cryptocurrency,4708.04,2017-06-12,False,EUR
09290514-9fdc-4c7d-b0fa-300c3c0260d0,scene,aviation,worst,john,mutual fund,770.98,2022-08-09,True,USD
e8ea3a39-dbf9-4c3f-aead-b95fe1ef2f3e,guard,learning,trade,preferred,other,3293.67,2009-05-08,False,CAD
455cba74-d506-46eb-9c85-69d5c40e8670,mark,schools,folk,testimonia,cash,3603.17,2003-12-07,False,CAD
e947017e-a447-448b-bb8d-7d4e816244b3,maintain,package,beach,riding,derivative,3025.7,2010-02-24,False,AUD
1bf437c5-1b07-4018-bd99-25a21f8ce0fd,performance,flash,parti,anything,loan,4212.65,2017-12-06,True,CAD
5f730033-0103-49fc-aff8-6c1530b61785,wins,plot,grow,reports,cash,2818.09,2006-04-24,False,AUD
9dfa1896-4765-4ba4-a7d6-84cbc408bec8,wall,houston,ad,directed,mutual fund,4126.18,2015-05-24,False,GBP
da377523-606e-42a4-9637-4ad2f496e017,les,linking,morri,modern,cash,141.88,2018-09-20,False,CAD
7854767a-b2b8-44d3-8855-a40de5845430,increase,golf,robin,must,etf,227.32,2009-02-27,False,USD
1ecb8d20-1c10-431e-bf39-872fd5481cc6,last,fetish,ai,bonds,equity,3207.27,2006-05-08,False,AUD
37c7276f-c350-467b-bef6-640fb8969fc8,henry,voip,brows,unsubscrib,cryptocurrency,2883.86,2011-03-10,False,USD
8683abf4-58e3-4910-b348-7f0635c083c9,cells,essays,insid,corner,loan,3255.65,2000-12-18,False,GBP
43ff244a-a90a-414b-bd12-837ef8e68bb2,judge,jeff,ii,prices,cryptocurrency,3834.8,2004-05-02,True,AUD
3ec9d749-ca27-427d-a79f-175ac6843eea,ex,encourage,shape,brokers,cash,2082.94,2001-09-10,True,USD
82376dc3-93b7-4ada-8e8e-d6a0235117ad,stable,partnersh,pleas,client,mutual fund,3194.96,2022-03-21,False,USD
e0c5feea-2c24-4154-8c45-38a8c81589ae,wire,dependent,comba,claim,etf,2490.2,2024-08-04,True,CAD
b5831acb-95d8-4d2c-91c6-a8b07231db82,mesh,virginia,deal,halloween,derivative,3135.82,2000-10-10,False,EUR
26bae538-17d3-4ab4-bfdf-ae3f7ed63b00,comply,paintings,hub,alice,loan,1448.37,2015-08-15,True,GBP
1e1b5c9a-aead-4b78-b91c-fbfbf660678c,observed,contained,natur,glossary,loan,4783.25,2010-03-31,False,CAD
96c3e7b3-6d1b-451f-8d69-b1fb9fa900bb,production,copper,repor,settlement,loan,2414.73,2001-05-31,False,CAD
0761e9ce-c0fc-4554-bc2c-d52adda31d7a,assume,blonde,summe,concerning,cryptocurrency,4023.44,2015-02-27,False,AUD
ac7f907f-8d51-47b2-8a52-2c181d117b26,experienced,instituti,disco,strongly,derivative,3424.96,2002-07-16,False,GBP
507f138a-c851-4385-809c-ddcacd8ff90b,long,pad,net,nv,cryptocurrency,1487.18,2002-10-21,True,EUR
8b77316b-74c1-43b3-8e9e-5553e2ca2a04,multiple,files,spons,offer,other,364.87,2021-01-05,False,CAD
97e5505f-8705-45d1-b7ad-ef26ab88f17f,shirts,profiles,emiss,obtained,other,299.57,2004-10-31,True,EUR
92bf64eb-dea3-4978-ae7b-5e7a1230a08f,be,carol,bugs,entered,equity,2198.03,2009-02-08,True,USD
ee83cce5-37c8-4f40-82aa-020b4f11b079,complaints,prescript,less,high,cash,2421.26,2003-09-25,False,GBP
96ed7571-d6bd-4bb3-980f-3b40d7156c8c,cat,genuine,compu,overall,mutual fund,1020.12,2013-10-20,True,AUD
2b56bd0d-59d5-4b1d-9a8d-56f0c86782d6,prescription,parker,zus,medicine,loan,3033.31,2025-10-08,False,AUD
36a60bf0-c399-4e39-8c73-0979c36f4440,kg,cb,ethni,info,loan,1562.92,2024-09-13,True,EUR
05a5f79a-a2bc-4aa4-81fe-07ca80101f05,arena,focus,actor,cases,equity,3591.82,2014-08-10,False,CAD
eb59ab6b-9d50-4c8b-b7ca-5044ac9dc94b,shopping,vt,leade,ky,fixed income,3671.0,2018-07-10,True,EUR
df71523b-831a-4e32-9f87-104d29072938,portugal,helps,spani,kevin,etf,4303.89,2018-10-02,True,EUR
74f3e008-1414-45b0-9525-3fe02de7355d,basket,allowing,respo,eg,cryptocurrency,4876.87,2019-12-04,False,USD
e04ff7f9-b0f2-432b-84c5-3f9e7fa90a45,downloads,major,cnet,institute,loan,653.84,2024-04-21,True,AUD
173f5bb4-c720-46c3-823c-e1de80af4b7c,refund,reviewer,max,britain,cash,1852.71,2006-05-22,True,EUR
0dd21916-565a-460e-a254-9a55c872428a,broadcasting,rome,singl,founded,equity,2808.26,2002-03-08,False,USD
703abe30-ea1a-46ae-8ad0-b93471e15e35,sing,annual,purpl,mass,cryptocurrency,1595.59,2005-09-03,False,AUD
5fd06ec6-b6d3-426b-be63-0b475566bd4b,worlds,blues,smile,replaced,cash,2332.37,2005-01-14,False,CAD
c6254bf0-06cd-49c2-ae94-c3a0ed92fc79,emotional,zone,induc,film,cash,1337.37,2014-12-20,False,EUR
d63342be-c398-4986-a141-f05d2b58c529,show,illinois,xl,room,cash,1239.6,2015-05-02,True,CAD
61df7a4c-f138-4a13-bea1-683f414fac2b,default,shared,museu,findings,mutual fund,484.07,2007-05-23,False,EUR
8e78e464-b714-414c-a8b3-ba3cc8eb45c0,prospective,our,close,cats,other,1451.07,2009-12-28,False,EUR
eba2021b-bdc3-4d35-bcec-58fa821604e6,corn,corp,askin,fine,cash,1920.76,2014-02-22,False,EUR
1d384fda-4970-4259-b43d-9df3225e2378,durham,malaysia,exist,producer,other,3076.89,2007-05-26,False,GBP
25ab3660-2caa-40aa-88aa-50713e85f5ee,edt,diversity,stop,without,equity,1241.36,2025-11-19,True,AUD
53f7d442-1ba4-45d7-850b-c59a56124bee,point,big,von,sat,fixed income,4326.54,2021-04-14,True,AUD
2cd17b4f-6226-48c2-b67d-9b84c51a262a,tr,writing,subsc,camel,fixed income,798.51,2003-09-08,True,EUR
e16f431e-7bd6-4559-bcb7-fd8d7d21f151,sublime,detected,prote,slip,etf,1637.19,2020-03-30,False,EUR
a7e92ef6-2bf6-412f-af90-908450d6df8c,rest,plaza,keywo,money,other,2888.44,2008-03-03,True,EUR
e8b3fa5d-298b-4813-9b34-f9e1b16051e4,doc,heights,ing,outdoor,loan,1563.58,2001-03-26,True,GBP
2a6c8c68-b8ec-47d3-9701-0e59bc17cab9,symbol,bet,light,drives,etf,3815.61,2009-10-24,False,USD
32128316-1e66-41ed-a1c0-5a5c950931e6,under,francisco,varie,explain,other,2491.33,2018-05-15,True,AUD
cfbce56e-297b-44e6-b0da-6b5c0bddfee4,ac,rolling,reads,rc,derivative,2573.63,2003-08-23,True,CAD
cda9d2f4-a173-4d8e-9051-f655d543f20f,instructor,philippin,fluid,astronomy,other,2493.8,2009-12-13,False,CAD
356253cf-ee3f-4bbb-add5-ce817f762508,machine,cricket,house,couple,cash,1542.71,2008-09-18,True,GBP
84bb196d-39bd-42b1-9e67-ddbb053901da,do,slightly,faq,monitors,loan,115.89,2015-08-03,False,AUD
8cca6e79-342a-4d97-beaa-2f06a9538144,mill,justice,fees,popular,fixed income,4726.16,2019-01-29,True,CAD
5286fea1-4a95-4a0c-8718-fb2adec376b5,applicant,bits,sam,integratio,loan,2527.23,2013-12-11,True,EUR
067ec451-842d-4e36-bd25-7868e865b466,cal,stones,imple,ability,etf,4833.43,2019-05-01,False,CAD
3d549974-3eca-4647-a865-5df40bcf1e64,violence,convenien,pound,capture,derivative,1075.73,2002-04-22,True,AUD
829ef7a8-43a9-4f57-b7c4-7fffe7022cbf,past,cities,tutor,doubt,mutual fund,1764.48,2018-10-31,False,EUR
d0a59aa7-7a86-43eb-b2b9-5c389cec384c,peace,determini,frien,thousand,equity,252.71,2000-11-27,False,GBP
f7d3cd68-9007-4368-99a4-0f4971b7dc41,clip,gratis,enter,printing,derivative,2474.48,2008-10-02,False,CAD
4b5c76a3-a63c-4601-8d94-3624e749ad03,dec,penalty,produ,about,cash,4411.7,2024-03-16,False,AUD
2fec5379-f954-466e-b309-fbd0a3a8e56b,jennifer,care,dad,poker,loan,3271.3,2016-11-15,True,CAD
7b4a134c-21b8-4f7d-b685-39b2f06417d7,activity,prevent,showe,worked,other,2352.94,2008-03-19,True,AUD
ef281152-a5b6-4f99-9c44-4d3a867fee7e,ho,carbon,autho,genes,derivative,2683.46,2013-11-27,False,CAD
d4039c7f-d263-4e56-af87-75ba3cc426b0,ray,blues,estim,system,equity,4235.86,2015-02-16,True,GBP
f313c4d6-6b6a-43ed-8976-b004c6468280,casinos,roger,repre,careful,equity,2154.64,2011-07-11,True,GBP
5b307dce-9f18-4bf2-9d18-9ecc63cd0279,wrote,central,lots,action,cryptocurrency,4412.28,2010-11-04,True,CAD
e8648cd4-6659-4f01-8179-65edf7b3a6d7,past,imagine,queen,orchestra,fixed income,3637.54,2005-06-14,True,USD
197fe393-2c0a-4ccf-8de6-ab5c6e7fe743,check,headset,poste,strap,other,3819.29,2022-08-10,False,EUR
a1ce67ca-da2e-4ca9-a488-a441cf1a8cc1,became,blind,repor,mystery,cash,1829.69,2021-07-27,True,GBP
2326f8ce-fdd7-4e82-a442-b2deaa1c4437,geography,voted,ethic,caused,loan,2002.91,2024-09-02,False,AUD
39b982a0-9b1a-4292-b495-0efd0c9efa92,drew,bb,mecha,nfl,cash,2851.41,2014-02-11,True,USD
194a6bed-83cd-4208-8d78-c26bc6ad10e7,noticed,rt,pract,sr,equity,973.28,2008-06-04,True,AUD
507f6cab-95a1-4f4c-957c-bb952ccd8cef,period,enforceme,linda,legislatur,other,2766.12,2024-07-28,False,EUR
2145b5bf-f9c4-4993-a1a0-f2c93c0a07a8,reliable,elite,arizo,theater,mutual fund,367.67,2016-01-22,False,EUR
25993949-ac6d-4cb5-8314-4830a29f141d,vi,ky,bring,larger,fixed income,2521.28,2017-08-14,False,GBP
32902575-50b7-4c31-94d6-e97ca7cb1e31,ne,looking,wheth,wonderful,cash,3822.02,2001-04-17,False,EUR
a326bcb0-1b80-4f53-9595-303174758b4c,twin,car,stree,mining,equity,1398.61,2011-10-25,True,USD
1494bd4a-9a9f-4056-b010-9517d36e79a1,fortune,populatio,resul,vhs,mutual fund,4945.45,2015-11-15,False,EUR
31e703f2-713b-425a-b135-ce27f2c1d711,rising,adventure,attra,discovered,equity,3402.0,2024-01-07,False,CAD
88d3085b-7429-4861-ac1d-386d9d1e188d,ann,assessmen,scene,learning,equity,594.06,2008-09-05,True,AUD
41aac681-3e8d-44f2-861f-8e319f415d85,ordering,later,helpi,procedure,fixed income,4875.41,2009-08-29,True,GBP
69344554-49c8-450e-b5b4-81c2218efc31,basis,maine,oclc,drinks,loan,1969.52,2022-08-04,False,CAD
e8125869-a9f3-43ed-817a-145cdd9d6a79,equivalent,let,conve,set,other,3974.49,2000-11-20,False,GBP
3cbcd3b0-146f-4ed0-b98e-7757447c5978,main,going,outli,somebody,etf,1695.43,2025-04-23,False,GBP
3f3c3a13-6f2b-4908-890e-53221f08af79,politics,attend,print,rather,fixed income,4694.74,2005-05-18,False,AUD
3ce2550e-e45f-43ac-b40f-39b33048a8a2,spot,artists,beat,hybrid,mutual fund,3774.83,2000-09-14,False,CAD
98688db2-e140-4ee9-a9fd-0169671dc231,injury,november,equat,refers,cryptocurrency,995.3,2002-04-27,False,CAD
794dec81-9415-4c0d-9c43-1892b45e6eee,ref,bulletin,proje,problem,fixed income,2545.62,2003-08-31,False,EUR
ca0172b2-3af9-44b8-bf00-31eac7f20cdc,cleveland,vermont,ll,saint,fixed income,2500.39,2003-11-27,True,GBP
c6de98b6-9b4a-40df-9a82-4550cad2493b,qty,clothes,camel,russia,loan,226.53,2004-08-30,False,USD
e86f485d-6e70-4474-a991-7d36eab024bb,doctor,taught,road,alien,equity,685.19,2022-05-17,False,EUR
3467590b-6716-4111-955a-68c128ea42f8,service,donald,athle,proud,cash,1665.21,2022-05-14,True,GBP
509e7f29-a633-4120-bfed-fa4451226af1,mom,backup,insid,following,other,2368.73,2015-08-08,True,AUD
e2a0dd85-f3b9-45a0-8ecd-9be9887499cf,larger,mills,fr,died,loan,2284.95,2014-09-05,False,GBP
d2d8986d-9005-437d-915e-af57d6ac1698,bmw,mod,query,dark,derivative,3031.31,2012-04-30,False,EUR
eed103e9-f84f-4963-9a82-3e9c1e2f0120,legacy,anyone,struc,depression,fixed income,2577.53,2019-09-24,False,EUR
8971bb54-8fa7-4a9f-826f-1e33458f6ff0,italian,generic,charm,tuesday,loan,1639.84,2004-02-09,False,AUD
0310d1df-184c-4b3f-bb24-a6a3cfb2c4bc,stone,measures,toolb,ref,equity,3065.34,2024-07-11,True,CAD
78445a02-a840-4a1d-96da-123e25ddb9cd,highway,exchange,heral,putting,other,812.52,2025-09-09,False,GBP
5225ac82-a6cf-4586-bef2-ec1efc4f3d59,dolls,balance,ftp,latter,etf,4953.08,2000-05-24,False,CAD
1537e619-a442-44e1-a0c9-cbe293057785,third,commons,sent,willing,mutual fund,3696.6,2009-10-19,True,CAD
a51ca05b-09ba-42dd-b71e-90c051742fe5,verzeichnis,audio,inven,dvd,derivative,1496.18,2021-08-28,True,GBP
483fd7f6-0b67-4804-b923-abb3b2fd7071,spiritual,explain,measu,across,derivative,1681.87,2004-08-18,False,EUR
a90c5ded-93ce-48d5-a5cc-e2142ae7b8db,contracts,michelle,enjoy,onto,other,4141.45,2015-06-11,False,CAD
27d201dd-ac5f-4cb0-80f4-fea97691f7de,interview,nations,know,robot,derivative,2661.7,2017-09-13,True,AUD
ee888bab-a439-4cf7-938c-b47ceb123ede,construction,these,respo,der,cash,3543.7,2014-06-28,False,AUD
485c3291-6600-4a75-8b22-c5fbc6506e09,ace,hazardous,dean,fifth,cash,1498.96,2006-12-08,True,USD
c27f5d24-9d19-4e2c-9e39-6ef63c797f1b,spain,survey,vbull,abroad,cash,4078.75,2018-07-08,True,USD
91ada1f4-ef40-45a8-9683-bd50d84a5b40,perform,stability,ram,bodies,loan,1841.8,2024-07-02,False,EUR
fabf958e-db77-4932-8fa2-d44ce5335eb9,loss,definitio,kiss,aspects,equity,3369.04,2010-12-16,True,USD
c65a59ac-e5dd-4be3-8738-0d106a8af885,yorkshire,protein,bet,trail,derivative,4899.49,2022-07-13,True,USD
029f7a40-0a49-44e8-a333-6a08abdd3591,thank,lisa,prize,fruit,equity,2918.51,2021-11-05,True,AUD
052fed53-da42-4b64-8338-1efcab04a6e7,weight,be,bigge,caribbean,mutual fund,3983.78,2015-01-05,False,GBP
345af791-1967-4ccd-8a3a-b69176bba4f9,signature,awareness,mini,ibm,cash,3626.62,2016-10-11,False,AUD
950bfb18-a5fc-450a-8df8-63b36ce672e0,wage,def,disc,eur,mutual fund,3440.22,2003-08-04,True,CAD
cb022aa5-0e5f-412f-8a54-69bd3ba5b0a5,selected,private,recei,everything,cash,133.25,2016-08-01,False,USD
f2c904ad-b5b8-48a9-8fe0-431516d392df,donald,aware,conve,rules,other,2372.96,2023-03-14,True,AUD
c64942a6-058a-413b-8612-94d6feb46b1d,mozilla,chocolate,clien,investors,loan,4835.35,2020-03-03,True,USD
