transaction_id,account_id,amount,iso_currency_code,category_primary,category_detailed,date,datetime,authorized_date,name,merchant_name,address,city,region,postal_code,country,latitude,longitude,pending,account_owner,transaction_type,transaction_code
147d08cb-9761-4767-946d-b7be8bd66224,4152309b-d805-429f-b08a-8be58512fedd,-404.18,USD,Transfer,Rent,2004-06-01,2025-02-10 13:58:05.121707,2023-03-12,cause,municipal,Amatury,San Juan,Washington,18773,GD,-67.637308,128.754576,False,beast,special,bill payment
e6ae9784-4a09-4fb6-a757-96a9c1ac0203,6f64833f-e238-473d-a051-bcd2f81f6d3f,-587.14,GBP,Healthcare,Fast Food,2009-06-15,2025-09-16 11:30:06.459450,2023-12-15,correct,january,Rey,Conway,New Jersey,07797,LS,-89.878332,164.891437,True,subscripti,place,interest
e85b4a0c-2d0e-4bfc-8e84-245f36a4b714,e5b1750e-eea8-477c-86d0-5924ce050097,-2976.82,CAD,Bank Fees,Gas,2010-02-10,2025-12-04 00:54:21.679445,2003-11-26,won,attend,Cleo Rand,Prichard,Maryland,85131,ZM,33.946539,-132.511289,False,visitors,digital,direct debit
d2098962-7b4c-42b4-927b-ecf18ab2d9c3,c92baab6-3557-4ed0-a024-fb768e554f9b,1499.97,CAD,Transfer,Shopping,2005-12-08,2025-09-06 10:35:27.484498,2007-07-21,requiring,beef,Valencia,Abilene,Rhode Island,30988,GG,-61.384057,155.781203,False,haven,unresolved,atm
7223ad25-9514-4129-a3b8-9ad0c22ab8af,e103c04b-1411-4b56-a73d-9bbaab8c0e57,-2259.81,CAD,Entertainment,Online Transfer,2005-03-21,2025-07-01 23:39:56.206909,2014-10-14,topic,hell,Hegal,Bellaire,Kansas,89040,SE,27.825834,-89.85986,True,meetings,digital,direct debit
bdcaa1a9-be12-4046-933b-2a93c5abe3c6,3c187b83-d189-4426-a572-600e395693e4,-1281.56,USD,Shops,Payroll,2012-01-23,2025-04-09 22:51:50.065602,2018-02-26,proposal,require,Van Keuren,Temple City,Florida,14528,JE,72.684048,-120.410972,False,casino,unresolved,adjustment
c1b7c68a-d71c-478d-8dca-bd7afafce8c6,438bfefb-8887-4d01-80be-0893c05044a9,-1036.58,AUD,Gas Stations,Fast Food,2017-03-12,2025-04-15 03:16:42.904539,2015-09-21,con,gene,Gilbert,North Olmsted,Wisconsin,72396,KE,-35.008336,71.798894,False,med,digital,purchase
9b66fe96-8d6a-4565-aaf6-99c1bb720d52,a09d5889-1b97-43f8-8e82-8473b99474de,-2658.56,AUD,Restaurants,ATM,2010-10-13,2025-10-04 11:22:54.480101,2019-03-27,answered,skill,Toland,Marysville,Delaware,20055,AE,27.987341,73.331294,True,someone,place,standing order
a6365d49-c738-48ab-8493-c4cbba854612,7ffeff49-665d-4e2e-9550-d0aad1da893b,-4989.14,CAD,Payment,Online Transfer,2021-12-26,2025-10-19 02:43:08.328399,2003-04-10,enjoy,merchants,Brunswick,Shawnee,South Dakota,00035,FO,-4.174793,-132.228075,False,interpreta,digital,bill payment
0b8fc390-3026-4fe4-a6c3-6fbd50b89ab3,182f5c29-eaec-4de0-bd4f-b0b90217a5e4,-2738.09,CAD,Payment,Utilities,2003-03-12,2025-09-13 13:38:08.602727,2012-07-06,alan,ac,Sola,East Peoria,Ohio,19547,ST,32.396891,-176.656699,False,discrimina,unresolved,transfer
720d6792-24c8-4fb9-963e-ec2da8116c57,42004b69-9628-41b8-a1c2-aa341bd41b89,1955.97,GBP,Travel,Rent,2015-11-18,2025-09-06 15:18:08.196187,2010-08-20,vietnam,some,Peter Yorke,Delaware,Connecticut,04447,PF,57.079625,175.735767,True,itself,digital,atm
b85ac8fd-10b4-4200-9257-4c0eba5d308b,353f8768-fe4b-4d12-bd5c-ed76de9003ba,-776.86,EUR,Food and Drink,Online Transfer,2001-06-01,2025-03-07 12:35:32.684793,2015-07-22,pdas,temporary,Chestnut,Bellwood,Montana,78115,BZ,-66.208473,-154.50181,True,heroes,special,standing order
b8509c9d-e6d4-46bf-9d8f-44db9c1cdf96,e3646a9b-9004-4e49-a6ea-99a1d3e8117c,-1169.3,GBP,Gas Stations,Utilities,2015-07-23,2025-08-06 02:36:01.834541,2024-04-10,kings,potentiall,Pulaski,Daytona Beach,Louisiana,48088,BL,41.537409,-143.126219,False,depth,special,transfer
c37f39e5-42d7-4cc8-ab71-582751d3a955,8cfcc836-ae99-461c-a1c2-bbd704ba17ba,-1866.49,USD,Food and Drink,Groceries,2001-05-08,2025-03-25 14:36:47.810074,2024-08-18,bulletin,drinking,Bernard,Rockledge,Ohio,89981,LB,68.578019,-130.633454,True,xp,unresolved,bank charge
548888e1-08ff-485d-a4ec-2c461742c3bc,d2b58e2a-7260-4bd1-9b73-8d85a0b5f0f8,2734.6,CAD,Shops,ATM,2016-02-19,2025-05-25 17:52:23.568373,2024-01-25,attitude,rehabilita,Shoup,East Palo Alto,Montana,91039,SL,45.568404,-132.067357,False,moscow,place,bill payment
7ba31d94-9e3f-4060-b0b8-4ad7cee4da88,53884e4e-177a-4fb8-b7c3-ef228dc9aea2,4929.4,USD,Deposit,Payroll,2023-08-18,2025-07-04 23:53:41.787842,2007-05-28,mile,substances,Saint Francis,Glendale,Nevada,67764,CR,-64.286448,10.98298,True,orchestra,place,direct debit
43f08320-ee5a-4021-9ded-89fdea99b19a,cfceea3a-ab6b-4e1d-91be-1a0a2e2e9b45,-4915.25,EUR,Travel,Online Transfer,2001-08-09,2025-02-15 03:49:51.248455,2006-12-19,jeans,presented,Laussat,Eastpointe,Arkansas,55705,LR,27.003638,-21.564209,True,bunch,digital,cheque
8963a2c4-feab-482f-969e-49a62620ef2a,4152309b-d805-429f-b08a-8be58512fedd,2224.32,USD,Restaurants,Entertainment,2022-06-28,2025-03-20 04:50:13.853047,2006-01-19,lg,modern,Valletta,Converse,Arkansas,90156,EC,23.054407,-125.505313,True,spoke,digital,direct debit
16ad68c1-6a54-4257-a73b-64d2fc4a1760,0bbca19e-410e-4470-a7a0-69303e25fa63,-882.9,CAD,Restaurants,Shopping,2011-09-09,2025-06-23 09:18:36.280329,2016-11-27,cleaner,asia,Pena,Cathedral City,Oregon,25645,LY,33.581911,129.586509,True,examine,place,direct debit
9871aebb-2b36-42de-a32c-15a7afab0664,6daa1ba8-bb50-4d78-be65-81cd1aba1b0b,-4133.12,USD,Gas Stations,Healthcare,2003-03-31,2025-01-09 20:08:44.908149,2004-04-05,sw,carter,Lydia,Fort Smith,Indiana,63216,KN,-71.91628,90.880433,True,clearance,digital,interest
ae12393a-4711-48b2-9400-65614c85d765,f28de37f-9298-4e07-aa7f-9d0d6f840f68,895.74,CAD,Deposit,Shopping,2022-06-27,2025-11-13 15:09:36.663121,2008-11-14,done,hiking,Lydia,Suisun City,California,06505,LS,-20.874256,166.769536,True,tom,unresolved,interest
6ff7c027-94a9-415b-b99f-df7adda845fa,dc0b8421-0cc0-48e2-8eda-a276f0ee83ab,-1854.96,EUR,Travel,Shopping,2012-08-03,2025-07-17 23:17:44.981819,2011-08-31,flickr,edward,Jakey,Chesterfield,Minnesota,88318,PS,-64.830566,-80.291643,False,losing,place,transfer
c1803992-aea7-4726-beab-80e7f083e20c,3c8dde6f-60c6-403d-bf8a-16f91be17cf8,-4157.51,EUR,Shops,Payroll,2015-06-19,2025-12-03 23:29:40.696405,2022-06-28,under,library,Liberty,Plum,Tennessee,56591,TW,9.611394,36.002832,False,revision,special,interest
378e4fa6-2fae-426a-93fc-09e992daa637,99552530-45e8-47ce-a4a4-53c1ecb2e9a3,1075.93,CAD,Bank Fees,Shopping,2002-09-13,2025-07-27 06:31:17.338548,2009-06-18,complete,bibliograp,Danton,Fountain Valley,Delaware,87122,GS,50.214537,68.571387,False,reporting,place,cash
2d779566-29b1-4bdd-aab8-446de939b0ec,72bdb1b1-f0c6-4da8-9376-eb5d06f0b62d,3478.92,CAD,Payment,ATM,2018-03-19,2025-06-29 21:48:03.048174,2003-11-26,mark,sun,Gardener,Sanford,South Dakota,85290,NI,28.512967,-71.40624,True,sky,unresolved,bank charge
f437ba1a-0047-4686-bdc9-456c72976887,cc1ef71d-354a-4a58-8084-d0ae2a100ea0,177.49,EUR,Bank Fees,Shopping,2014-01-04,2025-08-15 00:27:12.722040,2004-11-10,position,ending,Quesada,Westmont,Louisiana,03191,KG,1.714062,89.223711,False,possibilit,special,transfer
4356e8c0-2378-42f6-84bb-645f987b2d00,106d9bc0-5a3d-4ed4-adbc-05071b23cb47,-2044.58,AUD,Deposit,Online Transfer,2005-05-03,2025-05-03 11:42:57.680432,2005-01-13,pound,bike,Welsh,Sevierville,Nevada,51961,AR,-80.177556,143.248522,True,moreover,place,bill payment
b3989f93-c1d5-4b69-9020-4f26e1de28ec,10ec060a-5f86-43fe-acab-bf94e507aecf,4546.72,EUR,Groceries,Healthcare,2020-05-24,2025-07-21 02:45:06.001139,2006-08-03,single,adequate,Nelson,Paramus,Oklahoma,11387,TO,-0.92021,-139.412281,False,lines,special,standing order
ec0a1eda-14ae-40a9-b0fa-f82b54063518,1a26e94a-b0b4-4543-9bfe-3433ca81f4da,-4.17,GBP,Restaurants,Groceries,2004-10-08,2025-01-01 22:21:52.126451,2013-12-05,fuel,jurisdicti,Battery Safford,Jersey City,Indiana,66358,NC,16.907358,10.18314,False,fax,place,interest
c6c4eb51-b5d2-419a-bd37-352a7354f380,b4745543-9e34-4728-aedc-0043cf3b7f65,4776.97,AUD,Travel,Entertainment,2015-02-08,2025-02-24 03:06:20.385416,2009-03-13,to,blues,Dublin,Escondido,Hawaii,98807,GQ,87.638856,156.212785,True,chile,special,transfer
140376ac-fc53-4f09-b2f0-d3081cef5867,c92baab6-3557-4ed0-a024-fb768e554f9b,-3680.17,USD,Transfer,Online Transfer,2024-03-21,2025-02-17 18:00:39.681595,2005-08-12,css,conduct,Piper,Walker,Texas,88271,TV,64.946521,24.61694,True,than,unresolved,purchase
eca1d1fd-8ba9-48ae-af1a-594d6c17652b,aee210e7-691d-4bc8-a6b0-7b45d502fac1,-1345.88,AUD,Restaurants,Healthcare,2023-04-21,2025-07-20 21:28:55.227797,2002-02-05,obligation,soap,Battery Chamberlin,Miami Beach,Iowa,19388,DM,32.929569,94.581338,True,locked,unresolved,standing order
169bcec5-19dc-4bac-8c8d-8123c29c900f,3c8dde6f-60c6-403d-bf8a-16f91be17cf8,4544.53,AUD,Healthcare,Payroll,2024-02-19,2025-06-14 10:50:08.259822,2008-11-03,low,me,Ash,Rosemead,Illinois,32073,LT,48.666069,-173.991815,False,res,digital,interest
d9e6a4ca-4d60-4eb2-b27b-ce5e633ebc80,4f5b8319-7f27-4118-9ef1-805fae4c3224,-4324.67,USD,Food and Drink,Payroll,2007-09-20,2025-12-01 21:56:19.215425,2016-10-17,broadcast,intended,Parnassus,San Jacinto,Ohio,30825,FI,-42.80665,-165.66233,False,baby,place,adjustment
b3fdd1db-3c48-47f2-95a3-520deaa4af07,71d42ca4-7ae8-4b39-b29f-7d619e2c3500,-4395.31,USD,Transportation,ATM,2006-12-13,2025-11-02 07:31:24.118220,2007-08-21,siemens,transforma,Battery Blaney,Cambridge,Rhode Island,47365,ID,52.0722,2.379818,False,johnny,place,cash
c371a0b1-419b-43e1-8ba6-dc9b80205f43,ef551f34-c9ae-47fe-886b-e304f985687d,1285.71,GBP,Recreation,Fast Food,2019-02-17,2025-06-30 10:08:24.902628,2018-07-12,espn,foreign,Florida,Flower Mound,Arizona,70957,RW,0.188814,-30.444482,False,shower,special,bill payment
aaca7bb2-13b5-4a5a-b938-5c106ab4f77a,0c524701-e933-4723-954f-958bff1641a2,2018.11,AUD,Food and Drink,Online Transfer,2017-11-06,2025-02-01 18:04:00.274921,2006-01-30,technology,networking,Fredela,Kannapolis,Nevada,06338,QA,-75.162994,13.163334,True,retail,unresolved,atm
08f843dd-88cc-468a-8f69-d2e69fa50cfa,c446df25-da7e-4b73-862c-7b8458ea6319,1160.47,AUD,Deposit,Entertainment,2001-07-17,2025-11-23 16:49:26.444150,2022-07-03,federation,properties,Leona,Muskegon,Maryland,63651,PA,-40.055808,-68.433521,False,alex,place,transfer
febabfd5-76dd-4e73-b0ed-917c9133d1f6,4b64e654-47fa-4558-8a6e-75b4702e44c2,113.05,AUD,Bank Fees,Gas,2020-09-18,2025-05-03 09:05:32.965659,2006-03-18,shooting,cup,Nottingham,San Dimas,West Virginia,96350,GA,-53.424451,110.901629,False,stick,special,transfer
79cf66ea-93fe-4b1e-9c97-bad0fc58a462,438bfefb-8887-4d01-80be-0893c05044a9,363.9,USD,Bank Fees,Payroll,2010-07-19,2025-05-23 13:46:54.250229,2001-04-03,cent,dakota,Germania,Lubbock,Pennsylvania,63465,SO,-19.668329,48.345929,False,california,unresolved,standing order
68ca2bc6-624a-4cfa-b818-0419cc604c3c,398fc9ad-580e-4da5-8cab-8e84a5a59495,3345.26,GBP,Gas Stations,Fast Food,2013-02-15,2025-05-22 23:42:47.184178,2003-01-23,canyon,band,Emerson,Roseburg,Colorado,26609,EC,32.590023,-156.19857,False,pre,digital,transfer
5c2c69a6-8af5-4d4a-8352-207ee28279d3,5ab17e5d-ce0e-4ef2-b68e-087d3b95beb0,1986.76,GBP,Transportation,Shopping,2004-12-01,2025-08-31 11:33:33.821021,2023-05-06,same,baker,Loomis,El Paso,Illinois,10967,KM,41.392508,124.728521,False,romance,unresolved,bill payment
96f9ec9c-4892-4182-8328-705845b4798f,5a8410b0-db4d-4602-a18e-a7ce2e826d97,-4420.94,GBP,Transfer,Shopping,2011-03-24,2025-12-29 03:49:57.030782,2010-07-09,reserve,antenna,Pollock,Racine,Oregon,16426,AE,-74.481696,-23.585908,True,bound,place,transfer
fa9d5bea-3661-4021-97bc-1e0140bc5c05,cdfe525c-7188-4ce0-8fad-9a8b3063f7f6,-466.28,EUR,Healthcare,Rent,2016-02-09,2025-08-15 16:23:03.523879,2018-03-12,screens,liberty,Cleveland,Tualatin,Nevada,28645,VE,19.589833,-68.655577,True,asked,place,standing order
7977f3c2-85bd-417b-92f5-e809368f2ae1,1140f8a0-e58c-40aa-b4c6-2c5b3f28685b,2416.94,USD,Recreation,Groceries,2005-05-25,2025-10-22 23:07:14.776764,2016-01-02,built,di,Corwin,Mayfield Heights,Florida,86959,UM,43.318472,-137.000518,False,attendance,digital,cheque
199a62df-fd31-4a60-9e8d-c1f6345077d3,60eabc5f-fac1-4aaf-862f-0d1850d26fdf,2079.01,USD,Bank Fees,ATM,2000-04-02,2025-06-13 04:11:59.899138,2001-09-26,pic,reputation,Rock,Pocatello,Washington,84941,TO,36.26993,-121.020253,False,safari,special,bank charge
142b53b5-8d22-46bb-a55c-44be6a17b259,89847475-7db8-43a9-8bf1-00a7e5412fcd,4530.16,EUR,Groceries,ATM,2022-12-21,2025-04-11 07:26:58.755276,2010-05-27,trade,coordinato,Sergeant John V Young,Martinez,Kentucky,78274,EE,4.140965,101.875357,True,thin,digital,cashback
f687517a-c9ed-4bb2-9013-80c769306c28,330fbdfd-2fee-4164-91b7-23928d72c404,2207.66,CAD,Travel,Groceries,2002-10-12,2025-09-22 01:11:14.843409,2016-01-31,components,finland,Judson,Manhattan,California,72380,CD,-59.946668,-134.304981,False,believe,digital,bank charge
ab6818bb-78db-4796-a3c1-2e0048fd6e8e,53daa248-adb5-49f8-b950-7a7c95bfe3fc,2811.24,GBP,Groceries,Fast Food,2012-02-29,2025-05-25 09:20:05.579958,2014-01-12,sport,updated,Harding,La Porte,Vermont,12434,AZ,-41.622392,139.109314,False,values,special,direct debit
ffd23500-5c19-4e29-8c6a-b19b57e7751d,969fdb46-b22b-44d9-8e77-9788a07141be,2714.3,AUD,Gas Stations,Online Transfer,2006-05-19,2025-12-20 07:29:23.620432,2015-04-24,files,claims,Gay,Whitehall,Nebraska,37908,MQ,-84.715875,110.558825,True,lat,digital,transfer
287ec21c-5258-4674-8a55-24b11e521ba8,3354bd16-8a1d-4bc2-9b15-e9d6624519b1,-2280.19,GBP,Gas Stations,Gas,2017-04-05,2025-07-01 07:34:22.666833,2022-01-31,rankings,demonstrat,Oak Park,Millbrook,Alabama,92388,ME,-78.503042,76.436369,False,mirror,place,interest
28b0ac9f-21b1-4054-9ab0-bc0fcc9e94ff,d9ef6a2e-c928-42f6-8dfd-b7ddc368ea52,766.52,USD,Transfer,Utilities,2010-01-25,2025-12-24 09:06:13.555550,2007-07-16,bishop,monster,Waltham,Vista,Rhode Island,84243,PE,-76.127394,-16.1288,False,administra,place,cheque
7589f9ca-529f-4c8a-bdf8-9779b2548396,50765eed-f7d5-405f-9c27-e958900d0603,-1398.76,AUD,Gas Stations,Payroll,2001-03-23,2025-02-02 07:57:54.545007,2013-12-29,creator,connection,Pennsylvania,South Jordan,Hawaii,89959,MU,-0.070199,24.079006,False,duties,digital,cashback
5cb887e2-2ff8-44e5-ba19-1232b71daa1f,950982e6-3687-4428-83f5-58f3961038b4,-1323.12,EUR,Transportation,Entertainment,2011-08-24,2025-10-04 16:08:40.859793,2012-02-19,think,maintained,Woodacre,Round Lake Beach,Alaska,04812,GN,-44.079105,-142.954231,False,wednesday,special,cashback
0edd359f-ccd2-4ad4-8e19-82c0474c3c08,5dad8e83-b876-4819-81b0-05c431257781,739.12,GBP,Healthcare,Gas,2018-01-14,2025-04-10 08:54:20.971025,2025-07-23,birmingham,covers,Gibson,Matthews,Massachusetts,38294,TG,40.100107,-97.774408,False,lb,unresolved,interest
dd0b1c2d-6877-4db7-8ae0-557c3d67c1b2,ebb630f1-104c-4a37-a658-995c9be85345,88.25,USD,Shops,Entertainment,2023-06-11,2025-05-08 02:12:08.817823,2024-10-04,prohibited,fotos,Candyland,Miami Beach,Alaska,70920,ZW,-82.073177,130.654258,False,myself,special,direct debit
d8b0f9c9-bc39-48fb-89a4-a807dc056ffe,40d89e22-e54b-4cb6-89f4-cfeedbb27288,-2554.49,EUR,Restaurants,Shopping,2004-02-06,2025-08-11 13:07:34.375691,2024-04-15,image,violation,Battery Wagner,Sun Prairie,Alaska,91011,PE,-5.082374,-42.127389,True,company,place,adjustment
ed493f93-000d-4452-9905-7d82c633e72c,b962142f-a402-4534-8b50-e734284e1196,-3499.15,GBP,Bank Fees,Insurance,2009-08-09,2025-02-06 21:19:52.738936,2022-10-02,flags,gate,Compton,Orlando,Indiana,42369,PY,77.608814,128.694671,False,cp,digital,cheque
49d6beaf-7f64-4c73-8ebb-7ba9d54f77d6,0c6328ae-e0f6-4fe0-83ed-ef8e06cfd53f,528.65,GBP,Gas Stations,Healthcare,2006-06-05,2025-12-08 11:25:32.051328,2021-05-09,dance,brings,Concord,Troy,Hawaii,91036,ZW,74.510581,86.639698,False,wise,special,adjustment
5b2b7f47-65fd-44dd-9504-f106f9f7325f,ed600d17-f96a-4bf7-b4cb-c7fca04e593c,-806.31,AUD,Deposit,Insurance,2005-01-31,2025-08-18 23:35:15.099326,2014-02-26,cached,brass,Normandie,Lansing,Virginia,15826,GF,-32.075637,-30.147625,False,cartoons,special,interest
14b749d4-a967-43ba-b58c-58d7c7597c1b,9109ba58-b4d4-4927-99d7-4cc7ca14a326,2202.88,AUD,Entertainment,Rent,2025-03-04,2025-01-27 07:08:12.863684,2012-06-22,restricted,production,Cortes,Vicksburg,Oregon,73435,GS,-41.173568,-151.960655,True,memorial,digital,cash
f5ca24cd-d8bb-4693-88cd-5c82874de3b5,4ce1ae9b-50df-44fd-af9d-ff6e357ab81f,-1271.92,EUR,Payment,Utilities,2020-11-03,2025-02-01 02:12:57.677366,2014-03-03,announce,explore,Ames,Wyoming,Nebraska,81968,PT,0.36737,144.698763,False,brought,digital,atm
d07f249c-2df2-4a42-8c7e-ca047576b1b1,ecc74908-4207-4045-a927-a8faa1a436d1,-3206.56,EUR,Transfer,Utilities,2025-06-04,2025-08-02 05:59:36.454197,2023-07-16,earlier,nh,Dow,Madera,Idaho,79285,LA,54.780844,173.308991,True,essays,digital,standing order
42ba28a4-28a9-43bf-8e20-dc48f93b5c4b,47ec213d-f3ad-4327-9d89-887adb31a8d6,4540.79,USD,Transportation,Entertainment,2000-07-22,2025-03-12 06:58:11.288339,2008-08-29,wet,inc,Santa Clara,Madison,Washington,53292,KI,-77.593241,-12.566096,False,med,place,standing order
9f5058af-e95d-4098-b209-8878278f95bb,9fa6bf1e-3c7b-4b3f-a09b-c42cbb16f2fc,-2176.93,CAD,Deposit,Coffee Shop,2004-01-20,2025-11-10 15:26:56.577438,2015-01-03,effect,stem,Highland,Suffolk,New Jersey,56343,LB,62.072371,-62.171668,True,conference,place,interest
9e0be8d8-d501-4adf-9d2b-bcd9daab8df5,b72a1c4a-5d40-47e0-9852-9be5fac3122f,530.91,CAD,Restaurants,Coffee Shop,2008-07-05,2025-04-21 16:15:40.841134,2017-01-13,austin,special,Gillette,Jacksonville Beach,Kentucky,38720,YT,-88.565549,-107.758385,False,jazz,place,adjustment
408f159e-8263-4be4-81f8-d517c9c04c10,8c82731e-0907-4a69-89ec-46d36a2b5d72,638.07,CAD,Travel,Online Transfer,2025-12-12,2025-09-26 15:22:58.593128,2016-06-13,poetry,commons,Foerster,Bozeman,Kansas,74766,LC,-35.296325,44.178309,False,zero,digital,atm
c882bd39-fa25-43e4-bf8f-95a524d5e65b,21b9f41e-aae7-414a-a5e9-9dc068e4b027,-360.73,USD,Food and Drink,Groceries,2008-03-01,2025-10-08 00:57:51.816356,2008-01-26,king,booking,Rosenkranz,Van Buren,Alaska,02635,KY,16.504368,-2.390157,False,ignore,special,interest
049c2f93-242b-4584-9dbb-5a16d0adf3a8,d3121c88-659d-48bb-a2d8-8ab1f8da00d7,2726.13,USD,Groceries,Gas,2015-09-12,2025-03-04 07:42:15.279473,2017-12-02,periods,beach,West Point,Noblesville,Minnesota,47372,ER,-54.823964,144.159587,False,century,special,cheque
61038039-6381-4179-9b9f-02a60d62848b,763d05e2-beaf-40a6-b9e4-d7aaae1b361e,2604.82,CAD,Entertainment,Entertainment,2024-04-19,2025-06-30 05:11:15.621301,2010-12-23,guaranteed,names,Hansen,Cedar Falls,Washington,11571,DJ,-45.877163,-177.703962,True,blonde,unresolved,cheque
9da15f1f-46e4-4b73-bc02-4e15f7587f85,e55ea147-e0c8-4268-815b-90b66393f965,-899.64,GBP,Food and Drink,Payroll,2011-10-01,2025-10-19 04:36:12.877340,2025-08-18,treated,which,Skyline,Gardena,Washington,57598,GD,-48.060406,-55.287469,True,atom,digital,interest
c9987664-af3f-4154-8dee-5be9abef785d,4216f4db-d4fa-45af-9d10-10ac903bd5d3,3395.74,USD,Restaurants,Healthcare,2009-03-16,2025-02-02 07:38:14.020896,2016-08-01,well,farmers,Haight,Junction City,Idaho,37100,GB,67.895751,162.356494,False,necessaril,digital,transfer
f94f3108-8368-47dd-ae3b-07a12c12440d,865d4227-31cc-4dc2-a5a2-6e8f50e089e6,-4985.38,AUD,Food and Drink,Healthcare,2010-10-07,2025-06-23 05:58:51.885296,2010-01-01,worst,ca,Crespi,Redondo Beach,Wisconsin,48544,CO,28.314693,125.642156,False,south,digital,cashback
44786f48-104c-46cc-b297-6cbc021523d7,796a65ff-9602-45db-a028-60139f6a1549,2272.15,AUD,Shops,ATM,2004-10-23,2025-02-28 16:55:23.076054,2011-12-31,rack,drop,Berry,Flagstaff,New Mexico,10456,CD,-71.289177,10.733216,True,provides,special,purchase
db6037ec-e9b4-4e4e-94af-13560841777d,40d89e22-e54b-4cb6-89f4-cfeedbb27288,-2618.32,USD,Healthcare,Insurance,2021-07-19,2025-06-10 10:08:10.767926,2013-11-16,motor,door,Don Chee,Wauwatosa,Oregon,90254,MV,-1.434802,-158.437773,True,schedule,unresolved,cheque
