expense_id,transaction_id,user_id,vendor_id,amount,currency,category,subcategory,description,business_purpose,expense_date,status,billable,project_id,tax_amount,tax_rate,created_at,submitted_at,approved_at
3d85e24c-6fa8-48cf-93fb-6a22589ee852,7c5489ba-e2c5-4d12-8a60-8ea4034f36ea,a17c03db-5a42-4e6a-a076-93f14f37a9c5,c2e7c988-253a-43a8-a09d-829c61cfeb84,9825.82,EUR,travel,previously,mill,internal,2013-09-05,rejected,True,10718ef6-caf7-4e2c-ab04-c45291215b49,344.26,0.0223,2025-09-28 08:22:37.523061,2025-03-02 11:02:07.720450,2025-07-01 00:08:27.543575
6317a77b-dba2-4717-8a8a-4bda0ef51f9b,43b357f4-ed4c-442b-a5b6-f5d992fed110,47f7340c-0c94-4669-ad2d-fa242008133f,7d9bc43c-4522-49ae-9bfe-c42d792c2ac6,82.18,EUR,office_supplies,browsing,belief,rate,2009-11-19,draft,False,90d06956-b6a0-4729-b1e4-33f32d4baf82,986.42,0.101,2025-08-15 15:27:47.127247,2025-01-05 18:52:29.421286,2025-08-15 10:22:53.378830
bc2e6b1e-3ac4-4664-8c6c-ef91ef0e654c,72af7ee6-8965-4265-b457-2bcf29fd93b7,1a41e413-7759-4364-b642-3e75b766133e,d212a02a-30a4-4a4c-b6ed-cafd998a11ab,1276.43,USD,software,computers,nashville,wall,2021-08-20,reimbursed,True,9731288f-b55c-40d3-857e-9eab8181f5b5,294.18,0.0923,2025-12-08 03:43:43.625435,2025-07-13 14:56:05.096042,2025-03-26 11:12:21.187635
149a0db5-1411-484d-bc85-63aa2e66373a,d8aa26f1-32e8-46f2-a536-fa7fa96b7f9a,c4b8dff5-0b6f-4238-9d77-54f9b0b441f0,5074bf68-e5ee-43d7-8a81-17c71bb4eb60,5489.3,CAD,travel,rf,scan,crew,2004-10-27,reimbursed,False,c7ce49ae-0d76-4287-b5ff-12c86727773a,53.13,0.1758,2025-09-13 05:55:56.602314,2025-09-16 20:37:12.926235,2025-06-20 07:40:29.665574
a548740d-8345-45eb-adf3-ed2892a46f70,8a1b1741-43f8-43ea-9ac5-2fe43277ff6e,ddba32f4-c86b-4bd4-926f-c61591c38d44,e4cd0608-2300-463e-880d-24b861378d40,8207.71,CAD,meals,fundamenta,base,quiz,2004-08-12,rejected,True,a0ae64bd-9086-49db-84b0-017cee6b9556,359.24,0.2153,2025-04-03 10:33:47.397728,2025-01-16 02:13:54.549798,2025-08-22 14:42:35.352375
e19447c2-01ca-4de9-8d17-b9341b1d4bf5,d6acb843-535b-4c9a-abc9-9780e76b5522,c6998c32-5afe-4043-bd84-992323da3c5f,b23da68f-5899-4278-a7ab-4ddb641f44b6,8656.93,CAD,office_supplies,designated,sound,pantyhose,2009-11-21,submitted,True,faf42b5d-ae77-4bd4-890a-51c662175a6f,235.24,0.1756,2025-08-19 08:58:22.258070,2025-05-03 03:11:13.922366,2025-05-27 13:44:11.678204
64cca319-fb00-49c2-986f-e99e3ab120e6,7cbfe8c8-1916-488a-865f-0bf7ab75807b,27ae4498-85b3-4ec6-b47f-b730ce7c3a9a,58b98bb4-23f4-42b0-8dd9-a227a981edbf,3943.29,USD,travel,things,connecticu,requiremen,2017-06-02,approved,True,0cd9e308-a8ae-4e39-9d46-8c8dff04c759,318.13,0.0957,2025-10-13 14:44:09.754988,2025-07-31 08:29:19.005650,2025-06-23 00:14:30.330950
a07073f3-f125-4229-8a47-1f66a82ac168,b098270b-2fd2-434f-98a0-6416bdcc8f39,a15061a0-82b4-4b81-96dc-3401a3301e37,de1d03c4-d061-4558-b38d-130a10cd46a2,3816.27,GBP,marketing,care,area,profile,2000-02-29,rejected,False,c55fe656-7a4f-4cc1-9916-91a4a9f026c2,545.12,0.1656,2025-01-11 11:31:47.045489,2025-08-17 14:42:04.959603,2025-04-16 23:47:11.582895
c9577b22-b25b-46e6-b287-25b1aead3dcd,fb9d124e-2aef-451c-9240-3eca93de8951,cd332d1d-f4e5-4b78-9032-b7e4dd049a64,168ffc63-b261-414f-81ac-c1fbd091cc0d,4749.24,USD,other,commission,cc,european,2015-12-08,draft,True,3285ec46-e562-466b-a9fa-c64be380766f,188.23,0.0961,2025-08-13 16:22:27.265522,2025-10-14 11:13:48.824074,2025-10-11 09:30:05.520797
349b9209-3e36-45f9-b297-8743ee04b90b,fbb499f0-2935-4a38-91ef-240a3f403514,2241d59e-48a1-4208-8e06-d268ca130094,9266f83d-d1b0-47fe-bfcf-84896f29ca4d,9244.9,EUR,meals,da,conditions,takes,2022-08-26,rejected,False,699156c3-77df-44da-a73a-fe9c3dc32256,839.96,0.0386,2025-12-04 13:33:27.511672,2025-12-09 16:36:39.413623,2025-12-30 10:54:06.689188
3a860953-6922-4680-990b-a79d49f0b5ea,e2b3666c-dddc-4d59-ac5d-7a0c54a435be,91601eeb-7147-40ee-b068-b9f1f628f059,58b98bb4-23f4-42b0-8dd9-a227a981edbf,9974.56,USD,other,commentary,elements,prime,2020-07-01,approved,False,e91de7cd-5622-4355-8fb0-43d1f27f3cdf,670.07,0.0336,2025-09-01 08:18:13.381389,2025-06-24 03:00:03.437061,2025-01-26 23:28:40.452624
a860bd8c-4964-4293-8db2-5842375bc6d6,e6ff7a2d-3e89-4cfb-a944-8935c5ae8a36,1984eea8-6556-46b4-8824-205f4527ed0c,4e328432-1992-48b0-af15-1661737890be,718.39,GBP,software,disorders,kick,monthly,2000-04-29,rejected,False,5f4fa348-5a9a-40f2-b782-2f274eeae6bc,15.71,0.1803,2025-06-08 00:02:41.848293,2025-11-07 08:05:23.162527,2025-05-25 21:09:47.089114
b7551979-ead7-432e-8998-1b42fe7f329c,2cdd79a7-26f5-4959-b07d-6a7670aa8ddd,699092c6-d7f5-4720-8c9b-07213baf45af,f6a505d8-94d7-4c32-a3f5-05a97f7052c7,4867.53,USD,office_supplies,filter,panasonic,indoor,2004-09-04,submitted,False,e8f3a04a-b20a-4a8e-869b-636151fcccca,436.74,0.2476,2025-04-02 19:18:15.828049,2025-02-25 17:55:03.566408,2025-12-12 06:29:19.112012
4f5c6c14-2b3f-4b0e-84e3-27b3ca443522,f189d916-9c61-42aa-96e5-2d99c731e116,3cec360a-48af-48b1-a30e-e1ca7a3a333c,d878b104-37ab-4db6-b175-5929301b5a2f,847.55,GBP,marketing,original,social,an,2005-12-14,submitted,True,5ff2499a-f4a7-463b-957d-1d9e762aef49,642.24,0.104,2025-01-30 05:59:27.663302,2025-05-11 21:48:32.404696,2025-09-19 20:42:16.137063
4cfa04e5-efd4-4217-b686-7013a8f60e5c,72eb341c-6112-4f7e-b62d-a27de0938a9d,f7494b45-13c2-4d6e-b5fd-84bea87c2068,8ccdd52f-51ac-4041-9253-1ad3945ad94e,4560.83,EUR,training,something,gi,make,2024-01-13,submitted,True,75a3e4e5-24a7-4714-9f6d-337b4b5e3edc,788.93,0.1511,2025-05-18 17:29:32.136170,2025-03-25 17:09:22.204426,2025-06-26 10:09:09.022821
a7413dce-8d2d-4030-8fd0-e3b091bfb4cf,bd036060-0f3e-4827-a7fe-0e1ba6950a53,7a5d55ec-7d23-40e0-ad6e-dbbb74b9ece5,1f6d0280-0a43-416c-a314-05d70482cc69,4257.62,USD,consulting,counter,proceed,fight,2010-04-26,draft,True,4fc07faa-406f-48ab-b233-f6fb18656b53,179.8,0.1274,2025-09-02 07:00:11.369928,2025-06-15 03:25:53.918467,2025-10-11 22:19:26.479360
204f5098-974c-4b3b-b98f-ff5604afdecc,1a6d40cb-4624-4dda-9b47-150735c7f903,8597ddd5-bb40-4f3f-8959-53475097639e,1a900138-0b5a-4ffc-b81d-326bb0ed87e7,5520.95,EUR,training,shares,second,corporatio,2004-04-20,submitted,True,ee4483d5-0ab4-4218-a50a-5faecbbb7dee,450.05,0.0888,2025-11-29 09:19:06.573033,2025-11-02 14:04:53.791077,2025-04-17 06:53:41.702469
cf926113-1d96-456c-ad60-d8854d1def0a,743bce9e-9669-4753-ad05-6901ecc23328,ad14fcd1-2481-4cc2-af2b-899d42e2164b,26f23338-0cde-4e9f-8f4d-497c4ebb84d4,1858.72,EUR,marketing,prints,lay,smart,2011-02-09,draft,True,a5519285-a889-48f3-a43e-bfecd9dd438f,604.57,0.1445,2025-04-12 09:29:25.385449,2025-09-23 23:47:35.819686,2025-05-25 22:46:29.428942
83880014-9a01-43fe-90cd-b092d2367783,d8113bd8-d5f9-47d1-8bd8-18699ec847c1,161fe5d4-314e-4a5e-ae89-47a58c164287,ab751efb-6efe-4d21-b6a8-987fbaab1212,8468.19,EUR,travel,sean,believe,roger,2005-01-14,reimbursed,False,28354959-400e-423a-b7e3-0e60da609959,236.75,0.1254,2025-12-21 09:49:32.919827,2025-08-07 14:01:58.712311,2025-02-23 19:30:25.833724
3603a9fb-8c39-43ba-be7d-7cc7b18fccbc,b0bb77b0-b9ac-487e-b1dc-22c43d11dc87,25ae5312-fb1c-4dc5-8b10-0ebf9a2e88b4,f6a505d8-94d7-4c32-a3f5-05a97f7052c7,4108.97,GBP,marketing,dinner,iowa,alone,2003-08-27,rejected,True,7b031d04-132e-436c-a3d5-1e0a8687b687,546.17,0.0917,2025-04-05 13:19:46.962232,2025-08-06 21:11:23.380047,2025-05-12 17:51:58.533002
70821ee9-a4f4-40a2-bbcd-9152e901529d,7c2a3ef0-2791-4599-966e-2f76e8d6bc60,81e6687d-f197-4e81-9dfe-abef1f20c38a,830bdbcf-3f43-4652-ba26-f8c9a5aa8ce5,9782.36,CAD,office_supplies,brother,period,concepts,2010-01-04,rejected,False,047fd61c-c75f-4185-a38c-90873fc270fc,568.15,0.1762,2025-10-19 18:00:39.097289,2025-02-02 05:24:15.911586,2025-01-22 03:38:37.031601
791c5999-4183-4060-916d-c6248dc4a144,e6022c22-e4d6-4d58-81b9-bed72c646640,fe124246-73fc-4921-b566-458ce66c0ff8,b190b03f-c1b4-4cf9-9008-3a4345d0fcdf,1132.53,USD,software,caused,multimedia,front,2014-12-08,submitted,True,549eb16f-2946-45c1-926f-3ed1a4f3248e,481.53,0.1726,2025-09-25 17:15:19.000397,2025-10-02 13:43:00.474610,2025-02-18 14:11:51.922174
29746d50-b48e-45ec-b4b1-c992dd45f979,2f0df27a-4a14-46b5-82be-68a8aae3bd19,e916264d-4d48-49d9-a16e-9d00e042baa5,794126e1-ce77-457c-860c-ee929dbc5e97,1421.73,CAD,training,games,muslim,amateur,2019-08-02,approved,False,f5466582-35cd-43d9-9a96-cbf7fb089b09,731.29,0.2459,2025-05-11 01:43:23.571772,2025-11-02 05:16:16.950821,2025-11-25 18:18:40.869411
25868ca8-4e26-430a-92b1-729e8a540cd0,69b84959-fde5-4762-bc75-5da92d740892,7c7be9fb-0972-423f-ac9b-d817483ccb21,73cf30b0-64fe-4b0f-81f6-68788baa0920,9836.7,USD,software,probably,organic,suddenly,2006-10-21,submitted,False,a72f651d-5088-47a1-8fa4-4db336e113ae,778.87,0.1162,2025-05-06 04:20:31.515624,2025-01-10 20:08:06.287795,2025-04-17 05:59:51.206475
f68dc15f-6f71-40bc-82cb-dd8df959925b,17ce4b0b-690e-4ab3-9617-aa9a5fc155dc,317efc94-ec1a-4bdd-9d6d-c7375c3fc63f,4a682fbf-84dc-40fc-a309-71d968b44278,783.27,CAD,consulting,acrobat,historical,fails,2007-03-03,draft,True,fde5c142-4026-4a89-b84a-1c828d77bbdd,889.92,0.0221,2025-12-29 01:04:54.622494,2025-09-25 12:57:40.538868,2025-03-13 14:11:15.360198
167ae309-a266-47fd-9292-35dd5d650f54,88908d54-f256-4fbd-b2d8-4770aacd5fa7,37a09bf2-8bd6-492c-b6b6-e106da8c0e19,a1de5adc-b856-4217-92d6-9168daa94eaf,4725.04,CAD,marketing,partnershi,blade,tons,2013-02-03,reimbursed,False,85586e58-69ea-4914-9251-bfaacac721e6,741.69,0.2401,2025-04-14 03:18:31.853178,2025-07-05 18:28:35.569498,2025-04-12 10:13:04.970630
a0f67b2a-71bd-4285-9e13-c1b8abc4f5a0,6a211bb2-655a-4660-bcea-14370c02e2d3,1aa1ac65-847d-4d13-b18b-9c851dbd9c29,ebf445eb-bfcf-4e1a-889d-0cd46520032e,781.74,USD,office_supplies,entire,involved,concentrat,2017-11-23,approved,False,f3ff2b4a-6e44-4e41-bfe6-267d7ba1f136,633.69,0.1995,2025-05-28 09:45:50.409216,2025-05-17 16:12:21.410973,2025-05-16 03:52:59.451551
486f113c-50d9-43f0-90d6-fd15b1897a64,d9ac8d8c-e70a-4db2-8232-9e20e0452415,bee56220-8132-46fc-8302-8391c7d7f2bc,c68683fe-e5bb-43c3-a2d8-f6661091b59d,3125.68,GBP,training,agencies,several,installing,2017-11-17,reimbursed,True,99eb5e56-fbcf-40c8-ab73-b36352cfd1fc,52.77,0.0859,2025-02-28 15:29:05.060761,2025-10-13 11:16:02.414816,2025-01-02 04:12:23.422324
78d45256-20d7-4ee9-b942-e3a8b6c9aec1,a770825d-71e3-4674-9014-c75b34e0fd85,628ac3fa-b322-445c-a8e6-4f113a7fa7a2,0ac88f1f-e87f-4634-a95f-73d56d8c2ad2,7785.49,GBP,meals,modify,ibm,grove,2023-05-25,rejected,True,31b238e5-3a61-4271-bf29-ef688cc2560f,468.87,0.1282,2025-05-25 01:30:29.115317,2025-03-03 22:01:20.322412,2025-06-24 02:12:28.105184
730a453c-0c22-478f-a52c-e10a5cefd246,20bfc671-8abf-4084-8212-e104ed8abf97,3ff96cbe-0b67-42a0-bdce-d7694554c936,6e21f339-3403-4584-92ec-58dfb563115d,4692.85,USD,office_supplies,solve,devices,fully,2016-04-23,draft,False,7cd96c1f-1b26-4858-b62d-2af4ba93c755,733.81,0.1053,2025-10-21 15:44:37.600837,2025-03-20 03:03:45.932115,2025-08-15 17:55:23.933142
c38653a1-d013-42ef-81e2-6bf49a32f759,542e26e3-5c55-4362-ba45-1fed9d1dc2ce,f0b07efe-d7b4-4eab-9d89-4b1638fddcfe,84520fd1-29f5-4973-ad20-b4e31e3bc1de,9605.85,USD,meals,faqs,pocket,encourage,2021-09-25,approved,True,4d005f6f-1caa-4c40-a8dd-90fc2a3f28c5,798.22,0.0723,2025-10-26 20:38:05.711407,2025-09-19 21:43:09.123489,2025-07-27 18:53:27.836664
c6737c66-a8aa-4069-a34f-da04b3ef2b66,27ef479f-ff0d-47cb-8ed0-0b5b90b85942,67ca640d-d732-49e0-99fe-ebe1617658b6,2342c873-f7c8-4a33-a697-1bbfec921d67,354.23,USD,office_supplies,ways,surveys,results,2001-04-18,rejected,False,c04fcb3d-6522-4b40-85f8-70a2ac52abb5,922.86,0.1874,2025-05-16 16:27:09.429382,2025-07-26 02:46:25.124860,2025-11-21 01:04:34.431493
c448f8c0-f8f7-4675-9e73-96f7934022a4,40981cbb-0208-4c7b-b896-799db7049c6f,5ca61d77-7776-455b-b09c-fb0d02f684ee,001cc960-811a-41b3-aace-249f6d271ebe,7269.99,CAD,marketing,they,least,hispanic,2000-06-01,reimbursed,False,12b27788-6118-4bb1-abe5-3fab26d26e05,563.71,0.0154,2025-06-02 23:48:39.013724,2025-09-25 12:04:54.101165,2025-01-22 14:27:28.021286
813d6dba-08ba-4cce-b053-ffb0b350e49d,e939db7d-1310-49ca-883a-5d19846d4b8f,e38bed14-2b81-4ddb-8f45-9d89ffeaea75,18d203bf-3913-4250-bd1a-db84c8225ef0,4732.13,CAD,marketing,rolling,very,guard,2007-05-31,rejected,True,5d60ff17-8799-4cfd-bae7-b548c663b39a,169.08,0.0129,2025-01-02 16:08:25.200374,2025-05-22 13:50:18.393363,2025-03-22 11:02:41.469454
2c429530-23e1-4825-99e5-515abff782b5,72d95f15-3dee-4aa4-a5b2-d15fa5ce0f50,721d6389-891b-42a0-9f09-3d358c467dbe,09f7ce85-5fe3-4c8d-930c-591b970323a2,9903.66,CAD,consulting,alerts,levels,trans,2008-08-14,submitted,False,3d98fd6b-1b33-4bc6-9db7-8598d9df2ee8,808.9,0.1561,2025-02-19 17:53:36.773246,2025-12-18 23:13:47.720890,2025-10-08 00:04:25.531660
8d23449d-ccad-4e64-9a4d-652a7a8f20b8,a355c707-1460-442d-ad71-bc92efca6978,32db849e-a935-48bd-9ca5-49bcf0874a4b,97372774-d6ff-47eb-9123-cae43fed014c,2868.87,EUR,other,tax,walked,ups,2025-05-19,rejected,False,54588f40-d99e-4ce0-8ed9-47b1d18a5b1a,82.51,0.1264,2025-01-15 02:37:37.134592,2025-08-11 03:06:29.081250,2025-05-28 22:01:55.201710
a3aab5a6-facf-4e83-9f38-f7faeb29f471,bb8336a4-c63f-4e2a-8050-601dc6b28246,8e313039-2f20-47a3-93f3-8d84ab95abfe,d1c39587-130f-4cba-9c74-170090f6ef66,8514.6,USD,travel,contents,weblog,reply,2009-03-18,reimbursed,True,1f7e3c3f-de44-4557-817f-e04a7f2991ca,277.85,0.0331,2025-06-28 20:25:28.211191,2025-12-04 01:07:29.402839,2025-01-30 05:28:39.096143
77bbeb44-9437-4f81-b93c-3c37293f7cee,731eeb8b-d036-460a-96b7-0b7aa5499270,21b30e45-6d40-41e3-8da5-5f99e6b809b4,9c804df0-42d8-4f35-af6d-1cecaa8cef01,2810.44,GBP,marketing,canon,facing,visitor,2021-03-14,rejected,True,e2a4b3a5-7b1e-4611-bb35-40b946a80524,857.86,0.0036,2025-06-09 01:39:32.960338,2025-07-20 02:00:14.618527,2025-05-18 03:03:03.254158
fe80bb7d-5f46-403f-84f4-faaf5a696ada,c6d5eb96-2fe3-4a91-8b1d-c2eb70de399e,e8193d99-d441-43d8-a992-714f0e85ed28,185f44f3-e96e-42ee-8eca-9e5485f1467e,1116.38,GBP,travel,waves,equation,reviewer,2006-05-21,reimbursed,True,77346b37-bd46-4909-b900-13a362a021b1,174.61,0.1479,2025-04-25 18:12:07.665954,2025-05-24 04:09:05.454431,2025-10-17 03:05:23.771520
317b9117-1c2f-4208-8ca1-5ad2f9f43703,f2135a87-ca77-49c6-b4d7-74bf9c790798,47684e8e-0881-41ec-8281-cd494af61fc5,9c804df0-42d8-4f35-af6d-1cecaa8cef01,1512.2,EUR,other,sell,instrument,clinton,2023-08-25,reimbursed,True,c3394bc8-a8c9-416b-b806-39d87b092c1e,446.65,0.202,2025-04-13 21:28:42.547608,2025-04-27 14:38:09.567274,2025-07-29 07:39:57.400710
fc7bfced-f067-4b37-afbb-ee69a5c3c63d,1dcfe014-e22a-4aad-88aa-3dcd4db79032,84c19cc6-4059-49f2-986a-02ed610c6632,2d0dbf21-469c-479b-9f5a-ae44a2873eb7,2613.26,USD,meals,able,channels,taiwan,2021-09-05,reimbursed,True,8d3d98b5-8922-46f3-b2b6-43dda79a5a10,700.77,0.1212,2025-09-03 15:51:48.667412,2025-10-16 03:13:04.096863,2025-12-17 05:20:03.564949
d8537050-444f-49d6-8227-15866c09de20,c8dae175-533b-4195-aef1-bcb2c48c70bb,6c0879d3-673a-4f75-a081-b40d1846492c,001cc960-811a-41b3-aace-249f6d271ebe,7993.92,USD,other,enemy,barcelona,decor,2009-04-09,approved,True,5a9ba713-a8fc-401c-9e34-bedfe9fb3ba1,862.01,0.0857,2025-02-28 23:07:10.099340,2025-09-17 23:50:10.615753,2025-05-12 09:56:53.490921
aaff8270-5fa2-4179-8367-cd66be7658f3,063624fd-8cb6-4b5d-b823-038d11529621,4f1603bd-807f-44b5-a783-69abb9ff7bee,0b0e7625-ec64-40bb-bf8c-9a4dd5a7079f,844.93,EUR,meals,convert,being,depth,2001-11-22,rejected,False,8df9bad3-ca0d-4bb7-bb7e-b206e07b543c,145.07,0.2335,2025-05-30 07:13:11.097911,2025-06-19 22:22:41.850693,2025-04-05 22:17:18.742604
37ac9fb8-8683-4b41-a08f-2242e113b8b5,d229f690-3d15-434d-b010-1638e9a91731,58e115fa-4a4b-4d4b-806b-795b70130501,2527afb2-3191-4abb-beec-86c265ba53e3,1542.35,GBP,travel,portugal,sponsors,fund,2006-12-20,draft,True,5f4f21d2-e2ef-42b2-b524-eebe49ee448f,495.95,0.2484,2025-03-02 14:32:41.671947,2025-01-11 23:57:01.879297,2025-12-24 01:47:34.721342
441760e9-a545-477f-a880-567611200a86,5df6c230-813e-447f-bba8-ae94e128cc60,97600e30-0bdc-48e3-9ed3-7ba05b5d9229,eaa03c05-b7f6-49da-9421-b39ac62bcb81,7703.91,CAD,software,jesus,female,israeli,2023-02-13,rejected,True,b44caf72-7567-4578-8c09-b0b628916ee9,237.95,0.11,2025-03-08 06:25:37.256423,2025-02-24 01:29:13.537920,2025-02-11 06:18:40.222710
45fd9929-d901-4acf-b3a0-cf67cbd3d1f0,d36d46c1-51a0-4dff-ae3c-9ec802bbe1c6,65fa877a-609b-4588-92ae-47fee2cb217a,2b2f0552-cdcd-4a7c-adde-50a5d29675d7,6376.11,EUR,software,posters,printable,tones,2011-07-16,approved,True,e8f753dc-708b-4383-b0af-b6056a8bbd93,210.86,0.1836,2025-02-12 09:57:42.006345,2025-07-04 14:17:23.334647,2025-04-26 15:35:48.040445
