invoice_id,vendor_id,invoice_number,amount,currency,tax_amount,total_amount,invoice_date,due_date,status,description,payment_method,paid_date,created_at,approved_at
01016e88-2403-4653-b3f6-4af2f8d56d8e,be7eeaf0-c4a8-4fbc-8f74-5dbe19eef978,maximum,20285.58,USD,2953.85,50099.97,2000-03-22,2016-01-25,pending_approval,better,wire,2002-03-29,2025-03-10 12:52:14.635743,2025-09-16 21:54:52.218466
e8ab94be-bf3f-4edc-8ae0-f5d6911d3f9b,1f6d0280-0a43-416c-a314-05d70482cc69,experience,14454.37,USD,1245.15,47102.08,2014-09-27,2005-04-29,cancelled,signed,wire,2015-09-02,2025-12-13 03:35:59.131004,2025-03-21 22:48:05.095673
b92ea44b-5420-46ec-ab69-2bbb070d966c,9c804df0-42d8-4f35-af6d-1cecaa8cef01,symptoms,6319.98,GBP,2101.12,35693.74,2003-06-21,2013-08-25,cancelled,drawing,wire,2009-12-07,2025-06-28 10:32:45.794853,2025-12-30 02:53:17.439387
c65054fb-5f11-48c8-95d1-111ba6ef2c21,ebbcb24e-d2e2-414d-9789-8d9077b36dba,languages,24934.09,GBP,4889.08,22364.42,2006-07-11,2003-02-19,pending_approval,directorie,card,2002-07-13,2025-02-26 09:59:49.859084,2025-04-27 13:19:03.878361
e5efc5ce-8cf1-4ca8-b0e7-84f2f8c6e6f8,97372774-d6ff-47eb-9123-cae43fed014c,xbox,9639.13,GBP,1264.68,7137.69,2012-03-10,2014-01-06,pending_approval,killed,ach,2012-12-23,2025-09-04 00:13:04.812155,2025-10-09 18:47:54.396292
a1cd6ab3-329e-46fb-b15d-54feeeeaa277,9adcaacb-64a9-4322-a18c-ec93d530eeb4,significan,9299.46,CAD,3204.1,6686.75,2016-07-12,2013-08-25,overdue,mph,wire,2001-01-09,2025-03-12 22:34:13.401019,2025-02-27 09:13:37.166145
efd0a55e-7a6f-418b-a8db-656dc353d315,23f301b1-592c-401d-9168-bb03fe9d4a29,holland,33584.09,USD,662.24,2307.32,2002-08-23,2017-04-01,overdue,visible,ach,2010-06-17,2025-07-18 04:05:15.200072,2025-03-13 06:06:38.440658
3cbdbff0-1a5c-4d38-8201-5e74f4083c81,43321f09-d422-45af-aeef-67d65637cd93,example,49907.43,CAD,3724.4,40245.76,2010-12-28,2015-04-07,cancelled,designated,card,2004-04-12,2025-02-12 13:12:16.270121,2025-05-18 22:44:33.464112
fb128381-4e79-4867-92bc-43137ce1d6e4,6bdadebd-0f5d-4fce-a039-8a3ebcc4c38a,famous,34235.0,EUR,664.81,12075.65,2024-10-13,2002-11-09,draft,registry,card,2001-12-31,2025-12-02 17:55:20.461550,2025-10-17 22:15:46.682548
de1b18c1-1712-4bc2-8318-69e6d260a70e,930a1204-ee53-4fd5-9f3f-c496b36fa3d3,top,47974.05,CAD,2872.87,35886.73,2009-12-10,2016-09-23,overdue,breaking,card,2007-08-30,2025-12-27 02:49:53.576516,2025-08-29 13:30:29.660321
a16ad7fd-bfea-4ca7-87c3-f09539a53d7f,40ed5d10-bb5a-44aa-a824-6f242631f408,maryland,35890.1,CAD,4149.85,855.42,2014-05-10,2003-08-05,cancelled,baby,check,2017-09-20,2025-09-16 21:42:02.272551,2025-05-15 03:50:42.136907
bbf71ce4-b602-4787-8130-8420180d6cea,1dcc283f-80aa-4bef-b69f-934526debe3a,individual,5436.99,USD,1031.67,8026.67,2009-11-18,2006-05-29,pending_approval,km,wire,2009-06-06,2025-02-19 11:13:20.995623,2025-11-17 00:15:04.652351
ab01571a-01dc-4f0a-a8bf-c5784da9fb69,051ff89f-d229-4b8b-b320-f6a7645245c6,service,36243.28,USD,3927.99,47797.18,2001-07-17,2004-03-01,approved,carolina,check,2014-06-25,2025-05-25 08:08:04.386708,2025-11-10 10:14:16.363025
0bf28401-2c09-42bb-9ea6-6ab5f737a136,36fdbeff-1efb-4562-ba25-3ad37c23ad20,naturally,16323.07,GBP,2055.63,36307.66,2005-05-29,2018-10-31,approved,revenue,ach,2020-12-28,2025-04-01 10:20:24.675464,2025-01-28 06:30:38.480684
9942685d-d6c3-4a6d-855a-ea6685d1a434,36fdbeff-1efb-4562-ba25-3ad37c23ad20,land,34047.69,USD,2217.06,11165.04,2013-03-20,2024-11-10,paid,birds,ach,2013-07-31,2025-11-25 10:51:37.048172,2025-03-25 08:18:22.457350
219f23b3-3986-4277-ad35-cf8315445f0a,2460bcd2-d632-494f-92a1-8dfb9ef363d3,forecast,31789.07,CAD,1033.91,19489.48,2004-09-08,2015-04-17,paid,china,check,2000-07-09,2025-02-25 04:09:50.373763,2025-12-30 22:17:37.504167
a75952f0-846f-4161-98f6-6dc786e9d412,43321f09-d422-45af-aeef-67d65637cd93,statistics,43510.56,CAD,4290.57,36460.47,2025-11-24,2001-07-08,draft,pages,ach,2023-05-13,2025-10-19 16:46:40.118380,2025-11-20 00:59:37.028847
86c34404-4a36-4efa-b6c6-361990a237b8,114b4575-8d6a-4a8d-afe2-dde8fc2f5254,restrictio,24546.68,GBP,4745.72,24116.05,2011-09-06,2018-02-16,approved,sheet,check,2006-02-28,2025-04-13 10:47:59.056127,2025-06-01 09:44:36.758981
8a0c864e-e78a-47fd-baba-f29d57157d95,e11c8145-ffb1-49b2-9933-4c0d95f44509,interestin,12680.35,USD,2166.47,8807.42,2012-11-20,2005-10-12,draft,damages,check,2004-09-23,2025-07-11 11:33:47.031066,2025-04-16 10:16:29.445143
b80019cb-67ff-4bd2-abcf-76d4447beb76,0b0e7625-ec64-40bb-bf8c-9a4dd5a7079f,genetics,39091.52,USD,4168.45,41183.0,2025-11-25,2000-11-08,paid,chicago,card,2017-04-28,2025-05-11 12:46:55.455595,2025-04-08 02:05:45.613374
4314f82a-bab8-476e-bc23-9afed9bdb73a,3eed6cc7-eea2-4ec2-b82c-71108a3e9dcb,saudi,26261.67,GBP,1019.2,6161.87,2002-03-19,2005-09-12,pending_approval,ic,card,2025-04-21,2025-01-18 03:08:05.259443,2025-06-07 19:24:20.107977
6c65e02b-e6d5-45d7-9cea-33a0694e4345,3aaa2f0c-57c1-4af5-93f4-b990d6c9a99e,recorded,14431.78,EUR,1417.23,9820.6,2017-09-19,2019-10-01,overdue,worth,ach,2008-06-03,2025-02-28 00:07:44.281826,2025-07-15 19:01:32.735962
3b1579b4-919e-446b-bd10-4382ceb07df3,2cc47676-ccf2-438d-8eeb-cd4d8f75d6f4,rob,38475.77,EUR,2366.17,41968.57,2021-06-12,2011-12-01,approved,hold,ach,2014-10-24,2025-06-20 15:13:44.515212,2025-03-08 02:03:54.869376
3ca698ef-1ba4-4c37-8824-dd6f7c36ab21,233a4ac0-d541-4238-950b-4a991b4ed589,interior,3358.22,USD,2272.15,16745.44,2020-01-27,2007-12-29,approved,celebrity,ach,2019-11-25,2025-04-25 13:40:59.122417,2025-05-26 20:14:48.773009
5af27bdb-8fea-4825-bbdc-d7962e78a18a,a901338d-5773-4ae6-bca5-1604e9edb12c,flu,11293.36,GBP,1004.62,47525.24,2008-02-13,2013-08-11,draft,implementa,card,2021-06-27,2025-07-08 20:13:47.905384,2025-04-25 22:50:31.962624
3c534095-c5ca-4b5a-9c0a-06a3a1d1435a,e3b5760e-2bfd-4150-928f-cef971018d8d,albany,41989.45,CAD,4817.54,14903.21,2003-09-11,2013-07-06,draft,converter,wire,2012-12-22,2025-01-12 02:38:08.212253,2025-08-13 20:13:11.219094
2b74fe2d-6888-4574-9138-0a1cb009712e,2224ec26-1fcb-4c56-911f-fd0e99461160,sky,24069.48,USD,2190.65,7428.42,2017-06-01,2018-11-25,approved,interventi,wire,2019-10-14,2025-03-31 16:00:34.684407,2025-04-04 12:38:49.976402
cc8240cc-1476-4379-a432-3394647acef2,18d203bf-3913-4250-bd1a-db84c8225ef0,force,39072.29,GBP,3226.1,21213.53,2025-08-31,2005-06-19,approved,sequences,wire,2022-04-08,2025-09-03 12:32:03.554228,2025-06-30 10:45:42.505108
c582b751-a2d2-4ee5-a15b-1025ff31864c,e0bea78b-81c7-4c18-b6bf-89cd91b6adfb,request,49326.01,EUR,2758.73,35339.68,2023-10-02,2006-02-02,cancelled,jon,wire,2015-04-18,2025-03-01 06:32:13.292760,2025-08-07 10:57:31.915141
3c5a1e13-1e60-4a63-8023-42d5fffa0f7e,9c804df0-42d8-4f35-af6d-1cecaa8cef01,yard,7320.14,EUR,1338.38,20458.79,2017-03-01,2004-08-18,cancelled,reporting,ach,2023-01-21,2025-09-22 07:14:42.592047,2025-12-17 14:23:46.490138
03b2f3af-1741-4fe1-9815-c6cef9dc5a17,fabc474b-fd90-4938-b29a-fbb3c10658aa,jordan,12815.08,GBP,494.17,47423.93,2015-03-08,2011-02-23,overdue,queries,wire,2020-06-13,2025-05-13 13:16:33.633645,2025-01-03 15:55:50.779541
e2633509-ceb5-4145-a378-6c7988621ba5,589dafa9-f85c-48c9-8fce-4c838add6a70,creation,25872.38,CAD,1551.09,22263.94,2000-07-31,2006-01-24,cancelled,keeping,card,2019-04-13,2025-05-26 13:05:45.123762,2025-11-05 02:58:41.467360
2f048075-5481-40ac-9cde-cf0cc817f5f9,a3b55a01-0590-49b9-9892-1e6be6ef5e7a,entity,3242.09,GBP,4785.77,5980.84,2023-05-17,2009-10-25,pending_approval,daniel,check,2020-08-27,2025-10-10 20:48:40.780886,2025-06-04 05:40:13.000274
c96d4fde-dd8a-40b5-ae3c-3b3bb733e3bd,e3db98a8-6a2d-4df5-a34e-24c69ab00c0b,advance,44948.91,GBP,1260.49,13511.75,2007-04-11,2023-03-11,cancelled,computing,ach,2002-02-25,2025-11-11 10:00:15.205676,2025-11-17 05:19:18.547698
5cfecbc4-730e-44cb-b855-354a4bad1215,75eab9d1-0c5a-4c9a-a182-c5a765bfffb7,importance,47888.18,GBP,4656.86,47086.17,2010-07-10,2000-01-03,paid,similar,card,2009-02-18,2025-12-18 15:04:20.461509,2025-11-24 18:53:51.943798
cf6a8b85-9d96-49cf-834e-e366bcc47ec8,73cf30b0-64fe-4b0f-81f6-68788baa0920,speakers,28763.24,EUR,4622.15,50708.33,2002-02-07,2003-10-19,approved,laws,wire,2016-04-02,2025-08-25 14:53:08.152392,2025-12-24 07:44:07.899108
9530972f-a91a-44a7-bc14-08050eefb65e,729d428d-57f8-4452-8b5c-d219af21fa2f,expand,31413.21,GBP,4887.26,285.06,2023-04-23,2010-08-07,draft,int,ach,2025-03-31,2025-07-25 18:46:25.873802,2025-08-12 23:49:13.031913
f65466b7-25b6-4ef8-9ce4-1f3c8ebd30d5,c9f23b45-699e-47a7-87f4-b3aa6db34d2e,compaq,47935.21,USD,1636.88,37961.11,2009-09-02,2021-01-09,draft,appointed,check,2003-11-21,2025-07-23 15:03:06.005457,2025-12-04 12:50:02.908253
32d752ce-88b3-4cc2-a7d1-eca0bc2f11e5,8f6e8670-b9c0-495c-b00f-45e4e9bf5d28,mexico,27738.23,EUR,2839.76,180.18,2019-04-30,2011-02-18,approved,faces,check,2010-03-16,2025-06-30 01:17:12.628213,2025-05-18 16:40:16.448813
cda4ee16-a3d0-45b8-b92f-07023d5fdf48,96ae7bea-4060-41d4-84d6-325abddeb683,risk,9751.61,CAD,542.33,16917.96,2015-03-16,2020-11-14,pending_approval,grade,card,2001-01-28,2025-03-02 19:46:24.366549,2025-10-08 18:28:11.326778
bb4cbbce-2a1f-4dc6-a0a5-e11d6ba4cc8c,168ffc63-b261-414f-81ac-c1fbd091cc0d,looked,38231.69,CAD,1255.84,44272.17,2004-06-30,2025-11-24,cancelled,williams,wire,2013-03-17,2025-03-15 17:29:40.324342,2025-08-29 11:22:24.455169
786322b3-9fe5-4d61-aadc-d9eb55dc209b,de1d03c4-d061-4558-b38d-130a10cd46a2,tennis,29351.0,CAD,3144.24,36874.01,2020-09-30,2003-05-14,draft,con,wire,2002-08-01,2025-09-26 10:19:13.878949,2025-12-04 02:45:53.748112
91454e46-7fdd-4efb-8004-94ce708a2add,49112f0e-a0ce-4f31-975a-6f9534c38bd9,like,48036.63,USD,2826.08,19693.12,2011-09-16,2019-02-24,paid,encouraged,check,2013-03-16,2025-03-30 20:00:17.165094,2025-09-09 11:09:06.992867
37b44337-d8e2-4c82-ba98-ae3171da2aaa,62534d47-5aca-4cfc-9e1d-3d2d4a99d6f6,apartments,19058.08,USD,3123.1,48975.11,2021-05-19,2015-07-16,pending_approval,herein,ach,2020-03-29,2025-04-22 04:51:25.909000,2025-10-19 15:00:05.735843
126fcdb6-ca43-4b7c-badb-6a80d9bbc0f2,51457e04-4eec-4720-83bf-a3b28975a620,detroit,16303.28,GBP,4288.98,19692.75,2007-06-27,2008-02-26,approved,acute,ach,2022-07-29,2025-08-26 06:07:06.274137,2025-04-09 01:04:35.352806
16c555fb-f1d3-430f-bcd7-eb6bc108161a,b23da68f-5899-4278-a7ab-4ddb641f44b6,payment,37970.43,CAD,2662.43,27173.97,2011-03-19,2015-10-12,draft,gallery,card,2009-06-12,2025-11-15 22:22:34.965059,2025-08-26 12:13:00.586815
47f734f8-d9d6-4ac6-a4a3-95dc1b669db8,2460bcd2-d632-494f-92a1-8dfb9ef363d3,corner,21598.08,USD,2812.18,37966.14,2010-11-28,2021-02-02,approved,jews,wire,2020-08-30,2025-05-29 06:07:17.353492,2025-10-10 11:44:55.945402
a64b5fc5-e70a-4a1f-98e5-c7d0cca0c84b,0b0e7625-ec64-40bb-bf8c-9a4dd5a7079f,attractive,5249.3,EUR,4479.63,12798.61,2011-01-03,2014-02-05,overdue,something,wire,2011-08-25,2025-09-26 17:40:21.638146,2025-02-23 05:02:13.764975
50f62c47-3ede-42d1-9a67-4a2cfbd883ef,97372774-d6ff-47eb-9123-cae43fed014c,core,43340.92,GBP,1024.8,22738.56,2014-07-07,2012-08-31,cancelled,farm,check,2021-01-08,2025-10-28 13:13:16.459904,2025-08-21 14:17:11.614619
8f33e6f2-fbcf-4307-9dff-5020be69bcce,729d428d-57f8-4452-8b5c-d219af21fa2f,raise,49798.21,GBP,363.02,37484.75,2011-01-14,2013-09-22,cancelled,wants,check,2000-07-31,2025-07-20 16:35:06.872316,2025-09-18 09:20:06.376730
e9952ec4-bb87-4347-9b8e-0c1991ab1d8a,8aa0fe4d-6873-4ffa-b067-81e17956164c,guardian,48798.77,EUR,2206.41,7551.1,2011-04-15,2021-05-01,draft,hey,check,2001-11-15,2025-11-21 11:35:54.222628,2025-02-07 20:26:43.690261
32e4aa11-ab45-4ea7-8c24-feccf87a8335,73cf30b0-64fe-4b0f-81f6-68788baa0920,catch,36927.42,GBP,1092.35,5417.4,2006-05-22,2021-10-25,overdue,noise,card,2023-02-05,2025-10-18 15:26:38.698111,2025-02-17 20:11:20.691393
593c48de-6c62-42f8-8318-39e306fbbe74,c54949f7-efd4-4673-843b-d1f7501a71ea,crime,12897.18,CAD,4591.02,22561.69,2009-02-12,2002-06-30,approved,loose,card,2012-09-03,2025-05-06 09:14:59.562785,2025-05-17 11:34:48.800177
80c69248-ef87-4803-b292-0c80a24d9b24,0e119fd0-7381-48f4-8d84-30c18da7e4f6,que,49566.65,CAD,3215.1,48950.11,2025-09-14,2017-07-07,overdue,sons,ach,2006-01-08,2025-11-06 05:04:34.131204,2025-04-06 05:48:12.706020
01b17917-b4f1-432d-8f46-2aca670363c4,34a04efd-4d67-4565-9e91-86742bcf95c3,nothing,44665.83,USD,467.41,50803.84,2020-11-16,2002-05-05,cancelled,hang,wire,2017-08-25,2025-05-25 16:53:33.880979,2025-07-07 01:37:00.152754
4113deb1-86f3-4b4a-9f5d-c87b1ba815c1,a489e64f-4caf-4eb0-b2a5-68870baa0852,placement,30627.52,CAD,467.55,13842.39,2021-08-22,2007-10-19,overdue,allocated,wire,2010-06-24,2025-05-30 02:08:42.075586,2025-02-14 21:06:26.539383
b5bd1c3e-05fb-4070-be51-3efd827545ef,6754abda-2c55-4032-a4e8-c515a12f2daa,discussion,29956.34,USD,3732.09,51611.12,2020-08-24,2012-12-09,cancelled,toys,check,2007-08-28,2025-10-03 16:18:39.299557,2025-07-18 18:55:44.942101
4f1acc0e-845a-4fe7-89da-bc4ad738c6ca,6bdadebd-0f5d-4fce-a039-8a3ebcc4c38a,llc,12136.38,GBP,2380.06,15311.77,2021-10-17,2016-09-30,paid,government,card,2009-08-21,2025-12-09 07:38:09.129162,2025-01-09 06:09:19.728710
baffc52b-cf36-4135-b318-abc6d0e9bbdf,ea39268b-2bfd-46aa-91cb-7ca1a81aa186,pointed,8435.18,EUR,3786.63,40103.69,2010-11-18,2005-11-13,paid,comics,check,2016-05-26,2025-06-09 21:15:22.765433,2025-06-02 03:57:53.776253
347c5c6e-3029-4fa0-aaf5-5d6a415bb81d,b804bdd7-65e8-4dfb-a0de-fe6b60b0deda,presentati,46318.79,GBP,2447.75,54574.91,2003-12-07,2005-08-21,cancelled,running,ach,2019-03-18,2025-06-03 05:22:05.512223,2025-09-07 23:15:22.520216
fbcf1dcb-f73a-4b08-ae6d-287771cc60cb,51457e04-4eec-4720-83bf-a3b28975a620,route,39806.54,USD,4437.34,5595.14,2017-05-06,2009-09-15,paid,directors,ach,2025-02-12,2025-07-24 03:31:04.314651,2025-10-16 01:20:11.223802
7c8df322-8dac-46bb-8908-59c60491b833,3eed6cc7-eea2-4ec2-b82c-71108a3e9dcb,fight,25234.65,GBP,1146.65,31704.55,2017-01-11,2012-04-29,overdue,air,card,2012-03-14,2025-06-27 10:49:36.131751,2025-10-17 03:15:27.351754
74dcf685-96e7-4c81-b04c-1380b9cabc6e,a83c8387-db08-46c1-948c-0c6dbe936298,located,104.64,USD,3481.9,51412.55,2019-01-10,2020-09-10,draft,some,check,2010-09-23,2025-09-19 19:22:20.157991,2025-12-12 12:05:49.905219
985be353-208a-4663-b2dd-5e325ee22aa5,a2ee3ccb-e227-48a2-a476-a43c7470dc5e,robert,37691.04,EUR,2781.43,9119.76,2017-01-21,2015-10-15,pending_approval,jan,ach,2004-05-14,2025-02-10 15:18:28.194599,2025-10-02 17:53:55.704056
dbf8c852-e884-4ee8-a8e3-bfa3957e07a0,168ffc63-b261-414f-81ac-c1fbd091cc0d,monitor,36971.14,EUR,4903.52,31486.56,2004-11-06,2001-02-07,pending_approval,reflect,card,2014-01-06,2025-08-18 20:20:27.119709,2025-03-14 10:28:09.034203
d24a7d58-beca-4511-9468-e8186a696e19,d878b104-37ab-4db6-b175-5929301b5a2f,villa,33398.2,CAD,962.72,45245.04,2009-09-06,2004-09-21,draft,explain,ach,2015-10-19,2025-12-23 06:44:07.931244,2025-08-31 18:06:36.923115
23fb786e-b427-4f0c-9716-5aeb0240486d,9715a933-d89c-46ac-85b8-3004b84d05cc,statistica,11787.56,EUR,226.02,9948.6,2019-05-03,2007-10-11,approved,hotels,card,2012-01-22,2025-08-12 06:27:11.130256,2025-09-23 16:29:01.374644
253ace5a-b1d3-4118-a4f8-4d08de42211e,2d0dbf21-469c-479b-9f5a-ae44a2873eb7,dildos,41381.15,CAD,988.22,16295.5,2024-07-03,2015-01-21,cancelled,activation,ach,2014-10-04,2025-04-30 09:42:31.819250,2025-03-08 18:46:20.722833
6fa6cbfe-67a0-4458-ad27-8964ae15b4fd,7de8bc79-33bb-4229-adf8-1d6b8c00df50,consent,3157.63,EUR,2247.34,34063.68,2018-11-26,2009-10-21,cancelled,pentium,wire,2006-11-24,2025-01-11 03:41:24.964245,2025-04-10 21:31:40.837328
3d7ac134-46d3-4dfe-8a50-12cd30e442ef,02734a6d-2f03-42e9-a39a-58c5b80096ed,exchange,1671.4,USD,3628.72,39851.0,2012-07-06,2017-11-18,cancelled,industry,card,2015-02-10,2025-09-22 12:09:42.777491,2025-11-30 12:05:51.457319
