vendor_id,name,email,phone,street_address,city,state,postal_code,country,tax_id,payment_terms,status,category,created_at
072653db-9cff-427b-be1d-75e3e897c385,church,since1897@yahoo.com,+1-679-634-8066,Rey,Conway,New Jersey,07797,LS,vital,net_45,active,travel,2025-05-24 11:48:25.383713
c8fbba3b-cde1-4824-8f77-96b79aa5fc5f,bar,processor1855@duck.com,+1-786-144-2294,Cleo Rand,Prichard,Maryland,85131,ZM,computing,net_30,inactive,software,2025-07-02 18:35:12.380133
46ad351f-493e-4ac9-87dd-12c4d8609700,necessaril,clinton2076@example.org,+1-940-981-4240,Valencia,Abilene,Rhode Island,30988,GG,played,due_on_receipt,active,travel,2025-02-13 16:28:48.576566
7c7b73a7-b020-409d-bb29-cad335e1b030,decision,access1935@protonmail.com,+1-727-499-5712,Hegal,Bellaire,Kansas,89040,SE,burn,net_15,active,consulting,2025-10-22 19:07:08.101377
5503bd4c-7fac-45e6-800d-35aca074ed45,teenage,union1960@duck.com,+1-203-558-1901,Van Keuren,Temple City,Florida,14528,JE,descripti,net_45,pending_approval,office_supplies,2025-06-26 10:35:23.791638
307b6eaa-937f-4c35-82a5-8ebab93e8969,nearly,hang1861@gmail.com,+17075645592,Gilbert,North Olmsted,Wisconsin,72396,KE,often,net_60,active,software,2025-04-20 16:25:32.042210
01b3ed1e-bae2-4125-9f7e-6a93e1fdfb43,highway,headquarters2002@outlook.com,+1-903-499-0650,Toland,Marysville,Delaware,20055,AE,moved,due_on_receipt,inactive,marketing,2025-01-05 22:21:51.496756
13c7d336-fe9b-4228-a61f-eb341a8a1a62,lives,freely1935@example.org,+12408831876,Brunswick,Shawnee,South Dakota,00035,FO,typical,net_60,inactive,travel,2025-03-20 16:08:20.976610
7dffa9d7-e834-45fb-969e-660931b743a7,cooking,adelaide1953@example.org,+1-959-287-1223,Sola,East Peoria,Ohio,19547,ST,published,net_30,active,travel,2025-03-13 19:47:53.313769
ada17dd4-ece5-4304-a05c-3069fe1c8c4e,degrees,suspected1928@live.com,+1-386-680-3191,Peter Yorke,Delaware,Connecticut,04447,PF,graph,net_60,active,software,2025-09-27 16:34:31.743167
02e7fba4-7f9c-4035-9099-1504f3f5bf03,placed,vessel2087@example.com,+1-812-089-5851,Chestnut,Bellwood,Montana,78115,BZ,encoding,net_60,inactive,software,2025-08-27 00:23:21.706537
c267c60b-3505-4ab1-8b2d-564ed7060684,eve,awards1986@yandex.com,+12082217846,Pulaski,Daytona Beach,Louisiana,48088,BL,reply,due_on_receipt,pending_approval,other,2025-07-19 09:50:57.760557
878dbed0-c0d3-4921-a985-f4908b6c98a0,av,harrison1890@yandex.com,+1-609-197-4672,Bernard,Rockledge,Ohio,89981,LB,instructi,net_15,active,office_supplies,2025-10-16 08:41:50.813864
ebbcb24e-d2e2-414d-9789-8d9077b36dba,zdnet,completely1819@yandex.com,+1-215-193-8826,Shoup,East Palo Alto,Montana,91039,SL,yesterday,due_on_receipt,inactive,software,2025-12-02 18:30:10.549697
86b9a7e9-3a19-4404-bc1a-d2dbf646f8d7,ave,minerals1835@protonmail.com,+14846395919,Saint Francis,Glendale,Nevada,67764,CR,courts,net_30,active,consulting,2025-03-27 21:15:02.600383
7a2c204c-d714-4663-a069-b6db222ad5a4,displayed,instructions1855@yandex.com,+14107365352,Laussat,Eastpointe,Arkansas,55705,LR,twelve,net_60,pending_approval,consulting,2025-04-01 14:20:26.158787
9c4fc980-a764-4c6e-8021-829864e292b5,syntax,acc2075@protonmail.com,+14754996619,Valletta,Converse,Arkansas,90156,EC,swiss,due_on_receipt,active,consulting,2025-12-07 13:32:49.641181
c1c12414-7f7d-420f-9044-3e9225caed52,fraud,madness1967@example.org,+1-785-516-3715,Pena,Cathedral City,Oregon,25645,LY,cincinnat,net_60,inactive,marketing,2025-12-24 01:45:08.543878
97372774-d6ff-47eb-9123-cae43fed014c,solution,values1955@protonmail.com,+1-405-456-4424,Lydia,Fort Smith,Indiana,63216,KN,procureme,net_45,pending_approval,marketing,2025-09-11 21:30:33.395129
e11c8145-ffb1-49b2-9933-4c0d95f44509,ny,certificates2063@yandex.com,+1-940-876-2102,Lydia,Suisun City,California,06505,LS,wooden,net_45,pending_approval,consulting,2025-03-15 17:21:34.371496
748401e5-69f4-4788-9140-40041afbb0c3,pdf,bytes2012@example.com,+17084260771,Jakey,Chesterfield,Minnesota,88318,PS,acrobat,net_15,pending_approval,other,2025-10-16 06:15:17.585196
55e5d570-a39f-4370-bf8f-cb4ecb16c4ce,shower,gateway2065@protonmail.com,+1-203-591-1455,Liberty,Plum,Tennessee,56591,TW,en,net_15,active,other,2025-04-10 09:45:13.723769
61e629e4-cf6a-49cc-8259-0934fa68998b,phentermin,ripe2018@outlook.com,+1-845-742-2675,Danton,Fountain Valley,Delaware,87122,GS,units,net_30,inactive,other,2025-06-16 11:35:59.979878
e8b79316-f2cb-4432-8485-285882f49392,carried,jackie1839@yahoo.com,+1-401-235-1267,Gardener,Sanford,South Dakota,85290,NI,brothers,net_15,active,office_supplies,2025-05-04 18:43:34.398138
7a5cf319-042b-4b5f-9d91-0cccdc2bbc30,both,quoted1969@gmail.com,+17320837908,Quesada,Westmont,Louisiana,03191,KG,meat,net_30,pending_approval,software,2025-06-25 04:18:02.301602
2224ec26-1fcb-4c56-911f-fd0e99461160,donation,smile1980@protonmail.com,+12168947562,Welsh,Sevierville,Nevada,51961,AR,normal,net_30,active,marketing,2025-06-30 14:41:16.783641
814c9dff-dbd5-4426-87ee-d6d7e56983ef,pump,islands2048@yahoo.com,+14403641416,Nelson,Paramus,Oklahoma,11387,TO,converter,net_60,pending_approval,consulting,2025-04-07 17:17:59.589318
2cc47676-ccf2-438d-8eeb-cd4d8f75d6f4,outline,potential1813@duck.com,+19541403237,Battery Safford,Jersey City,Indiana,66358,NC,dish,net_60,inactive,software,2025-03-04 19:47:37.250905
2d0ad25c-c58f-498b-85d9-5756f5b4b9f7,kerry,johnston1929@protonmail.com,+12620593676,Dublin,Escondido,Hawaii,98807,GQ,throughou,net_30,inactive,other,2025-01-22 16:14:40.244146
44394c96-7cd8-4916-8230-a11e49a6b06e,sporting,hormone1810@duck.com,+1-530-165-2671,Piper,Walker,Texas,88271,TV,berkeley,net_45,pending_approval,marketing,2025-02-14 10:45:30.105428
3aaa2f0c-57c1-4af5-93f4-b990d6c9a99e,holding,dude1855@gmail.com,+1-928-593-9158,Battery Chamberlin,Miami Beach,Iowa,19388,DM,dress,net_15,pending_approval,office_supplies,2025-01-31 17:59:10.426673
e76076e4-ba1e-4289-933c-a2d7f4e9a2a0,accepted,collections1861@yahoo.com,+14255606044,Ash,Rosemead,Illinois,32073,LT,rivers,net_45,pending_approval,consulting,2025-08-21 06:48:18.336768
14fe081d-9bdc-4028-99eb-6e36b9b5235d,oxygen,organized1878@protonmail.com,+1-213-792-8544,Parnassus,San Jacinto,Ohio,30825,FI,discounts,net_30,inactive,software,2025-11-02 02:41:36.243500
078a945a-ad62-4844-bac8-1b2e6a792dba,referral,memorabilia1844@live.com,+18322463081,Battery Blaney,Cambridge,Rhode Island,47365,ID,meaning,due_on_receipt,active,other,2025-03-14 05:59:58.038105
004af1db-94b2-4da6-8c04-e17c81b24188,hospitalit,occupation1974@yahoo.com,+15577209074,Florida,Flower Mound,Arizona,70957,RW,actors,net_30,inactive,office_supplies,2025-08-06 23:55:59.303528
eeddbd9b-cc6e-444c-b7fd-bf290d3ef7e4,awesome,slip2029@yahoo.com,+1-940-242-6353,Fredela,Kannapolis,Nevada,06338,QA,take,net_15,active,office_supplies,2025-01-10 18:38:06.973555
76bcc54a-8dc7-4f24-a839-983fc31ba317,thousand,mix2032@example.org,+1-561-211-1571,Leona,Muskegon,Maryland,63651,PA,martin,net_45,pending_approval,other,2025-05-15 20:34:33.517904
cac1eecf-f869-4108-9177-5351da52ce52,someone,specifications2068@yahoo.com,+1-715-823-3710,Nottingham,San Dimas,West Virginia,96350,GA,mount,due_on_receipt,inactive,marketing,2025-09-15 08:12:51.118118
ebf445eb-bfcf-4e1a-889d-0cd46520032e,char,views1864@duck.com,+1-732-854-4109,Germania,Lubbock,Pennsylvania,63465,SO,camp,net_15,inactive,other,2025-03-24 14:41:16.753504
479a6d36-57b3-4f3f-9d63-5f5670ec5054,epa,consent2005@example.com,+1-283-561-8902,Emerson,Roseburg,Colorado,26609,EC,themes,net_45,pending_approval,marketing,2025-01-24 10:50:18.595361
5703c5cc-9fb4-49f8-9b84-14781aad81ab,sec,rain2067@example.org,+18329254509,Loomis,El Paso,Illinois,10967,KM,street,net_45,pending_approval,consulting,2025-03-20 20:57:25.867161
18d203bf-3913-4250-bd1a-db84c8225ef0,themes,follows1935@gmail.com,+1-308-251-4640,Pollock,Racine,Oregon,16426,AE,council,net_60,inactive,software,2025-09-11 02:25:42.100018
01fcadf9-c807-4643-9c4b-a39e24972db2,details,ken1836@live.com,+1-627-766-9456,Cleveland,Tualatin,Nevada,28645,VE,bmw,due_on_receipt,active,marketing,2025-03-16 10:59:15.007161
fabc474b-fd90-4938-b29a-fbb3c10658aa,run,dense1830@live.com,+1-316-589-4434,Corwin,Mayfield Heights,Florida,86959,UM,talk,net_45,pending_approval,travel,2025-07-08 14:48:17.345637
21a0a6d9-629b-4d5b-b5e4-77ac6cb43638,hands,sugar2052@live.com,+1-614-587-6026,Rock,Pocatello,Washington,84941,TO,old,net_15,active,office_supplies,2025-10-24 18:00:16.685436
92acc2ae-cc6b-4b4c-ac63-5759b5f2dbd8,chile,intro1820@duck.com,+12625429489,Sergeant John V Young,Martinez,Kentucky,78274,EE,truth,due_on_receipt,pending_approval,software,2025-12-08 01:42:07.488002
948a700b-8ab9-4303-aa22-0189c17db537,study,nightlife1970@example.com,+1-908-836-2985,Judson,Manhattan,California,72380,CD,wet,net_45,pending_approval,software,2025-03-13 21:32:59.938599
266aa103-af99-45cf-bd71-c2dfcf42264d,shared,charles1929@example.com,+1-954-945-9654,Harding,La Porte,Vermont,12434,AZ,tab,net_30,inactive,consulting,2025-12-04 20:58:18.385397
1dcc283f-80aa-4bef-b69f-934526debe3a,aids,theories2055@yahoo.com,+1-475-259-4619,Gay,Whitehall,Nebraska,37908,MQ,recipient,net_60,inactive,office_supplies,2025-04-05 15:09:29.784056
5490b3e5-6dc2-4eba-991f-6cd02b0803f6,face,domains2082@yahoo.com,+17754281961,Oak Park,Millbrook,Alabama,92388,ME,tube,due_on_receipt,inactive,other,2025-07-23 17:58:30.794139
74d29d90-df30-452c-ada8-c4fcb7cca282,semi,tags2012@live.com,+18652539588,Waltham,Vista,Rhode Island,84243,PE,studies,net_60,active,marketing,2025-04-22 19:55:50.085847
92b1f2de-d9df-49cf-ad35-94a9a982e2b5,shared,quotes2059@live.com,+1-234-225-9415,Pennsylvania,South Jordan,Hawaii,89959,MU,district,net_45,inactive,travel,2025-09-23 11:04:58.591573
48d05507-4910-41ee-a6ec-3c8bf9b0d1e3,savings,mods2078@outlook.com,+19369892384,Woodacre,Round Lake Beach,Alaska,04812,GN,bowl,net_45,pending_approval,software,2025-01-27 17:57:32.211976
168ffc63-b261-414f-81ac-c1fbd091cc0d,summit,since1997@outlook.com,+17819193180,Gibson,Matthews,Massachusetts,38294,TG,store,net_30,inactive,marketing,2025-03-11 16:28:07.713341
4538ec8c-f8cd-4251-bd89-92e4f8bff6c9,currency,albuquerque2009@example.com,+1-513-493-6688,Candyland,Miami Beach,Alaska,70920,ZW,shoulder,net_60,inactive,other,2025-12-19 15:05:57.535167
19dc65a3-007a-4be3-a20b-0247e2522c8b,intelligen,pharmaceutical2049@example.org,+12240699740,Battery Wagner,Sun Prairie,Alaska,91011,PE,enter,net_60,pending_approval,software,2025-01-15 04:32:26.478987
b8ac46c3-277f-4e9f-ba05-500c001751d2,seasons,robot1953@gmail.com,+1-857-303-4246,Compton,Orlando,Indiana,42369,PY,dance,net_60,active,travel,2025-09-15 21:51:19.758414
5ee23721-eedd-48f7-aff7-26f81155b6d8,agreements,eight1840@yandex.com,+13166452646,Concord,Troy,Hawaii,91036,ZW,consideri,net_45,inactive,software,2025-07-09 00:47:13.606403
06d90fcd-2e1c-49b2-9342-b06de579ff8e,explorer,laden1880@example.com,+12749929643,Normandie,Lansing,Virginia,15826,GF,studio,net_60,pending_approval,software,2025-01-14 11:44:04.567451
9192d8aa-fa0f-444f-8d95-790e4613d04a,wants,speaking1921@protonmail.com,+14083260830,Cortes,Vicksburg,Oregon,73435,GS,drugs,due_on_receipt,inactive,marketing,2025-02-16 01:18:26.188724
e1ba1acf-3cf6-45c9-a86b-b143bd5ec42b,pan,students1917@duck.com,+1-270-666-7686,Ames,Wyoming,Nebraska,81968,PT,growing,net_15,active,consulting,2025-11-24 20:26:23.934631
589dafa9-f85c-48c9-8fce-4c838add6a70,williams,macro1817@duck.com,+1-864-027-1159,Dow,Madera,Idaho,79285,LA,mailing,net_45,pending_approval,marketing,2025-08-28 12:24:05.715894
2527afb2-3191-4abb-beec-86c265ba53e3,universe,sunglasses1884@example.org,+17029288407,Santa Clara,Madison,Washington,53292,KI,brother,net_60,active,office_supplies,2025-11-28 11:07:11.563356
e3db98a8-6a2d-4df5-a34e-24c69ab00c0b,way,preparation1987@yahoo.com,+19250546658,Highland,Suffolk,New Jersey,56343,LB,committed,net_45,pending_approval,office_supplies,2025-09-05 23:14:53.003642
b355c183-48f0-45ab-9647-e9070051c0f9,volunteer,complexity2041@outlook.com,+13168592089,Gillette,Jacksonville Beach,Kentucky,38720,YT,displays,net_45,inactive,other,2025-05-15 21:46:34.444730
e59e30ca-d6f1-40c5-b618-c4dbd0893af9,boxes,providence1871@live.com,+1-610-340-8146,Foerster,Bozeman,Kansas,74766,LC,ia,net_60,active,software,2025-04-08 14:22:09.289039
748021a4-c4f3-4f78-8693-db072c0051c0,rankings,reached2012@example.org,+15026926242,Rosenkranz,Van Buren,Alaska,02635,KY,estimates,due_on_receipt,active,other,2025-12-25 03:02:51.692267
9c8cda86-971b-45d2-b74f-c82e3b96e4eb,nose,clusters2078@outlook.com,+1-217-311-8466,West Point,Noblesville,Minnesota,47372,ER,lets,net_30,inactive,consulting,2025-10-25 00:15:13.070559
a3d1c243-8588-46ee-befe-13b5757b1c3c,getting,beginning1924@duck.com,+13852855827,Hansen,Cedar Falls,Washington,11571,DJ,mom,net_15,pending_approval,marketing,2025-10-02 14:38:43.737449
922580b4-0f8f-4cec-9636-db9eb206c70a,dictionary,jewellery1866@duck.com,+1-323-181-3750,Skyline,Gardena,Washington,57598,GD,promoting,net_15,active,software,2025-04-24 01:25:28.245722
e0bea78b-81c7-4c18-b6bf-89cd91b6adfb,absolute,benchmark2015@live.com,+1-910-747-5159,Haight,Junction City,Idaho,37100,GB,treatment,net_60,active,other,2025-01-05 16:18:14.855413
f16bf51e-5f1c-4270-8d8b-075e02f3fa99,makes,three2034@duck.com,+1-217-984-1748,Crespi,Redondo Beach,Wisconsin,48544,CO,purposes,net_30,inactive,other,2025-10-20 21:52:20.248411
5814aeab-e9c0-41b7-af30-9700f0083986,refine,dialogue1864@outlook.com,+19286539546,Berry,Flagstaff,New Mexico,10456,CD,pipeline,net_45,pending_approval,other,2025-03-22 16:14:26.315098
9715a933-d89c-46ac-85b8-3004b84d05cc,formats,conservative1910@gmail.com,+17138483733,Don Chee,Wauwatosa,Oregon,90254,MV,australia,net_45,inactive,marketing,2025-01-18 18:56:47.955858
9266f83d-d1b0-47fe-bfcf-84896f29ca4d,philips,pays2042@live.com,+1-937-800-7855,Guerrero,Torrington,North Dakota,39254,MO,extension,net_60,active,marketing,2025-11-22 13:35:31.049161
32b94782-9ae4-41b6-a446-0ea7bf6180dc,etc,wav1862@example.org,+12288949023,Bonnie Brae,Pleasant Hill,West Virginia,07620,EE,sr,due_on_receipt,active,marketing,2025-11-22 12:50:33.334217
f4560c25-f476-4a4f-8226-87852695c3cb,push,sync1879@gmail.com,+1-602-835-1224,Esmeralda,Oakdale,California,14640,GA,encourage,net_30,pending_approval,consulting,2025-07-05 09:24:11.791062
a901338d-5773-4ae6-bca5-1604e9edb12c,equation,voluntary1936@example.org,+1-806-279-3116,King,Seattle,New Jersey,02275,SS,harry,net_30,active,travel,2025-04-28 07:19:54.741948
66888ec5-b421-4cf0-a0d8-d0674c69080e,guilty,demonstration1846@gmail.com,+1-407-341-3395,Freelon,Longview,Delaware,56980,CI,elite,net_60,inactive,consulting,2025-08-30 01:35:26.436740
5c3c9172-af3c-476f-bd7d-4606e0c43d27,cameras,distributor1825@duck.com,+1-564-446-4253,Lockwood,Pensacola,West Virginia,89443,IO,hip,net_45,active,travel,2025-07-08 08:13:21.678120
c708ad03-0c40-4fbe-81fd-e2e5f72eb60d,unlimited,kept2069@gmail.com,+1-208-290-2977,Joost,Mount Vernon,Ohio,40043,ER,plenty,net_45,pending_approval,consulting,2025-08-28 11:05:34.759782
a80ebe3c-6312-4f65-ad75-f57419d22326,thongs,minds1803@live.com,+14791375880,Attridge,Broadview Heights,Iowa,98599,PF,occurred,net_60,active,marketing,2025-01-09 12:43:38.632209
0b0e7625-ec64-40bb-bf8c-9a4dd5a7079f,ending,resources2035@duck.com,+13255574103,Jessie,Palm Desert,Arizona,71542,MS,materials,due_on_receipt,inactive,travel,2025-02-07 18:46:42.585997
14abd537-ea1f-4e67-b7b8-0d2c58ca265f,ab,organisations2023@example.com,+1-585-440-8727,Richards,Raymore,New York,94431,CH,ecommerce,net_45,pending_approval,consulting,2025-08-07 10:19:58.016078
695df7a7-9af6-41c8-8f43-3e55d30b29d6,houses,tar2071@gmail.com,+1-414-937-8821,Marlin,Liberal,Vermont,46470,BH,moreover,net_60,inactive,travel,2025-04-24 03:47:48.502184
af1e3d3f-e3bf-40b9-9830-eca1ed3ba107,peak,employee1838@yahoo.com,+14344556869,Lunado,Fitchburg,Massachusetts,17880,TT,introduct,net_30,pending_approval,office_supplies,2025-12-20 22:13:25.959579
cf7aebfa-f2a8-4b89-a29b-f35edbd9cce4,import,marshall2025@outlook.com,+13084320534,Wabash,Melrose,Nebraska,05644,AW,covered,due_on_receipt,inactive,office_supplies,2025-09-11 09:24:29.559572
22c0518a-bba5-4f28-b70e-a251324b67f1,jacket,papua1839@duck.com,+15865359709,Gardener,Fredericksburg,Oklahoma,12840,NG,thin,net_60,active,travel,2025-05-09 11:32:56.521433
a6fbaca1-7f2f-4ac9-a5a4-9c6f6fc8c6a7,sec,meetings2056@yahoo.com,+1-843-488-9060,Hegal,Shelton,Hawaii,30428,BR,cod,net_60,pending_approval,marketing,2025-02-26 23:30:48.880521
fde3f59a-e2cc-4aae-a3f5-3d124e39c713,be,rev2067@example.com,+14753243576,San Leandro,Cary,Tennessee,84752,TG,lift,net_60,pending_approval,other,2025-04-12 10:26:02.589849
75eab9d1-0c5a-4c9a-a182-c5a765bfffb7,ourselves,mirror2085@gmail.com,+1-557-289-6106,Sierra,Michigan City,Kansas,41157,BY,fairly,net_30,inactive,software,2025-12-05 00:16:35.980165
7d9bc43c-4522-49ae-9bfe-c42d792c2ac6,side,mail1866@outlook.com,+1-508-563-1799,Brosnan,Garden Grove,Wyoming,74958,FR,replace,net_30,pending_approval,consulting,2025-05-05 06:21:14.398290
3b29c066-aa36-40b7-99fa-af87d8edfbe7,planned,cincinnati2060@example.org,+1-571-312-9421,Leese,Wilmette,Pennsylvania,56844,GQ,cuts,net_45,active,marketing,2025-08-18 20:43:21.269826
3bcb4985-f0b5-4405-b8be-ab667c32eedd,continenta,let2059@gmail.com,+1-610-686-5116,Wentworth,Taunton,Ohio,39892,ID,ahead,net_15,pending_approval,marketing,2025-12-21 23:31:29.176405
940a66d5-886a-40bb-9f6e-23a9d4a27e90,deputy,restricted2010@yandex.com,+1-984-967-7229,Harriet,Zanesville,Wyoming,43493,OM,jason,net_15,pending_approval,office_supplies,2025-03-05 23:34:31.192988
2e1d5146-fa7f-419b-8380-d01fc1639b79,stage,fallen2092@example.com,+17317754116,Double Rock,Morganton,Arizona,19318,BL,available,net_60,pending_approval,office_supplies,2025-09-02 02:52:42.050871
ef7451fc-f70f-4747-af23-ec7d121b90e0,held,belt1990@live.com,+12128272914,Turk Murphy,Maywood,Alabama,74614,FI,organisat,net_15,inactive,travel,2025-07-05 20:14:04.741521
830bdbcf-3f43-4652-ba26-f8c9a5aa8ce5,constantly,samples1813@yahoo.com,+1-347-333-0230,Mclaren,Prairie Village,Vermont,30365,ZM,previousl,net_45,pending_approval,other,2025-01-07 16:29:23.063386
0cdc94c9-a39e-469d-b182-4583336fe0c7,korea,detect1819@outlook.com,+18656174002,Lynch,Provo,Virginia,84562,PK,depending,net_60,pending_approval,software,2025-11-16 00:00:34.578440
c0d30025-6dea-4caa-8df6-85f5b2479fd7,pension,varies2016@yandex.com,+1-209-212-6608,La Ferrera,Elizabethtown,West Virginia,09771,CI,account,net_45,pending_approval,consulting,2025-01-01 16:46:17.561762
4e328432-1992-48b0-af15-1661737890be,repair,trip2063@example.com,+1-317-203-5165,Leland,Arcata,Arizona,30342,IR,rio,net_60,inactive,other,2025-01-17 22:43:27.845328
c2e7c988-253a-43a8-a09d-829c61cfeb84,born,broker2078@outlook.com,+16125346920,Worcester,San Luis,Idaho,10862,VC,homepage,net_60,pending_approval,software,2025-02-04 16:09:15.201255
7de8bc79-33bb-4229-adf8-1d6b8c00df50,comfort,nelson1853@gmail.com,+1-985-058-1746,Denslowe,Elyria,New Jersey,64684,GA,violence,due_on_receipt,active,office_supplies,2025-06-09 12:05:23.425750
4a78bf7e-f4ce-4c93-9e1c-05459e9cac90,linear,dated2034@yandex.com,+1-419-278-3338,Ward,Conway,California,43564,ER,approach,net_45,active,other,2025-10-08 22:14:19.717269
8aa0fe4d-6873-4ffa-b067-81e17956164c,detail,idol1897@example.com,+19528062744,Salinas,Woodland,Maryland,13425,MQ,sri,net_15,inactive,software,2025-11-28 20:48:02.098042
b55ab0ba-c5c9-4154-ba35-77fbc86c078a,installing,platinum1895@example.com,+16083720449,Latona,Schertz,Maine,08308,SK,sell,net_15,inactive,office_supplies,2025-07-13 17:30:03.667678
18d84ba4-bee4-42d8-9ef6-58711a2743e4,pic,usc1964@yandex.com,+1-803-324-7144,Benton,Plainfield,West Virginia,49276,GW,work,net_45,active,software,2025-12-06 02:31:54.454987
3d035872-8903-4bed-bbd8-fa69c213ff9f,need,reservation1829@outlook.com,+19403869167,Gorgas,Redding,Illinois,66768,NF,variation,net_45,active,travel,2025-10-28 03:57:33.963800
2e99e4b6-898f-4c94-bdbe-7910b23ad39e,tell,courtesy1920@duck.com,+16313566937,Chattanooga,Pullman,Tennessee,07031,VA,object,net_45,inactive,marketing,2025-04-07 22:56:36.498598
2b2f0552-cdcd-4a7c-adde-50a5d29675d7,purpose,tracked2003@yandex.com,+1-509-217-4352,Laskie,Highland,West Virginia,42783,LR,le,net_30,active,consulting,2025-01-30 02:43:59.293992
b415e6ef-eeed-466f-8d7c-31fab9856a97,smoking,rouge1946@live.com,+1-724-184-8406,Jordan,Wheat Ridge,Hawaii,28487,GR,material,net_60,pending_approval,other,2025-03-30 10:01:13.615551
00f9c6fc-7232-4092-9a0a-62dd828dffa8,than,nicholas2081@outlook.com,+1-903-879-6751,Congdon,Mesa,California,19879,TK,regional,net_30,active,office_supplies,2025-12-27 12:59:04.313814
73986792-ea55-43c4-ae31-3ae2ec5c03f6,japan,defects2052@yahoo.com,+18025385603,Whitecliff,Kearny,Colorado,70546,PF,directly,net_15,pending_approval,marketing,2025-10-08 18:53:54.408060
c6427edc-a6a1-4ec2-982e-119c6403e4cf,designers,toilet2009@example.com,+1-970-964-6387,Isis,Parkersburg,Missouri,89120,UA,pace,due_on_receipt,pending_approval,office_supplies,2025-07-25 23:08:50.722794
d9ceeb66-9b3a-4031-9f91-ecaa4befb31d,reviewer,critics2057@yandex.com,+1-219-531-9295,Wilson,Highland Village,South Carolina,20893,IQ,literacy,net_60,pending_approval,office_supplies,2025-09-24 11:03:06.458320
f6a505d8-94d7-4c32-a3f5-05a97f7052c7,optimizati,caribbean1900@live.com,+1-970-660-6551,Conservatory Access,Citrus Heights,Arizona,93408,BY,download,net_30,inactive,other,2025-02-11 19:49:39.624540
f789c853-e23c-450e-81e2-62ce4732a3f5,bag,week1814@outlook.com,+1-208-972-2560,Ord,Massillon,Mississippi,67947,CF,easy,net_45,inactive,travel,2025-06-01 20:17:50.472436
bfceedb2-4c6b-486e-9c0a-1debe4222fc1,domestic,larry2047@example.org,+19402004426,Pond,Rocky River,Connecticut,86926,DJ,examine,net_15,inactive,travel,2025-04-12 17:24:27.194760
2787912a-825f-49a5-83e8-ae6f8bb3ac51,managers,mean2004@outlook.com,+12395121410,Rockridge,Marana,Kansas,80659,GY,catch,due_on_receipt,active,software,2025-02-25 19:18:51.258421
