transaction_id,card_id,user_id,amount,currency,merchant_name,merchant_category,transaction_date,posted_date,status,description,receipt_required,receipt_uploaded,expense_category,created_at
3936a596-65dd-4007-8095-9734c85515b3,2d54dea0-0909-44cd-999e-76923bafa5eb,d462bfc9-5e2d-495c-ac1b-e8f1ef155d61,1326.75,CAD,sharon,office_supplies,2025-12-02 16:36:57.541922,2025-02-25 14:11:10.222182,pending,gift,True,True,office,2025-03-02 13:05:43.456542
a3a17cee-2333-42c2-bbdf-49a618430c43,1bcc1fb5-725f-4944-a406-994328651faf,643abb04-c6f2-475b-805a-fc5c5d28d03b,3920.57,CAD,phil,gas_stations,2025-11-05 19:16:20.955047,2025-02-13 17:25:35.341968,posted,silent,False,False,training,2025-09-15 00:50:44.653323
fbef556e-cc04-4af1-88fd-c5a2090b9bb6,9a65e05d-c907-4a73-8269-b506c914040b,e7d07122-b0e6-42b1-8c20-73f76ebd14ed,2275.59,USD,will,groceries,2025-02-14 04:09:36.616493,2025-02-19 03:50:18.909613,declined,lab,False,True,travel,2025-07-09 12:41:31.599809
ce76b2d7-6f34-48d3-a4d4-c620dbb5c406,4d3dd87f-9bb8-420a-a23c-83027e17f42a,ae6f1542-7d78-4924-96f7-67f44b695a1e,2115.61,GBP,analysis,marketing,2025-01-06 08:25:09.648276,2025-01-13 10:44:15.051685,posted,launched,True,False,meals,2025-05-29 11:01:21.857091
c4535d43-d4bb-45fa-bf9f-48475c5943d3,88bed616-a2bd-43c2-bfae-a62512a1d194,4e9238cf-390f-4c0c-9f69-aed9abbbd72c,4786.63,GBP,name,other,2025-05-09 15:54:44.718119,2025-04-05 09:47:28.811630,posted,suffering,True,True,meals,2025-05-24 13:38:41.093624
3f80ed01-74dc-4815-b9b6-bb2e47897c5a,fca7b1a7-b0e9-4840-ad1f-c80c8e3e580a,10c3d464-f91d-4bcf-b6e4-dc520835a866,4977.12,EUR,suppliers,office_supplies,2025-08-07 13:47:31.796386,2025-01-17 05:04:19.744037,pending,img,False,True,office,2025-03-25 16:56:36.030354
efc43d51-7a3b-4500-87ad-dd892a8fd93c,d1de2449-9338-4a11-b1f7-3c44ea9adbc8,6aa8d8e5-49f3-4114-8d07-07bb618f957d,2779.29,USD,lodging,travel,2025-04-29 06:53:03.261609,2025-08-02 11:45:12.287286,declined,instant,False,False,other,2025-08-17 12:40:59.129890
24a5284b-e2f7-4001-b8d0-3a72ffb83860,fcd122c1-b2ec-4597-9696-583d1401bc98,579d6006-7250-4d34-a396-1164742dd68b,3592.32,EUR,queen,groceries,2025-04-12 15:38:28.186209,2025-10-18 11:22:10.878343,posted,hazardous,False,True,meals,2025-12-27 22:05:18.028783
f27addd6-0921-4c76-8d7f-6ecbe29c79a2,7c185227-c10c-4f7a-a6ac-2cf65cab3b8e,0239c297-1857-4a04-a90a-3c84ad4807f2,774.83,EUR,pearl,office_supplies,2025-01-06 18:49:13.898746,2025-11-08 21:13:17.683238,refunded,children,False,True,travel,2025-09-01 21:00:30.955793
dba5e57c-840d-480b-a502-e073690a95f8,66f002a3-b2d6-4488-bb42-d1a7ca05d744,1ed47e1d-e066-4bee-b764-b54c5deadcd5,1484.24,CAD,isbn,gas_stations,2025-11-06 19:51:00.234639,2025-10-26 09:45:45.673962,posted,watch,False,True,software,2025-07-29 12:54:22.481294
5a90ffb0-0487-45ff-8031-6838ecb2c789,3fac5a2c-2075-4722-85fd-9beb4c7d646a,a3e844b0-6ea3-4c8b-932d-084e229b0499,4843.58,GBP,farmers,other,2025-04-15 09:43:33.864352,2025-10-04 00:32:42.884247,posted,preparatio,False,False,marketing,2025-09-21 19:38:18.312974
28c98306-50a8-4eec-a4ea-8aa0184898f5,154452f5-e8c7-4307-a0de-92c31290e22b,93f0e4b1-d7ee-41d5-878f-a1df7db04e5e,2896.32,EUR,password,marketing,2025-08-03 10:17:40.340930,2025-05-21 22:57:41.313305,refunded,start,True,True,other,2025-03-17 07:57:03.844554
a67d8b5b-aa7b-4d6a-a2b6-f14e1d3137f2,82f6715f-2db7-42e8-a89a-5a52ebc208da,a611e0eb-ff7b-43cc-bfa2-47731597d32a,2711.43,EUR,starts,gas_stations,2025-11-11 21:08:46.026691,2025-05-09 13:25:24.772519,refunded,story,True,True,software,2025-10-23 18:52:12.359836
44f9da87-c1e2-426f-9f82-5606e1943c7c,a7fc11aa-3099-463a-b527-59a3a5fef706,5ec27db7-f3c3-4cbb-85a1-882466de5d14,3740.13,GBP,gateway,groceries,2025-11-18 20:50:30.950561,2025-09-10 05:53:42.919071,refunded,event,False,True,meals,2025-05-04 15:08:47.271216
0e55248f-ce4e-40b9-bf6e-e67de8eaebe5,e433009f-e0f3-4995-b6db-7652d20dab27,e130261d-da2c-4eaf-86ff-5da79037fd20,286.77,EUR,purchasing,office_supplies,2025-11-29 10:41:05.233049,2025-04-24 09:26:50.929922,declined,resorts,True,True,travel,2025-06-09 18:18:29.892562
2c798159-8608-4c93-a7fd-4609622de2e5,1307b7e9-c386-4adb-8ddf-1e4f15e366a7,423d8e4e-565a-40bf-a479-e54b14ad22a7,2921.3,CAD,sun,gas_stations,2025-08-02 20:37:37.990171,2025-08-29 06:32:07.909637,pending,amounts,False,False,training,2025-09-10 13:03:55.895735
1d4d72bd-b5f1-4b65-9e1c-823b80bac5b7,239950ea-de30-44c8-b6e2-3a4b91dbceea,5cb9dba1-52e2-429f-b337-4f3c234bef58,2514.75,USD,auctions,marketing,2025-03-07 10:26:36.936215,2025-03-11 22:11:49.084736,pending,original,False,False,other,2025-06-21 05:20:40.060831
4ad005a1-a336-41d8-ad3e-a57e4f97415a,46c094cd-6dac-4e38-a3c6-2af7c4bbb813,c096a154-9a84-4a1a-8833-aeb46972fb18,4263.75,EUR,traditiona,marketing,2025-08-09 06:48:49.176795,2025-08-26 02:08:39.454779,refunded,younger,True,False,marketing,2025-07-14 15:24:00.039557
60c5974a-6202-4fa1-8c69-a5ce4e258fb4,5cddf43a-8604-4532-b93d-a917ff49016c,8bb31eb0-1fa1-491f-95a9-732686de7635,788.01,EUR,relatively,groceries,2025-12-12 00:57:20.793612,2025-01-22 00:40:46.260909,pending,hurricane,False,True,meals,2025-12-29 11:19:08.107697
9d5ca91e-946e-45a9-8b13-85f60dc48cf9,9a65e05d-c907-4a73-8269-b506c914040b,f7bc54d0-d64c-4f24-921f-89f33d47a8fd,4803.93,CAD,birds,gas_stations,2025-09-19 09:10:04.863862,2025-05-31 09:29:46.545561,pending,outdoors,False,True,software,2025-07-29 21:08:21.945169
1c0dee14-ded1-4a0b-85c0-bbf4bfadeba2,999cd080-beed-4ba4-836c-7e7acbf76030,99dd1ffc-ae90-4083-a73f-0e4effc5a06c,401.48,USD,sunday,groceries,2025-06-25 06:10:58.962808,2025-01-08 07:46:08.221449,declined,in,True,True,meals,2025-10-17 05:07:23.745652
e7164e71-7e73-4b10-a5fc-e900a53d26fa,9ef28497-8962-4745-b0cf-963b1adade0f,d0cff6ce-1fac-4046-b393-6f4e69eea33f,929.94,CAD,presentati,meals,2025-07-29 20:16:49.560708,2025-10-02 21:06:41.876735,declined,though,True,False,meals,2025-01-23 03:26:28.398724
ada2dcc5-3b3d-4d6b-b8fe-f8a7c4eeb8a1,6bd5cf3a-0f5d-4107-ad11-c38f410dfb41,041bb902-5cbf-4cc9-a37a-0f1c59f6d8ea,2975.58,USD,api,gas_stations,2025-09-09 15:44:09.215477,2025-05-14 21:06:42.545583,pending,second,False,False,other,2025-10-20 22:08:26.871002
fa2c31e5-4df0-4294-b9a9-d386b2b9aa71,2f029e59-1cfd-479d-9979-436981440b3f,0482a99b-f461-4356-8a9c-a1f3300b97b3,3376.39,GBP,election,office_supplies,2025-09-24 19:07:18.119550,2025-08-07 19:12:49.275769,posted,funding,True,False,travel,2025-06-23 13:18:10.041319
c6f3dd70-13b2-42d1-8b72-4fd0919aec8e,6163eb66-0131-4c02-a7f0-e23a2de03065,dcb9d1f6-01b7-4391-b0dc-a6f8206d4249,1176.78,GBP,chairs,other,2025-04-23 15:21:15.002871,2025-11-03 03:53:36.701520,posted,lounge,True,True,other,2025-03-31 02:49:32.078693
8f141ce4-9eb4-48be-9f37-0c35a85b269a,bf99dd0c-6219-457b-919c-eaf71af80ebf,668f0760-a078-486d-90c9-128630579730,600.31,CAD,military,other,2025-05-21 07:29:18.276955,2025-01-04 05:55:02.893647,pending,scottish,True,False,travel,2025-06-26 21:20:27.774415
476d9533-0f3a-4664-b6bc-2c0599404488,66ff1070-d0a1-4284-85ce-29f04ca68cbb,e321180b-665c-47d4-904d-d0ffc533a36b,4451.55,USD,code,marketing,2025-02-28 01:00:54.145117,2025-06-12 14:39:17.921148,posted,bandwidth,False,False,other,2025-06-27 10:11:07.420245
b9856f89-5aab-4264-8dfb-1bfd78d36c73,2e46ab2d-2ebe-44af-820a-90cbeb2cff92,7734daed-83a2-4431-9409-4faf3568736c,1231.83,EUR,suicide,groceries,2025-08-09 12:44:54.501476,2025-11-29 05:07:08.729987,pending,oh,True,True,other,2025-03-04 13:58:37.506121
cb268281-a1b7-48fc-bd67-8960bf17ae23,848a83f1-16b8-44cb-9939-bd0fa69b7f40,6697b68b-8ca5-4eb7-975d-bd4c608bcd6a,2973.0,GBP,demand,software,2025-03-20 12:49:22.641055,2025-11-29 23:57:08.506545,declined,tones,False,True,travel,2025-02-14 14:02:04.274320
22a61d0e-79f0-4b64-86df-5850aaa4c362,fca7b1a7-b0e9-4840-ad1f-c80c8e3e580a,6019ade2-a98b-40b3-80c4-686e130687a5,3097.29,USD,centres,software,2025-01-23 21:33:49.779746,2025-11-28 10:33:33.721673,refunded,interactio,False,False,training,2025-07-22 23:15:30.362544
9411e8f7-f153-49c9-b844-89fb37847145,fb464f91-ba31-4fd8-930f-790db61d1eee,e5534961-f6cd-4ab3-85cc-6fb66a805ce7,2096.71,CAD,diameter,meals,2025-03-27 17:57:39.057216,2025-11-30 05:32:54.492085,pending,diego,False,True,other,2025-03-03 15:20:15.346968
5232e65c-5407-4ba5-9055-fb59b6b7a0bc,6163eb66-0131-4c02-a7f0-e23a2de03065,cae63c9e-b6ca-40af-aa9c-c925d78b5323,2918.78,CAD,activity,travel,2025-01-17 07:35:41.397030,2025-04-03 14:28:51.600870,posted,seo,False,True,training,2025-02-28 15:28:20.124473
b3bd602d-5487-41e2-a27d-eb014f485d9f,0da4f565-576a-4f1b-865e-37ba143734a9,c400f3e7-b3fd-46dc-a7d3-cc250d8de07c,2614.39,EUR,thin,marketing,2025-12-21 00:06:25.432368,2025-09-18 00:52:05.830244,refunded,plug,True,False,travel,2025-09-18 06:41:42.478368
9648f6a8-f910-46a9-8180-0aa91ae50f4b,66f002a3-b2d6-4488-bb42-d1a7ca05d744,75d55dcb-7365-4d64-96d5-e682d5145de3,4673.6,GBP,cinema,software,2025-06-27 01:52:14.885331,2025-06-18 19:38:30.751470,refunded,implemente,False,False,meals,2025-12-15 03:06:48.690917
15d024e2-6283-40e5-8e09-10bccd23bcc0,7b9ab0b1-86ec-44c2-9c60-06ec91ea0182,533dcb1a-5c20-47fe-862d-306bb454d1ac,1022.09,USD,ff,gas_stations,2025-01-11 11:53:40.838769,2025-09-17 11:44:06.048001,pending,muscle,False,True,marketing,2025-08-05 22:47:46.429088
53e7cf5a-bb73-4a74-958a-9e582c06bf3b,bd2f45c6-f003-4e1c-be1f-e10f56db9b84,39c7e6e0-1d5f-4712-9fe3-abedc68e8c7f,3581.24,USD,packs,groceries,2025-05-20 06:12:07.975402,2025-04-15 06:45:21.113000,refunded,holidays,True,False,travel,2025-01-30 20:53:43.617413
c2abab02-832f-476a-8ec3-41bae5d647a4,302ede84-7873-4932-be12-744a9bf70c54,ebf6877d-6449-4e51-ae8e-dc00c5bca624,1194.19,CAD,determine,gas_stations,2025-08-15 21:37:32.141176,2025-01-17 23:03:35.980741,declined,spoke,True,True,training,2025-10-16 16:49:58.954394
8fca1f1b-a998-4d78-9c2c-ee0e9091564a,7c185227-c10c-4f7a-a6ac-2cf65cab3b8e,af54c5ac-9039-4937-80ef-dd4ddfb2e84a,1979.53,USD,continue,gas_stations,2025-12-19 05:46:52.134618,2025-07-22 19:38:56.337477,pending,germany,True,True,office,2025-07-20 22:48:15.286886
b5dbbe50-8f8d-4d36-b58a-e74e57a1d5e2,b0e65ef4-3c9a-4f79-a284-bb3f5ad9db74,865609a7-b2f6-4226-a190-1123e1f726f2,3358.78,EUR,judges,meals,2025-06-10 14:51:08.144892,2025-10-23 23:32:19.884027,declined,defence,True,False,meals,2025-12-24 17:40:13.210647
a8dc6938-0128-4cd9-b1b4-2a1f861369aa,56a39a1e-7f37-4108-9044-52f92259f512,6f7a3805-8069-4492-8168-77a18793dd8d,1500.69,USD,mit,gas_stations,2025-10-23 09:43:22.965939,2025-12-21 05:32:34.728038,declined,modem,True,False,other,2025-12-04 11:35:30.611116
0bad758b-8383-4985-9e57-43605b0c4777,4152da18-e147-4ea3-ba55-34cb20ec845d,d3ce5c30-a151-46aa-b54a-e5a8acf9113e,1581.57,EUR,written,other,2025-11-24 17:18:56.888459,2025-01-17 03:01:24.152386,refunded,eligible,False,False,training,2025-11-02 06:17:48.823690
f0c043da-5656-4300-8882-51db42256b9e,ac14b7b6-c1d2-4708-824d-662e6c1aa3ae,bf0620f3-49db-413a-b61e-977f67948474,3759.57,EUR,while,office_supplies,2025-05-22 08:09:53.065046,2025-04-25 17:02:22.853568,pending,perhaps,False,True,training,2025-02-20 21:47:35.906852
fda36060-29db-4444-9448-232be7ea71ab,82f6715f-2db7-42e8-a89a-5a52ebc208da,c6566efd-0407-47b9-8c79-202b122428f6,363.64,CAD,download,travel,2025-12-21 17:24:15.535740,2025-12-22 01:59:24.406380,declined,military,True,False,meals,2025-11-11 17:03:00.779794
8c6188cf-3d01-401f-8673-9fcbc424254d,43dc6192-33fb-4711-87cc-aa4e5b056552,bd7d20bd-ac0a-40cb-834f-ce9872196b71,2291.97,USD,possibly,software,2025-04-20 14:53:14.955762,2025-10-18 23:38:12.813848,pending,regular,False,True,office,2025-05-15 05:43:04.196059
b985da9d-ae6f-4530-8c2f-bb31ba472dde,0354846f-89e5-4e5a-a040-839570c4682b,c1b89e54-7f01-45ea-9613-7b966e8c8d4e,4992.27,GBP,applied,groceries,2025-12-17 03:24:02.449323,2025-09-09 04:10:37.887110,refunded,note,False,False,office,2025-01-11 14:45:59.162325
fd56cee1-1985-4145-9ffe-739318485ac6,b4a67619-e9af-4176-9cde-af7033910880,29bca8a4-3eb7-4560-af62-306aa1369bc8,4980.49,USD,laid,software,2025-03-30 10:38:03.811242,2025-08-26 18:35:22.076421,declined,thread,True,False,office,2025-09-08 05:33:04.824451
12d6c876-1c73-40be-875c-a359fb05c958,693f6aca-9bf7-476f-944b-c43399d6a6ae,2a1a6ca0-93c1-416b-9718-83bf13c8309a,367.23,USD,ebay,gas_stations,2025-07-18 17:25:05.366375,2025-04-22 10:21:23.307835,declined,seeds,True,False,travel,2025-10-17 15:35:52.788669
6629733e-6318-401f-8f63-abdae525ba29,be0a7d19-25cb-4e2b-9975-118b72e18d9c,bc1f9ffc-308a-4a18-ab9d-7b85300041af,1066.56,GBP,noted,groceries,2025-02-22 11:28:15.948433,2025-01-22 10:24:58.834883,refunded,firms,True,True,training,2025-07-09 17:46:18.025905
ddd6ddbc-264b-4dfd-8f9c-db7d9468d99e,a36c2a3a-8e31-40a0-ad1f-1d3ca3ab1e4b,378200de-342a-4cee-9ead-47afcae66910,1326.74,CAD,owners,groceries,2025-09-26 16:28:31.045981,2025-11-07 10:32:05.994272,declined,older,False,True,meals,2025-03-31 17:34:00.657386
0d02c511-a14b-46ee-ab23-f553b239a6c0,28eb2940-3f16-4f14-ad8b-91a1476055b1,ea9745ee-95f7-45a0-8891-829153d9fcf1,4666.36,CAD,plugin,other,2025-04-22 20:49:13.906966,2025-02-07 17:53:44.921317,declined,qualificat,True,False,other,2025-11-27 02:47:43.161223
4feb2efe-ff97-4a67-9a12-110f2a0800df,2247cab8-2766-4a84-953c-d66e2da8d0db,8f4835b3-34e3-4fef-b1cf-28c434eee440,4404.44,GBP,permanent,meals,2025-08-23 10:02:05.076806,2025-03-26 08:35:04.602891,refunded,southeast,True,True,travel,2025-05-14 12:28:40.424094
a67449ac-a538-49af-9c1e-22f9b721e5d2,f3f6b9cd-1493-4200-88bd-532d4d5aaccf,5eb371bc-8dcb-4cca-b0e1-ee7f234681e3,4396.47,CAD,order,office_supplies,2025-06-01 12:43:07.560814,2025-11-24 19:04:48.782186,declined,though,False,False,office,2025-12-28 02:22:59.527262
17dd1469-94db-442b-8294-0f223878ee84,0ee92b58-a5d8-4dc7-bdef-c89751ecff85,855a9a0e-8b17-4c11-9c34-a821dad7f0f3,1848.27,USD,participat,meals,2025-05-26 21:19:38.090707,2025-08-13 12:52:42.032316,declined,equal,True,True,training,2025-03-18 07:08:47.409985
91451fca-9144-497c-a06b-adb032c09f76,f233a201-7edf-41e8-bcc2-b5ab44ce9239,c676de1e-231b-428c-946d-528f85fb48f1,789.58,GBP,immigratio,marketing,2025-11-05 09:43:56.958575,2025-01-18 17:09:07.043802,refunded,moore,False,False,marketing,2025-10-20 12:34:35.992979
c5960967-6011-43f5-a1e7-a4bd8e065914,ee9bb452-2820-4a22-9c73-0829f3db30ca,9cdb3023-f159-4dc1-90f9-0e1ef1c6decc,4168.89,CAD,readers,office_supplies,2025-05-07 23:47:57.761200,2025-04-14 20:54:32.149375,refunded,behind,True,True,office,2025-03-08 19:53:16.203765
77162036-e13f-4e19-8fb5-46fe53d323b8,fcb0212e-5988-407e-80b7-be3910f81a34,ba4d9f78-7630-424a-86c8-754cefbbf617,3518.0,CAD,eligibilit,travel,2025-03-22 18:54:03.892744,2025-11-18 02:18:42.070634,declined,relevant,True,True,marketing,2025-02-07 23:37:31.997761
59ad1a79-6549-4ef2-acb9-c1c88469b641,ed2c5ed6-b809-433f-abea-ce5c1095d738,3f64a595-1eca-4cb8-b3a6-08afa5dd609e,3058.78,CAD,comes,marketing,2025-06-05 21:41:15.104904,2025-10-03 06:20:31.472536,pending,carbon,True,False,travel,2025-10-22 09:44:37.159797
8daed97b-e0da-4a1d-82d5-e2c72c0c1ab6,f9a4041f-39dc-4afc-9007-a8969dd029d5,1d460f60-b16f-4f91-8e16-1cafb71eea47,4936.18,CAD,manage,gas_stations,2025-06-14 05:00:20.258133,2025-12-24 20:27:17.880919,posted,weapons,True,True,travel,2025-03-22 23:21:56.503268
7ace8ff8-e641-435d-8daa-7aaa047f4ceb,3c5c4bed-46a2-4d7f-a821-417644c0bc24,6cef44b1-026a-4bcc-bc90-342f43df5094,3270.23,EUR,louis,other,2025-08-12 09:31:35.114119,2025-11-20 02:53:17.900426,pending,too,True,False,meals,2025-09-07 08:46:56.657057
bd472223-8e9c-47c9-8013-914c1b570bf0,32637169-0574-4590-9bc2-a2238c09beaf,e650fad4-8455-493f-9e1c-0dc05f7f88ab,40.11,USD,smoke,software,2025-12-03 00:54:32.662308,2025-10-19 12:49:37.223095,declined,digest,True,False,office,2025-09-09 17:57:34.495036
61c312b4-8bb3-4a6e-814d-6c60cf7a9670,0354846f-89e5-4e5a-a040-839570c4682b,b4dea8ed-3204-4e22-b31a-974ce5272347,4085.7,CAD,sitting,travel,2025-06-13 07:57:49.618241,2025-03-15 16:32:05.416059,posted,journals,False,True,training,2025-09-01 21:15:54.845718
6a3bcb69-6563-43fd-a2c3-b44a161c61ff,1864b90e-ae28-43ef-86a5-48a567d291f6,c8be4c88-3bab-4a20-9d39-e85a6dad7e99,1497.59,CAD,served,gas_stations,2025-09-05 14:10:11.593868,2025-12-24 15:22:02.229448,declined,relationsh,True,False,software,2025-04-03 08:23:14.044887
70586f9d-adb2-494d-9890-7cddf70db1fc,7de917db-7aaa-41e4-80e5-1f8e9999e6ac,c2847d88-6f35-4a75-807d-ebb51e65a87d,3317.28,USD,fashion,office_supplies,2025-09-30 11:24:30.962489,2025-01-02 20:20:06.737920,declined,brokers,False,False,software,2025-12-09 18:34:36.182294
5c51dd08-ea7f-4aea-ba4d-00ddb2990614,abc81894-eb2e-4c9e-b42f-d4ae44cb902e,3e50a16f-1c8d-4982-8672-4ea531b0282e,4694.71,GBP,von,marketing,2025-11-13 11:37:41.941858,2025-09-09 12:58:14.541455,posted,cds,False,False,travel,2025-06-27 11:31:50.505529
4bb446d4-e768-4906-b468-2efc0bfdd244,b08d0390-0a82-4374-9948-255eab872db1,a60ffb0d-8102-478f-9d74-df368a448615,672.32,USD,want,office_supplies,2025-09-29 04:28:10.241162,2025-09-21 08:13:09.195984,refunded,strategic,True,True,marketing,2025-06-20 22:52:07.693223
289071ec-be47-4bcc-ba3e-afbc14382d18,2247cab8-2766-4a84-953c-d66e2da8d0db,396bc00e-b0d2-4fc7-90e5-f5a4e7f2c761,578.03,CAD,quiz,meals,2025-07-26 10:46:07.504906,2025-08-07 18:10:41.873846,declined,width,True,True,other,2025-01-08 01:08:36.621121
f5e9ba38-7a1e-4cb7-b181-0206bdc447dd,3fac5a2c-2075-4722-85fd-9beb4c7d646a,39fa6c65-dbce-41eb-8f2c-a6de31b75d0c,536.07,GBP,ward,other,2025-03-21 16:02:57.600067,2025-01-06 08:59:11.541737,posted,seo,False,True,marketing,2025-10-19 20:01:56.754500
24287e5f-364a-4ffe-a4d4-9780850ed685,9e2099da-17e9-4745-adb7-5573f90e1f94,f1f872b6-7d73-4ef3-9a78-ec8109f353c8,2766.56,GBP,forums,other,2025-02-07 14:38:30.909432,2025-03-08 13:38:09.833215,posted,schools,True,True,travel,2025-10-22 16:16:10.759364
8c77aea9-9472-435b-ac66-198a36d981ba,b0e65ef4-3c9a-4f79-a284-bb3f5ad9db74,00050711-88f5-42ed-8d53-8ba620b4405c,1362.47,EUR,administra,meals,2025-08-20 18:04:14.396583,2025-03-04 00:12:33.901347,refunded,maine,True,True,meals,2025-03-20 03:11:30.945404
08dfe9ce-276e-4a7b-a669-4bbc5ab42567,6163eb66-0131-4c02-a7f0-e23a2de03065,edb7f5d5-be13-4f39-8395-0c1cced61ead,3024.54,CAD,ins,meals,2025-09-17 03:05:30.691423,2025-10-18 00:57:49.711521,declined,planned,True,True,training,2025-09-14 11:55:02.731531
18474eea-9820-48c4-89e5-7532f4020130,42c711ba-04ab-4053-9c99-5edbf3efb268,8bec3990-715a-43b0-ac2e-1e6bc0a20e4f,3588.34,GBP,plan,meals,2025-04-26 15:50:49.399755,2025-10-26 23:58:48.877857,declined,moving,True,True,office,2025-07-05 08:30:49.243807
a249e68e-e454-47d7-bb18-f8d517a9cdd7,055a74b0-29d2-4bb9-8669-404251e75fa5,2ca07688-71e6-4f7b-ba94-1614ea6c6c8c,1018.78,EUR,since,office_supplies,2025-05-20 17:26:16.198202,2025-12-24 00:36:33.123552,declined,unlike,False,True,marketing,2025-07-21 06:44:51.331246
af640668-2689-46e4-a3ae-cc808bc0ca86,e9dd8f2c-48a6-468f-9fc0-d6dcdcadce3e,7fe32c26-f259-4d49-b48a-7b21052e5493,3171.56,EUR,boxes,meals,2025-06-04 04:27:41.613805,2025-05-28 17:27:36.383405,posted,debian,True,False,other,2025-11-13 06:26:35.821861
d0535439-e819-45f1-9a28-934b8456a437,70ab59dc-15bb-45cb-b55d-e8ffb72f93e2,109d604e-2274-41c9-a1af-e0da829426d9,1320.66,EUR,aim,software,2025-03-12 17:35:30.266105,2025-10-12 22:25:47.144775,refunded,talk,False,True,travel,2025-12-08 14:50:44.995355
43a2b175-2efd-4221-a4a5-35f201d9c5da,6ace13c4-a122-420e-b77f-9d42ea8e23bf,917d4f52-6216-43f1-a7bb-0c9b55b22a56,2443.17,GBP,meter,gas_stations,2025-02-07 16:25:50.354877,2025-03-13 20:00:51.095513,refunded,toshiba,True,False,other,2025-08-30 19:27:05.067193
daa97d70-321e-443b-8a62-407c6b42af58,2fdb6952-e456-4655-a6c0-e2fdee6a9d9a,345d1359-5012-412b-a672-3a6045cc4feb,4526.78,EUR,cst,meals,2025-04-12 02:38:02.759687,2025-07-20 20:33:18.746172,pending,astronomy,True,False,office,2025-03-21 15:28:00.211505
12711e9d-8716-44bd-bf95-1201b84dfd06,6f6c0999-90b3-481e-a408-b93ecf356b6b,273ec1c5-eba9-41f4-86fb-2a1140cba58b,4230.67,CAD,sister,other,2025-04-02 19:32:33.732377,2025-10-06 21:02:23.250878,refunded,tips,False,True,other,2025-03-03 08:49:25.370281
